timestamp,34401a_thermistor,si_7021_ambient_c,si7021_internal_c,setpoint,adc,adc_c,error_c,output,io_delta_c,hp_error_c,hp_mcp_delta
1517207724.42,24.8813831576,21.308,-46.582,406,395.552,24.8813,-0.1187,210.97,3.5735,-0.1186168424,8.31575999989e-05
1517207727.77,24.8864660487,21.276,-46.582,406,395.774,24.8838,-0.1162,214.89,3.6082,-0.1135339513,0.0026660487
1517207731.12,24.8929589131,21.276,-46.582,406,396.427,24.8912,-0.1088,220.07,3.6156,-0.1070410869,0.0017589131
1517207734.47,24.9007282586,21.276,-46.582,406,396.805,24.8955,-0.1045,221.81,3.6199,-0.0992717414,0.0052282586
1517207737.83,24.9094866881,21.276,-46.582,406,397.313,24.9013,-0.0987,221.94,3.6257,-0.0905133119,0.0081866881
1517207741.18,24.917992294,21.243,-46.582,406,397.533,24.9038,-0.0962,224.83,3.6603,-0.082007706,0.014192294
1517207744.54,24.9251393267,21.297,-46.582,406,398.157,24.9109,-0.0891,223.29,3.6138,-0.0748606733,0.0142393267
1517207747.87,24.9316428982,21.254,-46.582,406,398.894,24.9192,-0.0808,220.19,3.6651,-0.0683571018,0.0124428982
1517207751.23,24.9379930942,21.254,-46.582,406,399.338,24.9243,-0.0757,219.74,3.6701,-0.0620069058,0.0136930942
1517207754.6,24.9440284222,21.265,-46.582,406,399.719,24.9286,-0.0714,219.70,3.6637,-0.0559715778,0.0154284222
1517207757.94,24.9503813102,21.243,-46.582,406,400.033,24.9322,-0.0678,220.14,3.6888,-0.0496186898,0.0181813102
1517207761.3,24.9576467334,21.254,-46.582,406,401.049,24.9437,-0.0563,216.27,3.6896,-0.0423532666,0.0139467334
1517207764.64,24.9661249041,21.233,-46.582,406,401.812,24.9524,-0.0476,211.15,3.7197,-0.0338750959,0.0137249041
1517207767.99,24.9752942717,21.233,-46.582,406,401.916,24.9536,-0.0464,212.57,3.7209,-0.0247057283,0.0216942717
1517207771.35,24.9843520107,21.243,-46.582,406,402.513,24.9604,-0.0396,208.69,3.7169,-0.0156479893,0.0239520107
1517207774.69,24.993006628,21.243,-46.582,406,403.084,24.9669,-0.0331,204.72,3.7234,-0.006993372,0.026106628
1517207778.05,25.0010006044,21.243,-46.582,406,403.377,24.9702,-0.0298,203.37,3.7268,0.0010006044,0.0308006044
1517207781.4,25.0080677714,21.243,-46.582,406,403.733,24.9742,-0.0258,201.17,3.7308,0.0080677714,0.0338677714
1517207784.76,25.0143483379,21.222,-46.582,406,404.226,24.9798,-0.0202,197.30,3.7578,0.0143483379,0.0345483379
1517207788.11,25.0198762787,21.254,-46.582,406,404.655,24.9847,-0.0153,194.79,3.7305,0.0198762787,0.0351762787
1517207791.46,25.0244629302,21.243,-46.582,406,405.093,24.9897,-0.0103,190.96,3.7463,0.0244629302,0.0347629302
1517207794.82,25.0283481563,21.233,-46.582,406,405.168,24.9905,-0.0095,190.71,3.7578,0.0283481563,0.0378481563
1517207798.15,25.0315474191,21.222,-46.582,406,405.615,24.9956,-0.0044,186.47,3.7736,0.0315474191,0.0359474191
1517207801.51,25.0344324575,21.233,-46.582,406,405.671,24.9963,-0.0037,186.11,3.7635,0.0344324575,0.0381324575
1517207804.87,25.037033758,21.243,-46.582,406,405.934,24.9993,-0.0007,183.51,3.7558,0.037033758,0.037733758
1517207808.22,25.0393988801,21.233,-46.582,406,406.186,25.0021,0.0021,180.89,3.7694,0.0393988801,0.0372988801
1517207811.58,25.0412619338,21.233,-46.582,406,406.333,25.0038,0.0038,179.22,3.7711,0.0412619338,0.0374619338
1517207814.92,25.0427683539,21.243,-46.582,406,406.581,25.0066,0.0066,176.39,3.7632,0.0427683539,0.0361683539
1517207818.28,25.0442110799,21.233,-46.582,406,406.802,25.0091,0.0091,173.27,3.7764,0.0442110799,0.0351110799
1517207821.63,25.0453447421,21.243,-46.582,406,407.136,25.0129,0.0129,169.24,3.7695,0.0453447421,0.0324447421
1517207824.98,25.0459225415,21.243,-46.582,406,407.319,25.0150,0.0150,166.62,3.7715,0.0459225415,0.0309225415
1517207828.34,25.0457036761,21.233,-46.582,406,407.565,25.0178,0.0178,163.22,3.7851,0.0457036761,0.0279036761
1517207831.67,25.0450397226,21.243,-46.582,406,407.287,25.0146,0.0146,165.23,3.7712,0.0450397226,0.0304397226
1517207835.04,25.0440284008,21.254,-46.582,406,407.111,25.0126,0.0126,166.33,3.7585,0.0440284008,0.0314284008
1517207838.39,25.0428639488,21.243,-46.582,406,407.112,25.0126,0.0126,165.64,3.7692,0.0428639488,0.0302639488
1517207841.74,25.0412683831,21.222,-46.582,406,407.137,25.0129,0.0129,164.71,3.7909,0.0412683831,0.0283683831
1517207845.09,25.0390766814,21.233,-46.582,406,407.160,25.0132,0.0132,163.79,3.7805,0.0390766814,0.0258766814
1517207848.44,25.0371675513,21.243,-46.582,406,407.499,25.0170,0.0170,158.58,3.7736,0.0371675513,0.0201675513
1517207851.8,25.0355998564,21.243,-46.582,406,407.435,25.0163,0.0163,158.36,3.7729,0.0355998564,0.0192998564
1517207855.16,25.0340553129,21.233,-46.582,406,407.438,25.0163,0.0163,157.46,3.7836,0.0340553129,0.0177553129
1517207858.5,25.0323976215,21.243,-46.582,406,407.129,25.0128,0.0128,159.87,3.7694,0.0323976215,0.0195976215
1517207861.85,25.0309159498,21.243,-46.582,406,406.985,25.0112,0.0112,160.73,3.7677,0.0309159498,0.0197159498
1517207865.2,25.0297327198,21.243,-46.582,406,406.963,25.0109,0.0109,160.36,3.7675,0.0297327198,0.0188327198
1517207868.56,25.0279379855,21.243,-46.582,406,407.322,25.0150,0.0150,155.99,3.7716,0.0279379855,0.0129379855
1517207871.92,25.0255033791,21.243,-46.582,406,407.131,25.0129,0.0129,157.21,3.7694,0.0255033791,0.0126033791
1517207875.26,25.0230209851,21.254,-46.582,406,406.968,25.0110,0.0110,157.61,3.7568,0.0230209851,0.0120209851
1517207878.62,25.0212860067,21.233,-46.582,406,406.810,25.0092,0.0092,158.71,3.7765,0.0212860067,0.0120860067
1517207881.96,25.0205228035,21.201,-46.582,406,406.574,25.0065,0.0065,160.72,3.8060,0.0205228035,0.0140228035
1517207885.31,25.0202004587,21.222,-46.582,406,406.392,25.0045,0.0045,162.31,3.7825,0.0202004587,0.0157004587
1517207888.68,25.0199077991,21.222,-46.582,406,406.414,25.0047,0.0047,161.84,3.7827,0.0199077991,0.0152077991
1517207892.01,25.0196600083,21.211,-46.582,406,406.489,25.0056,0.0056,160.79,3.7943,0.0196600083,0.0140600083
1517207895.37,25.0192003267,21.222,-46.582,406,406.293,25.0033,0.0033,162.58,3.7813,0.0192003267,0.0159003267
1517207898.72,25.0183764703,21.233,-46.582,406,405.930,24.9992,-0.0008,166.25,3.7665,0.0183764703,0.0191764703
1517207902.07,25.0172073491,21.211,-46.582,406,406.046,25.0005,0.0005,165.06,3.7893,0.0172073491,0.0167073491
1517207905.43,25.0157279899,21.211,-46.582,406,406.412,25.0047,0.0047,161.01,3.7934,0.0157279899,0.0110279899
1517207908.78,25.0137790704,21.211,-46.582,406,406.289,25.0033,0.0033,162.06,3.7920,0.0137790704,0.0104790704
1517207912.14,25.0121141453,21.222,-46.582,406,406.218,25.0025,0.0025,162.64,3.7805,0.0121141453,0.0096141453
1517207915.48,25.0110215226,21.201,-46.582,406,406.487,25.0055,0.0055,159.66,3.8050,0.0110215226,0.0055215226
1517207918.84,25.0101471928,21.201,-46.582,406,406.275,25.0031,0.0031,161.61,3.8026,0.0101471928,0.0070471928
1517207922.19,25.0092374903,21.211,-46.582,406,406.055,25.0006,0.0006,163.78,3.7894,0.0092374903,0.0086374903
1517207925.54,25.0085147718,21.211,-46.582,406,406.249,25.0028,0.0028,161.69,3.7916,0.0085147718,0.0057147718
1517207928.9,25.0081452599,21.211,-46.582,406,406.043,25.0005,0.0005,163.72,3.7892,0.0081452599,0.0076452599
1517207932.25,25.0081983754,21.211,-46.582,406,406.190,25.0022,0.0022,162.12,3.7909,0.0081983754,0.0059983754
1517207935.6,25.0086313523,21.201,-46.582,406,405.818,24.9979,-0.0021,165.95,3.7974,0.0086313523,0.0107313523
1517207938.95,25.009369252,21.222,-46.582,406,406.023,25.0003,0.0003,163.88,3.7783,0.009369252,0.009069252
1517207942.31,25.0102812603,21.201,-46.582,406,406.011,25.0001,0.0001,163.99,3.7996,0.0102812603,0.0101812603
1517207945.66,25.0111339787,21.211,-46.582,406,405.918,24.9991,-0.0009,164.98,3.7878,0.0111339787,0.0120339787
1517207949.0,25.0116203761,21.211,-46.582,406,405.647,24.9960,-0.0040,167.89,3.7847,0.0116203761,0.0156203761
1517207952.36,25.0114775603,21.201,-46.582,406,405.928,24.9992,-0.0008,165.14,3.7986,0.0114775603,0.0122775603
1517207955.7,25.0108743417,21.211,-46.582,406,405.767,24.9974,-0.0026,166.88,3.7861,0.0108743417,0.0134743417
1517207959.06,25.0103175944,21.233,-46.582,406,405.949,24.9994,-0.0006,165.09,3.7667,0.0103175944,0.0109175944
1517207962.42,25.0100338226,21.211,-46.582,406,405.777,24.9975,-0.0025,167.01,3.7862,0.0100338226,0.0125338226
1517207965.76,25.0097493652,21.211,-46.582,406,405.667,24.9962,-0.0038,168.31,3.7849,0.0097493652,0.0135493652
1517207969.13,25.0097429264,21.222,-46.582,406,405.782,24.9975,-0.0025,167.30,3.7755,0.0097429264,0.0122429264
1517207972.46,25.009557583,21.211,-46.582,406,405.842,24.9982,-0.0018,166.79,3.7869,0.009557583,0.011357583
1517207975.82,25.0088208259,21.211,-46.582,406,405.977,24.9997,-0.0003,165.46,3.7885,0.0088208259,0.0091208259
1517207979.18,25.0080659319,21.222,-46.582,406,405.946,24.9994,-0.0006,165.79,3.7774,0.0080659319,0.0086659319
1517207982.53,25.0067739657,21.243,-46.582,406,405.700,24.9966,-0.0034,168.44,3.7531,0.0067739657,0.0101739657
1517207985.88,25.0050054983,21.233,-46.582,406,405.886,24.9987,-0.0013,166.65,3.7660,0.0050054983,0.0063054983
1517207989.22,25.0036224726,21.222,-46.582,406,406.114,25.0013,0.0013,164.29,3.7793,0.0036224726,0.0023224726
1517207992.58,25.0029461686,21.243,-46.582,406,405.964,24.9996,-0.0004,165.92,3.7561,0.0029461686,0.0033461686
1517207995.94,25.0031371956,21.243,-46.582,406,405.612,24.9956,-0.0044,169.67,3.7521,0.0031371956,0.0075371956
1517207999.29,25.0041247735,21.243,-46.582,406,405.744,24.9971,-0.0029,168.51,3.7536,0.0041247735,0.0070247735
1517208002.64,25.0058303951,21.243,-46.582,406,405.971,24.9997,-0.0003,166.26,3.7562,0.0058303951,0.0061303951
1517208005.98,25.0080992726,21.254,-46.582,406,405.808,24.9978,-0.0022,168.00,3.7436,0.0080992726,0.0102992726
1517208009.35,25.0104288966,21.243,-46.582,406,405.911,24.9990,-0.0010,167.02,3.7555,0.0104288966,0.0114288966
1517208012.7,25.0121422033,21.243,-46.582,406,405.678,24.9963,-0.0037,169.54,3.7529,0.0121422033,0.0158422033
1517208016.05,25.012945325,21.243,-46.582,406,406.035,25.0004,0.0004,165.95,3.7570,0.012945325,0.012545325
1517208019.4,25.0130451425,21.254,-46.582,406,405.710,24.9967,-0.0033,169.57,3.7425,0.0130451425,0.0163451425
1517208022.75,25.0126148267,21.243,-46.582,406,405.539,24.9948,-0.0052,171.56,3.7513,0.0126148267,0.0178148267
1517208026.1,25.0114862994,21.254,-46.582,406,405.744,24.9971,-0.0029,169.66,3.7429,0.0114862994,0.0143862994
1517208029.47,25.0104192381,21.222,-46.582,406,405.764,24.9973,-0.0027,169.61,3.7753,0.0104192381,0.0131192381
1517208032.81,25.0095651715,21.211,-46.582,406,405.730,24.9969,-0.0031,170.11,3.7857,0.0095651715,0.0126651715
1517208036.17,25.008733907,21.233,-46.582,406,405.493,24.9942,-0.0058,172.78,3.7615,0.008733907,0.014533907
1517208039.51,25.0080408689,21.254,-46.582,406,405.740,24.9970,-0.0030,170.47,3.7429,0.0080408689,0.0110408689
1517208042.87,25.0077886313,21.243,-46.582,406,405.541,24.9948,-0.0052,172.73,3.7513,0.0077886313,0.0129886313
1517208046.22,25.0084768316,21.265,-46.582,406,405.716,24.9968,-0.0032,171.16,3.7319,0.0084768316,0.0116768316
1517208049.57,25.0100869433,21.233,-46.582,406,405.782,24.9975,-0.0025,170.81,3.7648,0.0100869433,0.0125869433
1517208052.92,25.0119333788,21.254,-46.582,406,405.854,24.9983,-0.0017,170.17,3.7442,0.0119333788,0.0136333788
1517208056.26,25.013402558,21.265,-46.582,406,406.039,25.0004,0.0004,168.30,3.7355,0.013402558,0.013002558
1517208059.62,25.0142379332,21.243,-46.582,406,406.084,25.0009,0.0009,167.81,3.7575,0.0142379332,0.0133379332
1517208062.99,25.0143660488,21.276,-46.582,406,405.904,24.9989,-0.0011,169.66,3.7233,0.0143660488,0.0154660488
1517208066.32,25.01375446,21.276,-46.582,406,406.055,25.0006,0.0006,168.12,3.7250,0.01375446,0.01315446
1517208069.69,25.0131709502,21.254,-46.582,406,405.978,24.9998,-0.0002,168.90,3.7456,0.0131709502,0.0133709502
1517208073.03,25.0133924381,21.276,-46.582,406,406.215,25.0024,0.0024,166.40,3.7268,0.0133924381,0.0109924381
1517208076.38,25.0136153085,21.254,-46.582,406,406.275,25.0031,0.0031,165.49,3.7490,0.0136153085,0.0105153085
1517208079.75,25.0130170832,21.276,-46.582,406,406.264,25.0030,0.0030,165.43,3.7274,0.0130170832,0.0100170832
1517208083.09,25.0118726637,21.276,-46.582,406,406.098,25.0011,0.0011,167.03,3.7255,0.0118726637,0.0107726637
1517208086.45,25.0106726598,21.276,-46.582,406,406.123,25.0014,0.0014,166.71,3.7258,0.0106726598,0.0092726598
1517208089.79,25.010338061,21.265,-46.582,406,406.017,25.0002,0.0002,167.76,3.7353,0.010338061,0.010138061
1517208093.15,25.0108313375,21.265,-46.582,406,406.141,25.0016,0.0016,166.44,3.7367,0.0108313375,0.0092313375
1517208096.51,25.0114455936,21.276,-46.582,406,406.025,25.0003,0.0003,167.58,3.7247,0.0114455936,0.0111455936
1517208099.85,25.0121054059,21.308,-46.582,406,406.084,25.0010,0.0010,166.94,3.6932,0.0121054059,0.0111054059
1517208103.21,25.0123333212,21.276,-46.582,406,406.450,25.0051,0.0051,163.01,3.7295,0.0123333212,0.0072333212
1517208106.55,25.0119980038,21.308,-46.582,406,406.479,25.0054,0.0054,162.23,3.6976,0.0119980038,0.0065980038
1517208109.91,25.0118664542,21.297,-46.582,406,406.300,25.0034,0.0034,163.83,3.7063,0.0118664542,0.0084664542
1517208113.27,25.0120883871,21.286,-46.582,406,406.172,25.0020,0.0020,165.02,3.7156,0.0120883871,0.0100883871
1517208116.61,25.0128963364,21.308,-46.582,406,406.153,25.0017,0.0017,165.11,3.6939,0.0128963364,0.0111963364
1517208119.97,25.0141585802,21.308,-46.582,406,406.376,25.0043,0.0043,162.66,3.6965,0.0141585802,0.0098585802
1517208123.31,25.0154572501,21.319,-46.582,406,406.474,25.0054,0.0054,161.39,3.6869,0.0154572501,0.0100572501
1517208126.66,25.0166283359,21.297,-46.582,406,406.493,25.0056,0.0056,160.91,3.7085,0.0166283359,0.0110283359
1517208130.03,25.0174610898,21.308,-46.582,406,406.428,25.0049,0.0049,161.30,3.6971,0.0174610898,0.0125610898
1517208133.37,25.0174459067,21.297,-46.582,406,406.239,25.0027,0.0027,163.05,3.7056,0.0174459067,0.0147459067
1517208136.73,25.0168482531,21.308,-46.582,406,406.310,25.0035,0.0035,162.04,3.6957,0.0168482531,0.0133482531
1517208140.06,25.0162478575,21.308,-46.582,406,406.214,25.0024,0.0024,162.86,3.6946,0.0162478575,0.0138478575
1517208143.43,25.0153578802,21.297,-46.582,406,406.106,25.0012,0.0012,163.88,3.7041,0.0153578802,0.0141578802
1517208146.78,25.0139761846,21.319,-46.582,406,406.434,25.0049,0.0049,160.34,3.6864,0.0139761846,0.0090761846
1517208150.13,25.0126645046,21.308,-46.582,406,406.342,25.0039,0.0039,161.06,3.6961,0.0126645046,0.0087645046
1517208153.49,25.0116698215,21.308,-46.582,406,406.445,25.0051,0.0051,159.76,3.6973,0.0116698215,0.0065698215
1517208156.83,25.0110557883,21.297,-46.582,406,406.303,25.0034,0.0034,161.00,3.7064,0.0110557883,0.0076557883
1517208160.19,25.010562736,21.319,-46.582,406,405.994,24.9999,-0.0001,164.10,3.6814,0.010562736,0.010662736
1517208163.55,25.0099503476,21.319,-46.582,406,405.619,24.9957,-0.0043,168.05,3.6771,0.0099503476,0.0142503476
1517208166.9,25.0091937999,21.329,-46.582,406,405.716,24.9968,-0.0032,167.24,3.6675,0.0091937999,0.0123937999
1517208170.25,25.0084506183,21.319,-46.582,406,405.545,24.9948,-0.0052,169.23,3.6763,0.0084506183,0.0136506183
1517208173.6,25.0078281797,21.329,-46.582,406,405.898,24.9988,-0.0012,165.75,3.6696,0.0078281797,0.0090281797
1517208176.94,25.0075501928,21.329,-46.582,406,405.716,24.9968,-0.0032,167.75,3.6675,0.0075501928,0.0107501928
1517208180.31,25.006584972,21.319,-46.582,406,405.723,24.9969,-0.0031,167.84,3.6783,0.006584972,0.009684972
1517208183.65,25.0041475326,21.319,-46.582,406,405.748,24.9971,-0.0029,167.74,3.6786,0.0041475326,0.0070475326
1517208187.01,25.0008909654,21.340,-46.582,406,405.637,24.9959,-0.0041,169.08,3.6559,0.0008909654,0.0049909654
1517208190.35,24.9983843773,21.329,-46.582,406,405.857,24.9984,-0.0016,166.96,3.6691,-0.0016156227,-1.56227000012e-05
1517208193.71,24.9970195196,21.340,-46.582,406,405.707,24.9967,-0.0033,168.59,3.6567,-0.0029804804,0.000319519599998
1517208197.07,24.9968506139,21.351,-46.582,406,405.824,24.9980,-0.0020,167.53,3.6473,-0.0031493861,-0.0011493861
1517208200.41,24.9980582643,21.319,-46.582,406,405.756,24.9972,-0.0028,168.35,3.6787,-0.0019417357,0.0008582643
1517208203.77,24.9998681573,21.351,-46.582,406,405.716,24.9968,-0.0032,168.92,3.6461,-0.0001318427,0.0030681573
1517208207.12,25.0006622654,21.351,-46.582,406,405.907,24.9989,-0.0011,167.07,3.6482,0.000662265399999,0.0017622654
1517208210.47,24.9999361896,21.340,-46.582,406,405.424,24.9935,-0.0065,172.24,3.6535,-6.38104000004e-05,0.0064361896
1517208213.82,24.9993402256,21.340,-46.582,406,405.575,24.9952,-0.0048,170.99,3.6552,-0.000659774399999,0.0041402256
1517208217.17,24.9998860847,21.340,-46.582,406,405.874,24.9986,-0.0014,168.08,3.6586,-0.000113915299998,0.0012860847
1517208220.53,25.0002030348,21.319,-46.582,406,406.120,25.0014,0.0014,165.46,3.6828,0.000203034799998,-0.0011969652
1517208223.87,25.0000929406,21.340,-46.582,406,405.936,24.9993,-0.0007,167.33,3.6593,9.29405999983e-05,0.000792940599997
1517208227.23,25.0003457675,21.329,-46.582,406,406.063,25.0007,0.0007,166.02,3.6715,0.000345767500001,-0.000354232499998
1517208230.59,25.0010189926,21.361,-46.582,406,405.575,24.9952,-0.0048,171.16,3.6337,0.0010189926,0.0058189926
1517208233.93,25.0020009457,21.351,-46.582,406,405.750,24.9972,-0.0028,169.56,3.6465,0.0020009457,0.0048009457
1517208237.29,25.0036318978,21.340,-46.582,406,405.854,24.9983,-0.0017,168.61,3.6584,0.0036318978,0.0053318978
1517208240.63,25.0052908056,21.351,-46.582,406,406.020,25.0002,0.0002,166.93,3.6495,0.0052908056,0.0050908056
1517208243.99,25.0059196001,21.319,-46.582,406,406.092,25.0011,0.0011,166.15,3.6825,0.0059196001,0.0048196001
1517208247.36,25.0054036883,21.329,-46.582,406,406.132,25.0015,0.0015,165.67,3.6723,0.0054036883,0.0039036883
1517208250.7,25.0041930507,21.351,-46.582,406,406.044,25.0005,0.0005,166.46,3.6498,0.0041930507,0.0036930507
1517208254.05,25.0034519002,21.351,-46.582,406,405.863,24.9984,-0.0016,168.34,3.6478,0.0034519002,0.0050519002
1517208257.4,25.0037677592,21.351,-46.582,406,406.004,25.0000,0.0000,166.93,3.6493,0.0037677592,0.0037677592
1517208260.76,25.0050618238,21.361,-46.582,406,406.143,25.0016,0.0016,165.46,3.6402,0.0050618238,0.0034618238
1517208264.11,25.0064980631,21.351,-46.582,406,406.328,25.0037,0.0037,163.41,3.6530,0.0064980631,0.0027980631
1517208267.45,25.0074255713,21.351,-46.582,406,406.057,25.0006,0.0006,166.09,3.6499,0.0074255713,0.0068255713
1517208270.81,25.0079424568,21.372,-46.582,406,406.363,25.0041,0.0041,162.81,3.6320,0.0079424568,0.0038424568
1517208274.15,25.0083142642,21.383,-46.582,406,406.276,25.0031,0.0031,163.51,3.6203,0.0083142642,0.0052142642
1517208277.51,25.0085090233,21.372,-46.582,406,406.117,25.0013,0.0013,164.85,3.6292,0.0085090233,0.0072090233
1517208280.87,25.0088173767,21.372,-46.582,406,406.262,25.0030,0.0030,163.25,3.6308,0.0088173767,0.0058173767
1517208284.22,25.0091781634,21.372,-46.582,406,406.369,25.0042,0.0042,161.95,3.6320,0.0091781634,0.0049781634
1517208287.57,25.0090445635,21.372,-46.582,406,406.162,25.0018,0.0018,163.93,3.6297,0.0090445635,0.0072445635
1517208290.91,25.0078743963,21.383,-46.582,406,406.180,25.0020,0.0020,163.64,3.6192,0.0078743963,0.0058743963
1517208294.27,25.00620745,21.351,-46.582,406,406.300,25.0034,0.0034,162.26,3.6527,0.00620745,0.00280745
1517208297.61,25.0042192581,21.372,-46.582,406,406.136,25.0015,0.0015,163.82,3.6294,0.0042192581,0.0027192581
1517208300.98,25.0020471484,21.372,-46.582,406,406.052,25.0006,0.0006,164.63,3.6284,0.0020471484,0.0014471484
1517208304.33,25.0009739416,21.383,-46.582,406,405.885,24.9987,-0.0013,166.37,3.6158,0.000973941600002,0.0022739416
1517208307.68,25.0011281726,21.372,-46.582,406,405.905,24.9989,-0.0011,166.30,3.6268,0.0011281726,0.0022281726
1517208311.04,25.0021542654,21.361,-46.582,406,405.872,24.9985,-0.0015,166.70,3.6371,0.0021542654,0.0036542654
1517208314.37,25.0032316754,21.361,-46.582,406,405.820,24.9980,-0.0020,167.33,3.6365,0.0032316754,0.0052316754
1517208317.73,25.0037974144,21.372,-46.582,406,405.848,24.9983,-0.0017,167.15,3.6261,0.0037974144,0.0054974144
1517208321.1,25.0041178769,21.372,-46.582,406,406.003,25.0000,0.0000,165.59,3.6279,0.0041178769,0.0041178769
1517208324.44,25.003850288,21.372,-46.582,406,406.137,25.0016,0.0016,164.17,3.6294,0.003850288,0.002250288
1517208327.8,25.0021388644,21.361,-46.582,406,406.051,25.0006,0.0006,165.00,3.6392,0.0021388644,0.0015388644
1517208331.13,24.9994923751,21.383,-46.582,406,405.869,24.9985,-0.0015,166.90,3.6156,-0.000507624899999,0.000992375100001
1517208334.5,24.9977140016,21.361,-46.582,406,406.117,25.0013,0.0013,164.34,3.6399,-0.0022859984,-0.0035859984
1517208337.86,24.9971960103,21.372,-46.582,406,405.860,24.9984,-0.0016,166.88,3.6263,-0.0028039897,-0.0012039897
1517208341.2,24.9967088263,21.372,-46.582,406,405.885,24.9987,-0.0013,166.69,3.6265,-0.0032911737,-0.0019911737
1517208344.55,24.9953316784,21.361,-46.582,406,405.805,24.9978,-0.0022,167.61,3.6364,-0.0046683216,-0.0024683216
1517208347.89,24.9941359164,21.372,-46.582,406,405.660,24.9961,-0.0039,169.26,3.6240,-0.0058640836,-0.0019640836
1517208351.25,24.9938039011,21.361,-46.582,406,405.535,24.9947,-0.0053,170.79,3.6333,-0.0061960989,-0.0008960989
1517208354.62,24.9935529978,21.372,-46.582,406,405.409,24.9933,-0.0067,172.41,3.6211,-0.0064470022,0.000252997799997
1517208357.96,24.9935302512,21.351,-46.582,406,405.686,24.9964,-0.0036,169.83,3.6457,-0.0064697488,-0.0028697488
1517208361.31,24.9941062761,21.372,-46.582,406,405.742,24.9971,-0.0029,169.42,3.6249,-0.0058937239,-0.0029937239
1517208364.65,24.9948213336,21.372,-46.582,406,405.809,24.9978,-0.0022,168.86,3.6257,-0.0051786664,-0.0029786664
1517208368.01,24.9951446346,21.383,-46.582,406,405.843,24.9982,-0.0018,168.62,3.6153,-0.0048553654,-0.0030553654
1517208371.37,24.994675195,21.383,-46.582,406,405.656,24.9961,-0.0039,170.69,3.6132,-0.005324805,-0.001424805
1517208374.71,24.9942243782,21.372,-46.582,406,405.572,24.9951,-0.0049,171.78,3.6230,-0.0057756218,-0.000875621800002
1517208378.08,24.9940573351,21.394,-46.582,406,405.695,24.9965,-0.0035,170.74,3.6029,-0.0059426649,-0.0024426649
1517208381.42,24.9947951388,21.372,-46.582,406,405.720,24.9968,-0.0032,170.66,3.6247,-0.0052048612,-0.0020048612
1517208384.78,24.9964089384,21.383,-46.582,406,405.836,24.9981,-0.0019,169.60,3.6153,-0.0035910616,-0.0016910616
1517208388.14,24.9983062384,21.383,-46.582,406,405.974,24.9997,-0.0003,168.23,3.6168,-0.0016937616,-0.0013937616
1517208391.48,25.0006886979,21.372,-46.582,406,406.136,25.0016,0.0016,166.53,3.6294,0.000688697899999,-0.0009113021
1517208394.83,25.0033912117,21.394,-46.582,406,406.169,25.0019,0.0019,166.08,3.6083,0.0033912117,0.0014912117
1517208398.18,25.0058754574,21.383,-46.582,406,406.146,25.0017,0.0017,166.21,3.6188,0.0058754574,0.0041754574
1517208401.53,25.007889342,21.415,-46.582,406,406.150,25.0017,0.0017,166.08,3.5867,0.007889342,0.006189342
1517208404.9,25.0093639631,21.394,-46.582,406,406.118,25.0013,0.0013,166.33,3.6077,0.0093639631,0.0080639631
1517208408.24,25.0102060628,21.383,-46.582,406,406.392,25.0045,0.0045,163.36,3.6216,0.0102060628,0.0057060628
1517208411.59,25.0105008754,21.372,-46.582,406,406.115,25.0013,0.0013,166.06,3.6292,0.0105008754,0.0092008754
