timestamp,LM399-P15-fast6-no-R7-alkaline15V
1500869026.906,6890115.0
1500869027.244,6890117.5
1500869027.582,6890117.5
1500869027.919,6890117.5
1500869028.257,6890115.0
1500869028.595,6890115.0
1500869028.932,6890112.5
1500869029.270,6890117.5
1500869029.607,6890120.1
1500869029.945,6890117.5
1500869030.283,6890117.5
1500869030.621,6890115.0
1500869030.958,6890117.5
1500869031.296,6890117.5
1500869031.634,6890115.0
1500869031.971,6890115.0
1500869032.309,6890109.9
1500869032.647,6890109.9
1500869032.984,6890115.0
1500869033.322,6890112.5
1500869033.659,6890115.0
1500869033.997,6890109.9
1500869034.335,6890112.5
1500869034.672,6890115.0
1500869035.010,6890112.5
1500869035.348,6890112.5
1500869035.685,6890112.5
1500869036.023,6890122.6
1500869036.361,6890117.5
1500869036.699,6890117.5
1500869037.036,6890117.5
1500869037.374,6890115.0
1500869037.711,6890117.5
1500869038.049,6890115.0
1500869038.387,6890115.0
1500869038.724,6890120.1
1500869039.062,6890115.0
1500869039.400,6890115.0
1500869039.737,6890115.0
1500869040.075,6890115.0
1500869040.413,6890115.0
1500869040.750,6890115.0
1500869041.088,6890117.5
1500869041.426,6890117.5
1500869041.763,6890117.5
1500869042.101,6890115.0
1500869042.439,6890117.5
1500869042.776,6890120.1
1500869043.114,6890115.0
1500869043.452,6890117.5
1500869043.789,6890117.5
1500869044.127,6890117.5
1500869044.465,6890120.1
1500869044.802,6890120.1
1500869045.140,6890120.1
1500869045.478,6890120.1
1500869045.815,6890120.1
1500869046.153,6890122.6
1500869046.491,6890117.5
1500869046.828,6890120.1
1500869047.166,6890122.6
1500869047.504,6890117.5
1500869047.841,6890120.1
1500869048.179,6890120.1
1500869048.516,6890117.5
1500869048.854,6890117.5
1500869049.192,6890117.5
1500869049.529,6890122.6
1500869049.867,6890117.5
1500869050.205,6890117.5
1500869050.543,6890117.5
1500869050.880,6890117.5
1500869051.218,6890117.5
1500869051.555,6890117.5
1500869051.893,6890117.5
1500869052.231,6890115.0
1500869052.568,6890112.5
1500869052.906,6890115.0
1500869053.244,6890117.5
1500869053.581,6890115.0
1500869053.919,6890117.5
1500869054.257,6890117.5
1500869054.595,6890120.1
1500869054.932,6890122.6
1500869055.270,6890117.5
1500869055.607,6890115.0
1500869055.945,6890115.0
1500869056.283,6890115.0
1500869056.620,6890117.5
1500869056.958,6890112.5
1500869057.296,6890120.1
1500869057.633,6890120.1
1500869057.971,6890117.5
1500869058.309,6890120.1
1500869058.646,6890120.1
1500869058.984,6890115.0
1500869059.322,6890115.0
1500869059.659,6890117.5
1500869059.997,6890112.5
1500869060.335,6890120.1
1500869060.672,6890117.5
1500869061.010,6890115.0
1500869061.348,6890120.1
1500869061.685,6890120.1
1500869062.023,6890117.5
1500869062.361,6890120.1
1500869062.698,6890115.0
1500869063.036,6890115.0
1500869063.374,6890112.5
1500869063.711,6890112.5
1500869064.049,6890115.0
1500869064.387,6890112.5
1500869064.724,6890112.5
1500869065.062,6890109.9
1500869065.400,6890112.5
1500869065.737,6890112.5
1500869066.075,6890112.5
1500869066.413,6890115.0
1500869066.750,6890115.0
1500869067.088,6890112.5
1500869067.426,6890115.0
1500869067.763,6890117.5
1500869068.101,6890112.5
1500869068.439,6890112.5
1500869068.776,6890117.5
1500869069.114,6890112.5
1500869069.452,6890115.0
1500869069.789,6890109.9
1500869070.127,6890107.4
1500869070.464,6890112.5
1500869070.802,6890112.5
1500869071.140,6890109.9
1500869071.477,6890117.5
1500869071.815,6890109.9
1500869072.153,6890109.9
1500869072.490,6890115.0
1500869072.828,6890115.0
1500869073.165,6890117.5
1500869073.503,6890117.5
1500869073.841,6890115.0
1500869074.179,6890117.5
1500869074.516,6890117.5
1500869074.854,6890117.5
1500869075.192,6890117.5
1500869075.529,6890117.5
1500869075.867,6890115.0
1500869076.205,6890115.0
1500869076.542,6890117.5
1500869076.880,6890117.5
1500869077.218,6890120.1
1500869077.555,6890117.5
1500869077.893,6890117.5
1500869078.231,6890115.0
1500869078.568,6890117.5
1500869078.906,6890112.5
1500869079.244,6890115.0
1500869079.581,6890120.1
1500869079.919,6890115.0
1500869080.257,6890120.1
1500869080.594,6890117.5
1500869080.932,6890117.5
1500869081.270,6890117.5
1500869081.607,6890115.0
1500869081.945,6890115.0
1500869082.282,6890115.0
1500869082.620,6890117.5
1500869082.958,6890117.5
1500869083.295,6890112.5
1500869083.633,6890120.1
1500869083.971,6890115.0
1500869084.309,6890117.5
1500869084.646,6890117.5
1500869084.984,6890122.6
1500869085.322,6890120.1
1500869085.659,6890120.1
1500869085.997,6890122.6
1500869086.335,6890120.1
1500869086.672,6890117.5
1500869087.010,6890120.1
1500869087.347,6890117.5
1500869087.685,6890117.5
1500869088.023,6890117.5
1500869088.361,6890120.1
1500869088.698,6890120.1
1500869089.036,6890117.5
1500869089.373,6890120.1
1500869089.711,6890120.1
1500869090.049,6890125.2
1500869090.386,6890115.0
1500869090.724,6890115.0
1500869091.062,6890115.0
1500869091.399,6890117.5
1500869091.737,6890115.0
1500869092.075,6890120.1
1500869092.412,6890117.5
1500869092.750,6890120.1
1500869093.088,6890115.0
1500869093.425,6890117.5
1500869093.763,6890120.1
1500869094.101,6890120.1
1500869094.438,6890120.1
1500869094.776,6890115.0
1500869095.114,6890117.5
1500869095.451,6890117.5
1500869095.789,6890115.0
1500869096.127,6890120.1
1500869096.464,6890115.0
1500869096.802,6890115.0
1500869097.139,6890117.5
1500869097.477,6890120.1
1500869097.815,6890117.5
1500869098.152,6890117.5
1500869098.490,6890117.5
1500869098.828,6890117.5
1500869099.168,6890120.1
1500869099.503,6890117.5
1500869099.841,6890117.5
1500869100.179,6890115.0
1500869100.516,6890117.5
1500869100.854,6890117.5
1500869101.192,6890117.5
1500869101.529,6890117.5
1500869101.867,6890117.5
1500869102.204,6890117.5
1500869102.542,6890120.1
1500869102.880,6890120.1
1500869103.218,6890115.0
1500869103.555,6890117.5
1500869103.893,6890122.6
1500869104.230,6890117.5
1500869104.568,6890120.1
1500869104.906,6890120.1
1500869105.243,6890117.5
1500869105.581,6890117.5
1500869105.919,6890117.5
1500869106.256,6890112.5
1500869106.594,6890117.5
1500869106.932,6890115.0
1500869107.269,6890117.5
1500869107.607,6890120.1
1500869107.945,6890120.1
1500869108.282,6890115.0
1500869108.620,6890120.1
1500869108.958,6890117.5
1500869109.295,6890115.0
1500869109.633,6890117.5
1500869109.971,6890117.5
1500869110.308,6890115.0
1500869110.646,6890117.5
1500869110.984,6890117.5
1500869111.321,6890122.6
1500869111.659,6890117.5
1500869111.997,6890117.5
1500869112.334,6890122.6
1500869112.672,6890117.5
1500869113.010,6890120.1
1500869113.347,6890117.5
1500869113.685,6890117.5
1500869114.023,6890120.1
1500869114.360,6890117.5
1500869114.698,6890120.1
1500869115.036,6890117.5
1500869115.373,6890117.5
1500869115.711,6890117.5
1500869116.049,6890117.5
1500869116.386,6890120.1
1500869116.724,6890120.1
1500869117.062,6890117.5
1500869117.399,6890117.5
1500869117.737,6890117.5
1500869118.075,6890117.5
1500869118.412,6890117.5
1500869118.750,6890120.1
1500869119.088,6890117.5
1500869119.425,6890117.5
1500869119.763,6890117.5
1500869120.101,6890117.5
1500869120.438,6890117.5
1500869120.776,6890117.5
1500869121.114,6890117.5
1500869121.451,6890120.1
1500869121.789,6890117.5
1500869122.126,6890117.5
1500869122.464,6890117.5
1500869122.802,6890115.0
1500869123.140,6890117.5
1500869123.477,6890117.5
1500869123.815,6890117.5
1500869124.152,6890120.1
1500869124.490,6890117.5
1500869124.828,6890117.5
1500869125.166,6890115.0
1500869125.503,6890122.6
1500869125.841,6890120.1
1500869126.179,6890117.5
1500869126.516,6890120.1
1500869126.854,6890122.6
1500869127.191,6890117.5
1500869127.529,6890120.1
1500869127.867,6890122.6
1500869128.204,6890120.1
1500869128.542,6890120.1
1500869128.880,6890120.1
1500869129.217,6890120.1
1500869129.555,6890117.5
1500869129.893,6890115.0
1500869130.231,6890117.5
1500869130.568,6890117.5
1500869130.906,6890117.5
1500869131.243,6890115.0
1500869131.581,6890117.5
1500869131.919,6890120.1
1500869132.256,6890117.5
1500869132.596,6890120.1
1500869132.932,6890117.5
1500869133.269,6890115.0
1500869133.607,6890117.5
1500869133.945,6890122.6
1500869134.282,6890120.1
1500869134.620,6890115.0
1500869134.958,6890117.5
1500869135.295,6890117.5
1500869135.633,6890115.0
1500869135.971,6890120.1
1500869136.308,6890117.5
1500869136.646,6890115.0
1500869136.984,6890115.0
1500869137.321,6890117.5
1500869137.659,6890115.0
1500869137.997,6890120.1
1500869138.334,6890120.1
1500869138.672,6890120.1
1500869139.010,6890115.0
1500869139.347,6890120.1
1500869139.685,6890117.5
1500869140.023,6890117.5
1500869140.360,6890115.0
1500869140.698,6890115.0
1500869141.036,6890117.5
1500869141.373,6890117.5
1500869141.711,6890117.5
1500869142.049,6890117.5
1500869142.386,6890117.5
1500869142.724,6890115.0
1500869143.061,6890117.5
1500869143.399,6890112.5
1500869143.737,6890117.5
1500869144.075,6890117.5
1500869144.412,6890120.1
1500869144.750,6890122.6
1500869145.088,6890117.5
1500869145.425,6890112.5
1500869145.763,6890117.5
1500869146.101,6890109.9
1500869146.438,6890115.0
1500869146.776,6890117.5
1500869147.114,6890112.5
1500869147.451,6890112.5
1500869147.789,6890115.0
1500869148.126,6890112.5
1500869148.464,6890115.0
1500869148.802,6890115.0
1500869149.140,6890115.0
1500869149.477,6890109.9
1500869149.815,6890109.9
