resistance,ppm,temp_c
9984.8559,-0.02,24.989
9984.8559,-0.02,24.999
9984.8559,-0.02,25.0
9984.8559,-0.02,24.995
9984.8559,-0.02,25.011
9984.8559,-0.02,24.995
9984.8559,-0.02,25.001
9984.8536,-0.25,25.003
9984.8536,-0.25,24.993
9984.8536,-0.25,25.014
9984.8536,-0.25,24.995
9984.8536,-0.25,25.001
9984.8536,-0.25,25.015
9984.8536,-0.25,24.995
9984.8536,-0.25,24.967
9984.8536,-0.25,24.997
9984.8536,-0.25,24.986
9984.8536,-0.25,24.997
9984.8536,-0.25,24.996
9984.8536,-0.25,25.0
9984.8536,-0.25,24.992
9984.8569,0.08,25.007
9984.8569,0.08,25.004
9984.8569,0.08,25.019
9984.8569,0.08,25.0
9984.8569,0.08,24.997
9984.8569,0.08,25.008
9984.8569,0.08,25.007
9984.8569,0.08,25.018
9984.8569,0.08,25.001
9984.8569,0.08,25.004
9984.8569,0.08,25.003
