timestamp,LM399_PL7
1500234913.653,7151960.5
1500234917.005,7151961.8
1500234920.357,7151962.3
1500234923.709,7151961.3
1500234927.061,7151964.9
1500234930.413,7151965.4
1500234933.765,7151964.1
1500234937.117,7151959.5
1500234940.469,7151956.2
1500234943.822,7151955.7
1500234947.174,7151955.7
1500234950.526,7151955.7
1500234953.878,7151957.0
1500234957.230,7151958.5
1500234960.582,7151957.5
1500234963.934,7151958.3
1500234967.286,7151958.0
1500234970.638,7151958.3
1500234973.990,7151957.0
1500234977.342,7151957.8
1500234980.694,7151957.4
1500234984.047,7151958.0
1500234987.399,7151959.8
1500234990.751,7151963.6
1500234994.103,7151964.6
1500234997.455,7151965.1
1500235000.807,7151964.3
1500235004.159,7151963.8
1500235007.511,7151964.1
1500235010.863,7151965.6
1500235014.215,7151963.8
1500235017.567,7151964.9
1500235020.919,7151965.4
1500235024.271,7151965.1
1500235027.623,7151964.1
1500235030.976,7151963.1
1500235034.328,7151966.6
1500235037.680,7151967.6
1500235041.032,7151967.6
1500235044.384,7151966.1
1500235047.736,7151966.4
1500235051.088,7151964.3
1500235054.440,7151961.3
1500235057.792,7151962.6
1500235061.145,7151962.1
1500235064.497,7151960.3
1500235067.849,7151963.1
1500235071.201,7151967.1
1500235074.553,7151967.9
1500235077.905,7151967.6
1500235081.257,7151967.6
1500235084.609,7151967.9
1500235087.961,7151969.4
1500235091.313,7151967.6
1500235094.665,7151967.1
1500235098.018,7151967.1
1500235101.369,7151966.6
1500235104.722,7151966.6
1500235108.074,7151965.1
1500235111.426,7151967.4
1500235114.778,7151965.6
1500235118.130,7151964.9
1500235121.482,7151963.8
1500235124.834,7151966.6
1500235128.186,7151964.9
1500235131.538,7151965.1
1500235134.891,7151964.1
1500235138.243,7151964.9
1500235141.595,7151962.3
1500235144.947,7151967.9
1500235148.299,7151970.2
1500235151.651,7151965.6
1500235155.003,7151965.9
1500235158.355,7151965.4
1500235161.707,7151964.6
1500235165.059,7151966.4
1500235168.411,7151964.3
1500235171.763,7151962.6
1500235175.115,7151963.3
1500235178.468,7151965.1
1500235181.820,7151970.2
1500235185.172,7151966.6
1500235188.524,7151966.9
1500235191.876,7151967.4
1500235195.228,7151965.4
1500235198.580,7151968.2
1500235201.932,7151967.9
1500235205.284,7151962.3
1500235208.637,7151963.1
1500235211.989,7151965.4
1500235215.340,7151965.4
1500235218.693,7151967.1
1500235222.045,7151969.7
1500235225.397,7151968.7
1500235228.749,7151969.2
1500235232.101,7151967.9
1500235235.453,7151969.7
1500235238.805,7151970.2
1500235242.157,7151970.4
1500235245.509,7151969.7
1500235248.862,7151970.3
1500235252.213,7151969.9
1500235255.566,7151969.9
1500235258.918,7151969.7
1500235262.270,7151968.9
1500235265.622,7151968.7
1500235268.974,7151967.9
1500235272.326,7151968.9
1500235275.678,7151969.9
1500235279.030,7151969.2
1500235282.382,7151969.7
1500235285.734,7151968.7
1500235289.087,7151969.2
1500235292.439,7151968.9
1500235295.791,7151968.2
1500235299.143,7151968.2
1500235302.495,7151968.4
1500235305.847,7151967.9
1500235309.199,7151968.2
1500235312.551,7151969.7
1500235315.903,7151969.2
1500235319.255,7151969.4
1500235322.607,7151967.9
1500235325.960,7151969.7
1500235329.312,7151969.9
1500235332.664,7151969.2
1500235336.016,7151970.2
1500235339.368,7151970.2
1500235342.720,7151968.5
1500235346.072,7151969.7
1500235349.424,7151968.7
1500235352.776,7151968.9
1500235356.128,7151969.4
1500235359.480,7151969.9
1500235362.832,7151969.9
1500235366.185,7151970.4
1500235369.537,7151969.7
1500235372.889,7151970.7
1500235376.241,7151972.2
1500235379.593,7151970.4
1500235382.945,7151972.0
1500235386.297,7151970.9
1500235389.649,7151972.5
1500235393.001,7151971.7
1500235396.353,7151970.4
1500235399.705,7151969.4
1500235403.057,7151970.2
1500235406.409,7151971.4
1500235409.761,7151969.9
1500235413.114,7151969.7
1500235416.466,7151970.9
1500235419.818,7151969.2
1500235423.170,7151968.7
1500235426.522,7151969.7
1500235429.874,7151969.9
1500235433.226,7151969.4
1500235436.578,7151969.7
1500235439.930,7151971.2
1500235443.282,7151972.5
1500235446.635,7151972.0
1500235449.986,7151971.2
1500235453.339,7151971.2
1500235456.691,7151973.0
1500235460.043,7151971.7
1500235463.395,7151973.0
1500235466.747,7151970.9
1500235470.099,7151972.7
1500235473.451,7151972.0
1500235476.803,7151971.4
1500235480.155,7151970.9
1500235483.507,7151972.2
1500235486.859,7151971.2
1500235490.211,7151972.5
1500235493.563,7151972.5
1500235496.916,7151973.0
1500235500.268,7151974.5
1500235503.620,7151973.7
1500235506.972,7151973.2
1500235510.324,7151972.5
1500235513.676,7151973.2
1500235517.028,7151972.2
1500235520.380,7151973.2
1500235523.732,7151973.2
1500235527.084,7151972.7
1500235530.436,7151973.5
1500235533.788,7151972.7
1500235537.140,7151973.2
1500235540.492,7151973.0
1500235543.845,7151972.0
1500235547.197,7151974.2
1500235550.548,7151973.5
1500235553.900,7151972.0
1500235557.253,7151973.0
1500235560.605,7151972.0
1500235563.957,7151967.9
1500235567.309,7151969.3
1500235570.661,7151967.6
1500235574.013,7151966.1
1500235577.365,7151968.2
1500235580.717,7151968.7
1500235584.070,7151968.2
1500235587.421,7151968.2
1500235590.774,7151966.9
1500235594.126,7151967.1
1500235597.478,7151967.6
1500235600.830,7151969.4
1500235604.182,7151967.9
1500235607.534,7151970.4
1500235610.886,7151969.2
1500235614.238,7151971.4
1500235617.590,7151971.2
1500235620.942,7151970.7
1500235624.294,7151970.2
1500235627.647,7151971.2
1500235630.998,7151971.2
1500235634.351,7151970.7
1500235637.703,7151970.2
1500235641.055,7151970.2
1500235644.408,7151969.9
1500235647.759,7151970.7
1500235651.111,7151967.4
1500235654.463,7151969.7
1500235657.815,7151973.7
1500235661.167,7151974.7
1500235664.519,7151976.5
1500235667.871,7151976.8
1500235671.223,7151975.3
1500235674.576,7151975.8
1500235677.928,7151975.3
1500235681.280,7151971.2
1500235684.632,7151972.5
1500235687.984,7151972.5
1500235691.336,7151974.0
1500235694.688,7151970.2
1500235698.040,7151970.2
1500235701.392,7151972.0
1500235704.744,7151971.7
1500235708.096,7151971.4
1500235711.448,7151972.0
1500235714.800,7151972.5
1500235718.152,7151972.2
1500235721.505,7151971.7
1500235724.857,7151971.4
1500235728.209,7151972.2
1500235731.561,7151974.7
1500235734.913,7151975.5
1500235738.265,7151971.4
1500235741.617,7151972.0
1500235744.969,7151972.0
1500235748.321,7151971.4
1500235751.673,7151972.7
1500235755.025,7151970.4
1500235758.377,7151972.5
1500235761.729,7151972.2
1500235765.081,7151971.4
1500235768.433,7151973.2
1500235771.785,7151972.5
1500235775.138,7151972.5
1500235778.490,7151973.5
1500235781.842,7151972.2
1500235785.194,7151972.2
1500235788.546,7151972.0
1500235791.898,7151972.7
1500235795.250,7151973.5
1500235798.602,7151974.5
1500235801.954,7151973.0
1500235805.306,7151972.7
1500235808.658,7151971.4
1500235812.010,7151972.7
1500235815.362,7151973.2
1500235818.715,7151973.2
1500235822.067,7151972.2
1500235825.419,7151972.7
1500235828.771,7151971.7
1500235832.123,7151972.7
1500235835.475,7151972.5
1500235838.827,7151971.4
1500235842.179,7151971.4
1500235845.531,7151974.2
1500235848.883,7151972.5
1500235852.235,7151971.2
1500235855.587,7151973.0
1500235858.939,7151973.2
1500235862.291,7151973.0
1500235865.644,7151970.7
1500235868.996,7151970.4
1500235872.348,7151971.7
1500235875.700,7151971.4
1500235879.052,7151970.7
1500235882.404,7151970.4
1500235885.756,7151971.7
1500235889.108,7151971.2
1500235892.460,7151971.2
1500235895.812,7151970.7
1500235899.164,7151969.9
1500235902.516,7151970.9
1500235905.868,7151969.2
1500235909.220,7151970.4
1500235912.572,7151970.4
1500235915.925,7151971.4
1500235919.277,7151968.4
1500235922.629,7151969.9
1500235925.981,7151969.2
1500235929.333,7151969.2
1500235932.685,7151968.2
1500235936.037,7151969.9
1500235939.389,7151970.7
1500235942.741,7151971.4
1500235946.093,7151972.5
1500235949.446,7151969.9
1500235952.798,7151971.7
1500235956.149,7151970.2
1500235959.502,7151972.2
1500235962.854,7151972.0
1500235966.206,7151970.7
1500235969.558,7151971.7
1500235972.910,7151971.7
1500235976.262,7151971.4
1500235979.614,7151971.2
1500235982.966,7151972.0
1500235986.318,7151971.7
1500235989.670,7151971.7
1500235993.022,7151971.7
1500235996.374,7151969.7
1500235999.727,7151973.0
1500236003.078,7151972.0
1500236006.431,7151971.2
1500236009.783,7151972.0
1500236013.135,7151971.4
1500236016.487,7151970.4
1500236019.839,7151972.0
1500236023.191,7151970.9
1500236026.543,7151971.2
1500236029.895,7151972.0
1500236033.247,7151971.4
1500236036.599,7151971.4
1500236039.951,7151970.7
1500236043.303,7151970.9
1500236046.655,7151970.7
1500236050.007,7151970.2
1500236053.360,7151971.2
1500236056.712,7151969.7
1500236060.064,7151972.5
1500236063.416,7151971.4
1500236066.768,7151972.7
1500236070.120,7151971.4
1500236073.472,7151970.2
1500236076.824,7151971.2
1500236080.176,7151971.2
1500236083.528,7151971.4
1500236086.880,7151972.0
1500236090.233,7151971.7
1500236093.584,7151973.5
1500236096.937,7151974.5
1500236100.289,7151974.7
1500236103.641,7151974.0
1500236106.993,7151975.0
1500236110.345,7151977.5
1500236113.697,7151977.5
1500236117.049,7151976.8
1500236120.401,7151976.8
1500236123.753,7151975.5
1500236127.105,7151976.3
1500236130.457,7151973.0
1500236133.810,7151967.6
1500236137.162,7151967.1
1500236140.514,7151968.7
1500236143.866,7151968.4
1500236147.218,7151967.6
1500236150.570,7151967.4
1500236153.922,7151966.1
1500236157.274,7151966.9
1500236160.626,7151967.9
1500236163.978,7151974.7
1500236167.330,7151974.2
1500236170.682,7151971.2
1500236174.034,7151972.5
1500236177.387,7151973.7
1500236180.739,7151976.0
1500236184.091,7151976.0
1500236187.443,7151975.3
1500236190.795,7151975.3
1500236194.147,7151975.3
1500236197.499,7151975.3
1500236200.851,7151974.2
1500236204.203,7151974.0
1500236207.555,7151974.0
1500236210.907,7151975.0
1500236214.259,7151976.0
1500236217.611,7151975.0
1500236220.963,7151976.3
1500236224.316,7151975.8
1500236227.668,7151975.3
1500236231.020,7151975.0
1500236234.372,7151975.3
1500236237.724,7151976.0
1500236241.076,7151975.3
1500236244.428,7151974.7
1500236247.780,7151976.3
1500236251.132,7151975.5
1500236254.484,7151975.8
1500236257.837,7151977.0
1500236261.189,7151975.8
1500236264.540,7151975.0
1500236267.893,7151975.0
1500236271.245,7151975.5
1500236274.597,7151973.5
1500236277.949,7151973.5
1500236281.301,7151975.5
1500236284.653,7151975.8
1500236288.005,7151973.7
1500236291.357,7151973.5
1500236294.709,7151975.0
1500236298.061,7151974.7
1500236301.414,7151975.0
1500236304.766,7151975.0
1500236308.118,7151975.5
1500236311.470,7151973.0
1500236314.822,7151971.7
1500236318.174,7151972.5
1500236321.526,7151970.9
1500236324.878,7151970.7
1500236328.230,7151969.7
1500236331.582,7151969.7
1500236334.934,7151970.2
1500236338.286,7151969.9
1500236341.638,7151970.2
1500236344.990,7151969.2
1500236348.343,7151969.4
1500236351.695,7151970.2
1500236355.047,7151971.7
1500236358.399,7151971.7
1500236361.751,7151971.2
1500236365.103,7151970.9
1500236368.455,7151971.2
1500236371.807,7151971.7
1500236375.159,7151970.9
1500236378.511,7151972.7
1500236381.863,7151972.0
1500236385.215,7151972.0
1500236388.568,7151973.2
1500236391.920,7151973.0
1500236395.272,7151973.0
1500236398.624,7151973.2
1500236401.976,7151973.5
1500236405.328,7151973.2
1500236408.680,7151973.5
1500236412.032,7151973.7
1500236415.384,7151973.2
1500236418.736,7151973.2
1500236422.088,7151973.0
1500236425.440,7151972.0
1500236428.792,7151973.2
1500236432.144,7151972.5
1500236435.497,7151972.7
1500236438.848,7151973.0
1500236442.201,7151974.5
1500236445.553,7151972.2
1500236448.905,7151972.7
1500236452.257,7151974.0
1500236455.609,7151973.2
1500236458.961,7151969.4
1500236462.313,7151967.4
1500236465.665,7151965.6
1500236469.017,7151967.1
1500236472.369,7151969.9
1500236475.721,7151969.4
1500236479.074,7151969.4
1500236482.425,7151968.9
1500236485.778,7151969.7
1500236489.130,7151969.4
1500236492.482,7151969.4
1500236495.834,7151970.7
1500236499.186,7151970.2
1500236502.538,7151970.7
1500236505.890,7151970.3
1500236509.242,7151971.4
1500236512.594,7151969.7
1500236515.946,7151969.9
1500236519.298,7151969.2
1500236522.651,7151970.4
1500236526.003,7151969.7
1500236529.355,7151969.2
1500236532.707,7151969.7
1500236536.059,7151970.4
1500236539.411,7151970.2
1500236542.763,7151969.9
1500236546.115,7151968.7
1500236549.467,7151970.2
1500236552.819,7151968.9
1500236556.171,7151970.2
1500236559.523,7151970.9
1500236562.876,7151970.7
1500236566.228,7151970.7
1500236569.580,7151971.4
1500236572.932,7151969.4
1500236576.284,7151971.4
1500236579.636,7151969.7
1500236582.988,7151971.4
1500236586.340,7151971.2
1500236589.692,7151969.9
1500236593.044,7151970.9
1500236596.396,7151968.7
1500236599.748,7151969.7
1500236603.101,7151969.4
1500236606.452,7151970.4
1500236609.805,7151970.2
1500236613.157,7151969.9
1500236616.509,7151971.2
1500236619.861,7151970.4
1500236623.213,7151968.9
1500236626.565,7151968.4
1500236629.917,7151968.4
1500236633.269,7151969.7
1500236636.621,7151969.9
1500236639.973,7151969.7
1500236643.326,7151969.2
1500236646.677,7151970.4
1500236650.030,7151970.7
1500236653.382,7151970.9
1500236656.734,7151971.6
1500236660.086,7151970.7
1500236663.438,7151972.0
1500236666.790,7151971.4
1500236670.142,7151970.4
1500236673.494,7151971.2
1500236676.846,7151972.2
1500236680.198,7151969.7
1500236683.550,7151971.7
1500236686.903,7151971.4
1500236690.255,7151970.7
1500236693.607,7151971.4
1500236696.959,7151969.9
1500236700.311,7151971.2
1500236703.663,7151971.4
1500236707.015,7151971.4
1500236710.367,7151973.0
1500236713.719,7151970.8
1500236717.072,7151971.2
1500236720.423,7151972.2
1500236723.775,7151972.7
1500236727.127,7151972.0
1500236730.479,7151970.9
1500236733.832,7151969.2
1500236737.183,7151970.2
1500236740.536,7151969.9
1500236743.888,7151970.4
1500236747.240,7151970.2
1500236750.592,7151970.9
1500236753.944,7151970.7
1500236757.296,7151971.2
1500236760.648,7151971.7
1500236764.000,7151971.4
1500236767.352,7151971.4
1500236770.704,7151971.7
1500236774.056,7151973.0
1500236777.408,7151972.7
1500236780.761,7151973.7
1500236784.112,7151972.7
1500236787.465,7151974.0
1500236790.817,7151974.5
1500236794.169,7151973.5
1500236797.521,7151973.2
1500236800.873,7151972.2
1500236804.225,7151971.4
1500236807.577,7151972.5
1500236810.929,7151971.7
1500236814.281,7151972.0
1500236817.633,7151971.7
1500236820.985,7151972.0
1500236824.338,7151970.7
1500236827.689,7151972.0
1500236831.042,7151971.4
1500236834.394,7151970.2
1500236837.746,7151972.2
1500236841.098,7151971.7
1500236844.450,7151974.7
1500236847.802,7151973.5
1500236851.154,7151972.5
1500236854.506,7151971.7
1500236857.858,7151972.0
1500236861.210,7151972.5
1500236864.562,7151971.2
1500236867.914,7151971.7
1500236871.267,7151970.4
1500236874.619,7151971.7
1500236877.971,7151973.2
1500236881.323,7151972.7
1500236884.675,7151971.2
1500236888.027,7151972.7
1500236891.379,7151973.7
1500236894.731,7151971.7
1500236898.083,7151973.0
1500236901.435,7151970.4
1500236904.787,7151974.2
1500236908.139,7151974.5
1500236911.491,7151972.7
1500236914.843,7151972.7
1500236918.195,7151974.2
1500236921.547,7151975.5
1500236924.900,7151974.7
1500236928.252,7151970.4
1500236931.604,7151974.7
1500236934.956,7151976.0
1500236938.308,7151974.7
1500236941.660,7151973.2
1500236945.012,7151973.0
1500236948.364,7151973.0
1500236951.716,7151973.0
1500236955.068,7151972.7
1500236958.420,7151973.2
1500236961.772,7151973.2
1500236965.125,7151973.0
1500236968.476,7151973.2
1500236971.829,7151975.5
1500236975.181,7151976.0
1500236978.533,7151976.8
1500236981.885,7151973.7
1500236985.237,7151974.7
1500236988.589,7151973.7
1500236991.941,7151974.0
1500236995.293,7151975.5
1500236998.645,7151974.5
1500237001.997,7151973.7
1500237005.349,7151976.5
1500237008.701,7151975.3
1500237012.054,7151974.5
1500237015.405,7151973.2
1500237018.758,7151974.0
1500237022.110,7151974.7
1500237025.462,7151975.5
1500237028.814,7151973.7
1500237032.166,7151973.5
1500237035.518,7151974.0
1500237038.870,7151973.5
1500237042.222,7151973.7
1500237045.574,7151971.7
1500237048.926,7151972.2
1500237052.279,7151971.4
1500237055.631,7151971.7
1500237058.983,7151972.7
1500237062.334,7151973.0
1500237065.687,7151974.2
1500237069.039,7151974.5
1500237072.391,7151974.2
1500237075.743,7151975.3
1500237079.095,7151974.0
1500237082.447,7151971.4
1500237085.799,7151972.5
1500237089.151,7151972.5
1500237092.503,7151973.7
1500237095.855,7151975.0
1500237099.208,7151973.0
1500237102.560,7151974.0
1500237105.912,7151973.2
1500237109.264,7151972.7
1500237112.616,7151973.5
1500237115.968,7151974.0
1500237119.320,7151973.5
1500237122.672,7151974.7
1500237126.024,7151974.0
1500237129.376,7151973.7
1500237132.728,7151973.5
1500237136.080,7151975.0
1500237139.433,7151975.0
1500237142.784,7151975.0
1500237146.137,7151974.0
1500237149.489,7151972.0
1500237152.841,7151972.0
1500237156.193,7151973.0
1500237159.545,7151973.0
1500237162.897,7151973.0
1500237166.249,7151973.2
1500237169.601,7151973.0
1500237172.953,7151973.7
1500237176.305,7151973.0
1500237179.657,7151973.7
1500237183.010,7151971.4
1500237186.362,7151970.2
1500237189.714,7151971.4
1500237193.066,7151973.0
1500237196.418,7151972.0
1500237199.770,7151973.2
1500237203.122,7151974.0
1500237206.474,7151975.0
1500237209.826,7151976.0
1500237213.178,7151975.0
1500237216.530,7151974.5
1500237219.882,7151974.2
1500237223.234,7151975.3
1500237226.587,7151975.5
1500237229.938,7151976.8
1500237233.291,7151975.3
1500237236.643,7151977.5
1500237239.995,7151976.5
1500237243.347,7151978.8
1500237246.699,7151976.5
1500237250.051,7151976.8
1500237253.403,7151976.0
1500237256.755,7151977.8
1500237260.107,7151976.8
1500237263.459,7151976.8
1500237266.811,7151978.0
1500237270.163,7151976.8
1500237273.516,7151977.5
1500237276.868,7151977.3
1500237280.220,7151976.5
1500237283.572,7151977.3
1500237286.924,7151976.8
1500237290.276,7151977.8
1500237293.628,7151976.8
1500237296.980,7151977.0
1500237300.332,7151977.8
1500237303.684,7151978.5
1500237307.037,7151975.8
1500237310.389,7151976.5
1500237313.741,7151975.8
1500237317.093,7151975.8
1500237320.445,7151977.0
1500237323.797,7151978.0
1500237327.149,7151979.3
1500237330.501,7151977.8
1500237333.853,7151978.3
1500237337.205,7151979.6
1500237340.557,7151979.6
1500237343.909,7151977.5
1500237347.262,7151977.5
1500237350.613,7151977.8
1500237353.966,7151978.5
1500237357.318,7151979.1
1500237360.670,7151978.3
1500237364.022,7151978.0
1500237367.374,7151978.5
1500237370.726,7151978.0
1500237374.078,7151977.0
1500237377.430,7151978.5
1500237380.782,7151976.3
1500237384.135,7151976.8
1500237387.487,7151977.8
1500237390.839,7151977.8
1500237394.191,7151977.5
1500237397.543,7151978.0
1500237400.895,7151976.5
1500237404.247,7151976.5
1500237407.599,7151977.3
1500237410.951,7151977.3
1500237414.303,7151977.5
1500237417.655,7151976.8
1500237421.007,7151977.0
1500237424.359,7151977.0
1500237427.712,7151977.8
1500237431.064,7151978.0
1500237434.416,7151976.5
1500237437.768,7151977.3
1500237441.120,7151979.6
1500237444.472,7151978.5
1500237447.824,7151978.0
1500237451.176,7151977.8
1500237454.528,7151977.5
1500237457.880,7151978.5
1500237461.232,7151979.6
1500237464.585,7151979.6
1500237467.937,7151977.5
1500237471.289,7151976.5
1500237474.641,7151980.6
1500237477.993,7151980.6
1500237481.345,7151979.3
1500237484.697,7151978.8
1500237488.049,7151981.8
1500237491.401,7151981.1
1500237494.753,7151980.3
1500237498.105,7151979.8
1500237501.457,7151979.6
1500237504.810,7151979.1
1500237508.162,7151982.1
1500237511.514,7151980.3
1500237514.866,7151979.6
1500237518.218,7151978.5
1500237521.570,7151979.3
1500237524.922,7151979.6
1500237528.274,7151979.8
1500237531.626,7151979.1
1500237534.978,7151979.3
1500237538.330,7151979.1
1500237541.682,7151979.6
1500237545.035,7151980.3
1500237548.387,7151979.8
1500237551.739,7151979.3
1500237555.091,7151978.8
1500237558.443,7151981.3
1500237561.795,7151978.5
1500237565.147,7151982.1
1500237568.499,7151979.3
1500237571.851,7151978.3
1500237575.203,7151979.1
1500237578.555,7151979.1
1500237581.907,7151980.3
1500237585.259,7151980.6
1500237588.612,7151982.6
1500237591.964,7151980.3
1500237595.316,7151980.6
1500237598.668,7151980.6
1500237602.020,7151980.1
1500237605.372,7151981.8
1500237608.724,7151980.1
1500237612.076,7151979.6
1500237615.428,7151978.8
1500237618.780,7151980.8
1500237622.132,7151979.1
1500237625.484,7151980.8
1500237628.836,7151979.6
1500237632.189,7151980.1
1500237635.541,7151979.3
1500237638.892,7151980.6
1500237642.245,7151980.3
1500237645.597,7151980.1
1500237648.949,7151979.1
1500237652.301,7151979.6
1500237655.653,7151978.8
1500237659.005,7151979.8
1500237662.357,7151978.0
1500237665.709,7151978.3
1500237669.061,7151979.6
1500237672.413,7151979.1
1500237675.765,7151978.3
1500237679.118,7151978.3
1500237682.470,7151978.5
1500237685.822,7151978.5
1500237689.174,7151977.5
1500237692.526,7151978.0
1500237695.878,7151978.8
1500237699.230,7151979.8
1500237702.582,7151979.3
1500237705.934,7151978.8
1500237709.286,7151979.6
1500237712.638,7151980.6
1500237715.991,7151979.1
1500237719.343,7151979.3
1500237722.695,7151979.6
1500237726.047,7151979.3
1500237729.399,7151979.6
1500237732.751,7151977.0
1500237736.103,7151980.3
1500237739.455,7151978.3
1500237742.807,7151978.0
1500237746.159,7151979.8
1500237749.511,7151979.3
1500237752.863,7151980.1
1500237756.216,7151979.3
1500237759.568,7151978.5
1500237762.920,7151980.1
1500237766.272,7151979.3
1500237769.624,7151977.3
1500237772.976,7151977.0
1500237776.328,7151977.0
1500237779.680,7151977.3
1500237783.032,7151978.8
1500237786.384,7151978.8
1500237789.736,7151978.3
1500237793.088,7151979.1
1500237796.440,7151977.8
1500237799.792,7151979.1
1500237803.145,7151980.1
1500237806.497,7151979.1
1500237809.849,7151979.1
1500237813.201,7151979.1
1500237816.553,7151978.0
1500237819.905,7151977.8
1500237823.257,7151977.3
1500237826.609,7151978.0
1500237829.961,7151978.8
1500237833.313,7151978.8
1500237836.665,7151979.6
1500237840.018,7151978.0
1500237843.370,7151977.8
1500237846.722,7151978.8
1500237850.074,7151978.0
1500237853.426,7151978.0
1500237856.778,7151978.5
1500237860.130,7151977.3
1500237863.482,7151978.0
1500237866.834,7151977.8
1500237870.186,7151978.0
1500237873.538,7151978.0
1500237876.891,7151977.5
1500237880.243,7151979.1
1500237883.595,7151978.8
1500237886.947,7151978.0
1500237890.299,7151978.8
1500237893.651,7151978.5
1500237897.003,7151979.3
1500237900.355,7151980.1
1500237903.707,7151979.8
1500237907.059,7151980.6
1500237910.411,7151980.3
1500237913.763,7151980.3
1500237917.115,7151981.1
1500237920.468,7151980.3
1500237923.820,7151979.1
1500237927.172,7151979.3
1500237930.524,7151981.3
1500237933.876,7151980.8
1500237937.228,7151980.3
1500237940.580,7151979.1
1500237943.932,7151978.0
1500237947.284,7151977.5
1500237950.636,7151978.3
1500237953.988,7151977.5
1500237957.340,7151979.1
1500237960.692,7151978.0
1500237964.044,7151979.6
1500237967.397,7151978.5
1500237970.749,7151979.3
1500237974.101,7151978.3
1500237977.453,7151979.1
1500237980.805,7151979.8
1500237984.157,7151979.3
1500237987.509,7151979.6
1500237990.861,7151979.1
1500237994.213,7151979.6
1500237997.565,7151977.3
1500238000.917,7151980.1
1500238004.270,7151979.1
1500238007.622,7151978.5
1500238010.974,7151979.1
1500238014.326,7151979.1
1500238017.678,7151978.5
1500238021.030,7151980.1
1500238024.382,7151978.3
1500238027.734,7151979.3
1500238031.086,7151977.9
1500238034.438,7151979.6
1500238037.790,7151980.8
1500238041.143,7151979.6
1500238044.494,7151979.3
1500238047.847,7151979.8
1500238051.199,7151980.8
1500238054.551,7151980.1
1500238057.903,7151980.1
