si7021_c,setpoint,adc,pwm
28.891,760,749.238,239.14
28.858,760,749.075,241.59
28.891,760,749.308,240.06
28.869,760,749.348,240.46
28.891,760,749.502,239.71
28.880,760,749.498,240.53
28.880,760,749.852,237.75
28.891,760,749.829,238.75
28.901,760,750.028,237.50
28.901,760,750.166,236.86
28.891,760,750.301,236.24
28.901,760,750.323,236.75
28.901,760,750.360,237.10
28.912,760,750.545,235.96
28.891,760,750.732,234.78
28.891,760,750.940,233.38
28.912,760,751.100,232.45
28.912,760,751.120,232.91
28.891,760,751.333,231.43
28.912,760,751.144,234.00
28.912,760,751.177,234.33
28.923,760,751.191,234.84
28.912,760,751.519,232.20
28.912,760,751.646,231.56
28.923,760,751.791,230.72
28.912,760,751.737,231.89
28.891,760,751.962,230.24
28.923,760,751.826,232.20
28.901,760,752.009,230.98
28.901,760,751.892,232.76
28.912,760,751.800,234.29
28.912,760,751.795,234.95
28.912,760,751.941,234.10
28.923,760,751.866,235.46
28.923,760,752.200,232.70
28.901,760,752.087,234.43
28.912,760,752.085,235.05
28.923,760,752.075,235.74
28.912,760,752.176,235.31
28.891,760,752.600,231.63
28.912,760,752.530,232.89
28.923,760,752.634,232.40
28.934,760,752.511,234.20
28.934,760,752.727,232.57
28.901,760,752.733,233.07
28.923,760,752.812,232.82
28.901,760,752.628,235.20
28.923,760,752.504,237.00
28.923,760,752.672,235.87
28.934,760,752.816,234.98
28.934,760,753.075,232.90
28.912,760,753.260,231.56
28.934,760,753.151,233.16
28.912,760,753.460,230.56
28.923,760,753.473,230.93
28.923,760,753.248,233.68
28.944,760,753.342,233.24
28.912,760,753.351,233.65
28.923,760,753.308,234.58
28.912,760,753.358,234.58
28.923,760,753.333,235.33
28.912,760,753.420,234.95
28.923,760,753.273,236.93
28.923,760,753.449,235.65
28.934,760,753.541,235.22
28.944,760,753.774,233.36
28.966,760,753.939,232.16
28.923,760,754.036,231.64
28.934,760,754.010,232.35
28.955,760,753.848,234.43
28.944,760,754.002,233.34
28.944,760,754.186,231.94
28.944,760,754.232,231.91
28.901,760,754.048,234.20
28.944,760,754.126,233.86
28.934,760,754.151,234.05
28.944,760,754.018,235.83
28.934,760,754.462,231.80
28.955,760,754.446,232.38
28.923,760,754.381,233.44
28.934,760,754.411,233.57
28.944,760,754.575,232.33
28.944,760,754.742,231.06
28.944,760,754.658,232.30
28.934,760,754.367,235.63
28.934,760,754.445,235.27
28.944,760,754.689,233.23
28.944,760,754.652,234.00
28.934,760,754.541,235.52
28.934,760,754.593,235.40
28.934,760,754.937,232.34
28.944,760,754.851,233.59
28.944,760,754.943,233.05
28.944,760,754.917,233.69
28.966,760,754.866,234.58
28.944,760,754.890,234.72
28.966,760,754.945,234.55
28.944,760,755.209,232.27
28.955,760,755.357,231.15
28.944,760,755.227,232.81
28.944,760,755.318,232.24
28.966,760,755.202,233.76
28.955,760,755.012,236.04
28.955,760,755.070,235.83
28.944,760,755.094,235.95
28.944,760,755.371,233.54
28.944,760,755.488,232.70
28.944,760,755.413,233.80
28.955,760,755.489,233.37
28.966,760,755.532,233.28
28.966,760,755.460,234.34
28.987,760,755.460,234.68
28.976,760,755.652,233.09
28.944,760,755.757,232.35
28.955,760,755.688,233.37
28.976,760,755.777,232.80
28.987,760,756.000,230.87
28.955,760,756.192,229.23
28.944,760,756.345,227.97
28.944,760,756.277,228.93
28.966,760,756.140,230.60
28.966,760,756.162,230.66
28.955,760,756.083,231.75
28.976,760,755.936,233.52
28.955,760,755.910,234.08
28.966,760,755.992,233.57
28.976,760,755.911,234.68
28.976,760,756.102,233.06
28.966,760,756.104,233.34
28.976,760,756.128,233.39
28.976,760,756.167,233.28
28.976,760,756.272,232.52
28.987,760,756.146,234.06
28.976,760,756.297,232.83
28.966,760,756.318,232.89
28.976,760,756.453,231.81
28.966,760,756.557,231.04
28.966,760,756.905,227.79
28.966,760,757.052,226.54
28.987,760,757.075,226.52
28.966,760,756.951,228.00
28.966,760,756.951,228.23
28.966,760,757.137,226.58
28.976,760,757.012,228.05
28.987,760,757.075,227.64
28.976,760,756.733,231.30
28.976,760,756.867,230.20
28.976,760,757.142,227.66
28.976,760,757.185,227.45
28.976,760,756.979,229.73
28.987,760,757.260,227.13
28.987,760,757.142,228.52
28.976,760,757.057,229.60
28.987,760,757.129,229.08
28.966,760,757.234,228.25
28.987,760,757.429,226.49
28.966,760,757.547,225.50
28.976,760,757.630,224.84
28.966,760,757.527,226.05
28.998,760,757.369,227.83
28.987,760,757.385,227.87
28.976,760,757.412,227.79
28.966,760,757.391,228.19
28.976,760,757.381,228.49
28.976,760,757.395,228.55
28.966,760,757.081,231.91
28.987,760,757.274,230.18
28.966,760,756.996,233.18
28.987,760,757.234,231.02
28.987,760,757.418,229.37
28.987,760,757.536,228.38
28.966,760,757.466,229.26
28.998,760,757.674,227.36
28.998,760,757.828,225.98
28.987,760,757.900,225.42
28.966,760,758.196,222.59
28.987,760,758.037,224.33
28.987,760,757.936,225.49
28.976,760,757.576,229.28
28.976,760,757.586,229.36
28.976,760,757.842,226.96
28.966,760,757.776,227.79
28.987,760,757.865,227.06
28.987,760,758.028,225.57
28.987,760,758.191,224.09
28.976,760,758.092,225.22
28.987,760,758.090,225.37
28.966,760,757.914,227.29
28.987,760,758.018,226.40
28.976,760,757.805,228.70
28.976,760,757.951,227.39
28.966,760,758.111,225.93
29.009,760,757.923,227.97
28.976,760,758.053,226.82
28.976,760,758.118,226.31
28.987,760,757.946,228.18
28.987,760,757.900,228.80
28.987,760,757.890,229.05
28.998,760,758.051,227.59
28.976,760,758.084,227.41
28.987,760,757.927,229.13
28.966,760,757.993,228.63
28.987,760,758.022,228.48
28.976,760,757.992,228.94
28.976,760,758.054,228.46
28.998,760,758.125,227.89
28.987,760,758.081,228.47
28.976,760,758.348,225.92
28.987,760,758.068,228.87
28.966,760,758.061,229.09
28.976,760,758.110,228.74
28.987,760,758.294,227.02
28.987,760,758.153,228.57
28.987,760,758.335,226.88
28.987,760,758.269,227.67
29.019,760,758.403,226.44
28.998,760,758.365,226.95
28.998,760,758.453,226.18
28.966,760,758.506,225.76
28.998,760,758.659,224.34
28.987,760,758.675,224.28
28.987,760,758.576,225.38
28.976,760,758.602,225.22
28.987,760,758.570,225.65
28.998,760,758.650,224.95
28.987,760,758.460,226.96
28.987,760,758.468,227.00
28.987,760,758.799,223.78
28.987,760,758.682,225.05
28.998,760,758.586,226.11
28.987,760,758.600,226.08
28.987,760,758.453,227.67
29.009,760,758.554,226.77
28.976,760,758.406,228.37
28.998,760,758.516,227.38
29.009,760,758.577,226.87
28.998,760,758.662,226.12
28.987,760,758.843,224.40
28.998,760,758.655,226.38
28.998,760,758.797,225.05
28.987,760,758.804,225.07
28.987,760,758.566,227.56
28.987,760,758.630,227.02
28.976,760,758.462,228.82
28.987,760,758.598,227.56
28.987,760,758.481,228.85
28.987,760,758.801,225.74
28.976,760,758.654,227.31
28.998,760,758.550,228.45
28.987,760,758.430,229.77
28.998,760,758.518,229.00
28.987,760,758.493,229.37
28.987,760,758.472,229.70
28.987,760,758.236,232.19
28.987,760,758.308,231.59
28.998,760,758.396,230.83
28.998,760,758.587,229.03
28.987,760,759.028,224.69
29.019,760,759.081,224.23
28.987,760,758.941,225.71
28.998,760,759.106,224.13
29.009,760,758.971,225.55
28.998,760,758.996,225.38
28.987,760,759.034,225.07
28.987,760,759.090,224.57
28.998,760,759.013,225.42
28.987,760,758.950,226.13
28.998,760,759.115,224.55
29.009,760,758.931,226.47
29.009,760,759.037,225.48
28.976,760,759.138,224.53
29.019,760,759.313,222.83
28.987,760,759.116,224.87
28.987,760,758.997,226.13
28.987,760,759.088,225.30
28.998,760,759.181,224.43
28.998,760,759.231,223.98
28.998,760,759.239,223.96
28.998,760,759.384,222.55
28.998,760,759.515,221.28
28.998,760,759.538,221.09
28.987,760,759.420,222.31
29.009,760,759.302,223.55
28.998,760,759.389,222.72
28.998,760,759.172,224.95
28.998,760,759.189,224.84
29.009,760,759.146,225.34
28.987,760,759.129,225.58
28.998,760,759.033,226.61
28.987,760,759.291,224.08
29.019,760,759.372,223.32
29.009,760,759.306,224.03
28.987,760,759.201,225.14
28.987,760,758.955,227.68
29.009,760,759.115,226.15
28.987,760,759.237,224.98
29.009,760,759.603,221.35
28.987,760,759.315,224.28
28.998,760,759.384,223.64
28.998,760,759.526,222.25
28.998,760,759.410,223.46
28.998,760,759.571,221.88
29.009,760,759.407,223.56
28.987,760,759.417,223.50
28.998,760,759.311,224.62
28.987,760,759.447,223.30
28.998,760,759.436,223.45
29.009,760,759.464,223.22
29.009,760,759.426,223.64
29.009,760,759.605,221.87
28.998,760,759.567,222.29
28.998,760,759.543,222.56
28.998,760,759.134,226.72
29.019,760,759.155,226.57
28.987,760,759.417,223.99
28.998,760,759.506,223.14
29.019,760,759.552,222.71
28.998,760,759.356,224.73
28.998,760,759.408,224.25
28.987,760,759.359,224.79
29.019,760,759.004,228.41
29.009,760,759.164,226.88
29.009,760,759.016,228.42
29.009,760,759.079,227.87
28.987,760,759.193,226.78
29.009,760,759.177,227.01
28.987,760,759.210,226.73
28.998,760,759.121,227.70
28.987,760,759.050,228.48
29.019,760,758.954,229.51
29.009,760,759.067,228.45
29.009,760,759.067,228.52
29.019,760,758.859,230.68
28.987,760,759.256,226.77
29.019,760,759.075,228.65
28.987,760,759.272,226.74
29.019,760,759.326,226.25
28.998,760,759.469,224.85
28.998,760,759.467,224.92
29.009,760,759.191,227.74
29.019,760,759.208,227.63
28.998,760,759.200,227.77
29.009,760,759.461,225.20
29.019,760,759.181,228.06
28.998,760,759.100,228.93
28.998,760,759.208,227.92
28.998,760,759.008,229.99
28.987,760,759.300,227.12
28.976,760,759.113,229.06
28.998,760,759.108,229.18
28.987,760,759.226,228.05
28.998,760,759.390,226.46
29.009,760,759.246,227.96
29.019,760,759.397,226.50
29.009,760,759.529,225.21
29.019,760,759.344,227.10
29.009,760,759.208,228.52
28.998,760,759.171,228.96
28.987,760,759.383,226.88
29.019,760,759.148,229.30
28.987,760,759.166,229.18
28.998,760,759.130,229.61
29.019,760,758.959,231.40
29.019,760,759.098,230.07
28.998,760,759.084,230.28
28.998,760,758.952,231.68
28.987,760,758.972,231.56
29.009,760,758.776,233.61
28.998,760,759.047,230.97
29.019,760,758.990,231.62
28.998,760,759.008,231.51
28.987,760,759.016,231.50
29.019,760,759.190,229.82
29.019,760,759.104,230.75
29.009,760,759.348,228.36
28.987,760,759.050,231.41
29.009,760,758.903,232.96
29.019,760,759.044,231.62
28.998,760,758.889,233.26
28.998,760,758.974,232.49
28.987,760,759.008,232.22
29.009,760,758.972,232.66
28.998,760,759.055,231.90
29.019,760,758.989,232.64
28.998,760,758.993,232.67
28.998,760,758.810,234.59
28.987,760,758.995,232.81
29.009,760,758.788,234.98
29.019,760,758.647,236.49
29.019,760,758.875,234.29
29.009,760,758.881,234.31
29.030,760,758.842,234.79
28.998,760,759.103,232.25
28.998,760,759.196,231.38
29.009,760,759.362,229.77
29.009,760,759.134,232.11
28.998,760,759.224,231.27
28.987,760,759.013,233.46
28.998,760,759.077,232.88
29.009,760,758.891,234.83
29.019,760,758.793,235.90
28.998,760,758.840,235.52
28.998,760,758.919,234.81
28.998,760,758.850,235.59
28.998,760,758.904,235.13
28.998,760,758.903,235.22
28.987,760,758.728,237.06
29.019,760,759.093,233.49
28.998,760,759.048,234.00
28.976,760,758.842,236.15
28.998,760,758.972,234.93
29.009,760,759.115,233.56
28.987,760,758.972,235.07
28.987,760,758.845,236.43
29.019,760,758.770,237.27
28.998,760,759.009,234.95
29.009,760,759.018,234.94
29.019,760,758.853,236.68
28.998,760,758.705,238.25
28.998,760,758.648,238.92
28.998,760,758.721,238.28
29.019,760,758.614,239.47
28.987,760,758.822,237.47
28.987,760,758.581,239.99
28.998,760,758.442,241.49
28.987,760,758.678,239.23
28.998,760,759.017,235.91
29.009,760,759.154,234.61
29.009,760,758.773,238.52
28.987,760,758.456,241.80
28.998,760,758.683,239.63
28.998,760,758.714,239.41
28.987,760,758.461,242.06
28.987,760,758.510,241.68
29.009,760,758.581,241.08
28.998,760,758.749,239.49
28.987,760,758.516,241.93
29.009,760,758.821,238.97
28.998,760,758.574,241.54
29.009,760,758.657,240.81
29.009,760,758.979,237.67
28.998,760,758.936,238.19
29.009,760,758.727,240.37
29.009,760,758.760,240.13
29.019,760,758.849,239.33
29.019,760,758.749,240.42
29.009,760,759.226,235.71
29.009,760,759.150,236.53
29.019,760,759.197,236.12
29.019,760,759.124,236.92
29.019,760,759.239,235.83
29.009,760,759.007,238.22
28.987,760,758.993,238.44
28.998,760,759.101,237.42
28.987,760,758.805,240.48
29.009,760,758.937,239.23
29.009,760,758.526,243.45
29.019,760,758.803,240.78
29.009,760,759.040,238.48
29.009,760,758.985,239.10
28.998,760,759.090,238.12
28.998,760,759.083,238.26
29.009,760,758.991,239.25
