set_c,c,output
33.000, 33.014, 17.20
33.000, 33.016, 16.84
33.000, 33.004, 18.77
33.000, 33.017, 15.78
33.000, 33.017, 16.82
33.000, 33.007, 18.40
33.000, 33.011, 16.89
33.000, 33.013, 17.01
33.000, 33.010, 17.57
33.000, 33.016, 16.41
33.000, 33.017, 16.64
33.000, 33.019, 16.52
33.000, 33.022, 16.17
33.000, 33.017, 17.07
33.000, 33.011, 17.61
33.000, 33.010, 17.36
33.000, 33.014, 16.55
33.000, 33.014, 16.89
33.000, 33.011, 17.34
33.000, 33.019, 15.96
33.000, 33.017, 16.75
33.000, 33.010, 17.76
33.000, 33.013, 16.71
33.000, 33.010, 17.39
33.000, 33.011, 16.92
33.000, 33.016, 16.35
33.000, 33.016, 16.69
33.000, 33.014, 16.90
33.000, 33.016, 16.55
33.000, 33.014, 16.88
33.000, 33.016, 16.52
33.000, 33.011, 17.31
33.000, 33.017, 16.04
33.000, 33.020, 16.04
33.000, 33.010, 17.85
33.000, 33.008, 17.25
33.000, 33.008, 17.13
33.000, 33.008, 17.12
33.000, 33.017, 15.75
33.000, 33.005, 18.26
33.000, 33.017, 15.49
33.000, 33.013, 17.10
33.000, 33.010, 17.19
33.000, 33.017, 15.81
33.000, 33.016, 16.61
33.000, 33.017, 16.26
33.000, 33.010, 17.50
33.000, 33.020, 15.31
33.000, 33.016, 16.80
33.000, 33.014, 16.66
33.000, 33.011, 16.99
33.000, 33.005, 17.66
33.000, 33.007, 16.96
33.000, 33.017, 15.47
33.000, 33.011, 17.19
33.000, 33.013, 16.49
33.000, 33.004, 17.96
33.000, 33.008, 16.57
33.000, 33.001, 18.05
33.000, 33.013, 15.64
33.000, 33.007, 17.48
33.000, 33.007, 17.01
33.000, 33.013, 16.09
33.000, 33.011, 16.78
33.000, 33.013, 16.42
33.000, 33.007, 17.44
33.000, 33.004, 17.42
33.000, 33.011, 16.05
33.000, 33.007, 17.31
33.000, 33.016, 15.58
33.000, 33.011, 16.96
33.000, 33.010, 16.82
33.000, 33.011, 16.47
33.000, 33.019, 15.44
33.000, 33.004, 18.29
33.000, 33.016, 15.29
33.000, 33.007, 17.58
33.000, 33.013, 15.96
33.000, 33.010, 16.88
33.000, 33.011, 16.41
33.000, 33.003, 17.88
33.000, 33.003, 17.18
33.000, 33.010, 16.04
33.000, 33.013, 16.16
33.000, 33.008, 17.07
33.000, 33.008, 16.71
33.000, 33.007, 16.93
33.000, 33.005, 17.04
33.000, 33.010, 16.23
33.000, 33.005, 17.26
33.000, 33.005, 16.90
33.000, 33.010, 16.21
33.000, 33.016, 15.65
33.000, 33.003, 18.15
33.000, 33.003, 17.10
33.000, 33.011, 15.73
33.000, 33.010, 16.65
33.000, 33.003, 17.66
33.000, 33.016, 15.03
33.000, 33.007, 17.43
33.000, 33.011, 16.04
33.000, 33.011, 16.39
33.000, 33.007, 17.06
33.000, 33.011, 16.02
33.000, 33.007, 17.05
33.000, 33.014, 15.55
33.000, 33.008, 17.03
33.000, 33.007, 16.79
33.000, 33.013, 15.75
33.000, 33.011, 16.44
33.000, 33.013, 16.09
33.000, 33.005, 17.33
33.000, 33.016, 15.15
33.000, 33.016, 15.95
33.000, 33.014, 16.17
33.000, 33.010, 16.72
33.000, 33.004, 17.28
33.000, 33.010, 15.89
33.000, 33.011, 16.13
33.000, 33.008, 16.69
33.000, 33.011, 15.99
33.000, 33.010, 16.45
33.000, 33.005, 17.01
33.000, 33.019, 14.60
33.000, 33.007, 17.46
33.000, 33.005, 16.75
33.000, 32.998, 17.76
33.000, 33.000, 16.95
33.000, 32.997, 17.52
33.000, 33.001, 16.61
33.000, 33.011, 15.37
33.000, 33.001, 17.77
33.000, 33.001, 16.95
33.000, 33.004, 16.49
33.000, 33.003, 16.95
33.000, 33.010, 15.70
33.000, 33.004, 17.18
33.000, 33.010, 15.80
33.000, 33.000, 17.86
33.000, 33.003, 16.58
33.000, 33.001, 17.04
33.000, 33.001, 16.92
33.000, 32.995, 17.83
33.000, 33.004, 16.00
33.000, 33.000, 17.39
33.000, 33.000, 17.03
33.000, 33.007, 15.90
33.000, 33.004, 16.93
33.000, 33.008, 16.01
33.000, 33.003, 17.27
33.000, 33.014, 14.97
33.000, 33.010, 16.58
33.000, 33.004, 17.13
33.000, 33.014, 15.07
33.000, 33.013, 16.11
33.000, 33.017, 15.29
33.000, 33.008, 17.00
33.000, 33.010, 16.06
33.000, 33.010, 16.17
33.000, 33.008, 16.39
33.000, 33.008, 16.27
33.000, 32.997, 18.08
33.000, 33.003, 16.24
33.000, 33.014, 14.88
33.000, 32.997, 18.54
33.000, 33.005, 15.77
33.000, 33.003, 16.92
33.000, 33.005, 16.23
33.000, 33.010, 15.78
33.000, 33.001, 17.49
33.000, 33.003, 16.56
33.000, 33.007, 15.99
33.000, 32.997, 17.93
33.000, 33.004, 15.97
33.000, 33.000, 17.24
33.000, 33.003, 16.43
33.000, 33.007, 15.98
33.000, 33.005, 16.56
33.000, 33.007, 16.21
33.000, 33.004, 16.77
33.000, 33.007, 16.08
33.000, 33.000, 17.45
33.000, 33.005, 15.95
33.000, 33.000, 17.33
33.000, 33.013, 14.81
33.000, 33.008, 16.54
33.000, 33.001, 17.32
33.000, 33.004, 16.28
33.000, 33.004, 16.51
33.000, 33.007, 16.05
33.000, 33.001, 17.19
33.000, 33.005, 16.04
33.000, 33.003, 16.84
33.000, 32.997, 17.51
33.000, 33.001, 16.36
33.000, 33.007, 15.80
33.000, 33.005, 16.49
33.000, 33.008, 15.92
33.000, 33.008, 16.15
33.000, 33.000, 17.50
33.000, 33.003, 16.35
33.000, 33.001, 16.81
33.000, 33.000, 16.92
33.000, 33.000, 16.80
33.000, 33.004, 16.12
33.000, 32.997, 17.60
33.000, 33.004, 15.88
33.000, 33.011, 15.33
33.000, 32.998, 17.95
33.000, 33.004, 15.99
33.000, 32.997, 17.59
33.000, 33.001, 16.33
33.000, 32.998, 17.13
33.000, 32.995, 17.36
33.000, 33.004, 15.76
33.000, 33.000, 17.14
33.000, 33.001, 16.56
33.000, 33.004, 16.22
33.000, 32.995, 17.82
33.000, 33.008, 15.07
33.000, 32.994, 18.40
33.000, 33.003, 15.86
33.000, 33.001, 16.79
33.000, 33.004, 16.22
33.000, 33.005, 16.22
33.000, 33.007, 16.11
33.000, 33.010, 15.76
33.000, 33.007, 16.45
33.000, 33.008, 15.98
33.000, 33.003, 17.00
33.000, 33.005, 16.07
33.000, 33.010, 15.62
33.000, 33.011, 15.74
33.000, 33.000, 17.67
33.000, 33.007, 15.59
33.000, 33.010, 15.72
33.000, 33.001, 17.31
33.000, 32.994, 17.74
33.000, 33.000, 16.25
33.000, 32.991, 18.09
33.000, 32.998, 16.25
33.000, 32.997, 17.07
33.000, 33.001, 16.27
33.000, 32.998, 17.08
33.000, 33.008, 15.25
33.000, 33.005, 16.52
33.000, 33.013, 15.14
33.000, 33.005, 16.86
33.000, 33.005, 16.27
33.000, 33.005, 16.26
33.000, 33.011, 15.35
33.000, 33.008, 16.26
33.000, 32.997, 17.84
33.000, 33.013, 14.40
33.000, 33.003, 17.28
33.000, 33.000, 16.91
33.000, 33.003, 16.22
33.000, 33.005, 16.00
33.000, 33.003, 16.68
33.000, 32.998, 17.13
33.000, 33.003, 16.10
33.000, 33.005, 15.99
33.000, 33.005, 16.22
33.000, 33.001, 16.90
33.000, 32.994, 17.68
33.000, 33.004, 15.51
33.000, 33.003, 16.55
33.000, 33.000, 16.89
33.000, 32.998, 16.88
33.000, 33.000, 16.54
33.000, 33.003, 16.20
33.000, 33.001, 16.66
33.000, 33.007, 15.63
33.000, 32.998, 17.46
33.000, 32.998, 16.76
33.000, 33.000, 16.54
33.000, 33.005, 15.74
33.000, 33.000, 17.12
33.000, 33.013, 14.60
33.000, 32.997, 18.15
33.000, 32.997, 16.86
33.000, 32.994, 17.32
33.000, 32.994, 17.09
33.000, 33.007, 15.05
33.000, 33.008, 15.87
33.000, 33.000, 17.35
33.000, 33.001, 16.42
33.000, 33.005, 15.85
33.000, 33.003, 16.65
33.000, 33.003, 16.42
33.000, 33.000, 16.87
33.000, 33.005, 15.72
33.000, 33.005, 16.19
33.000, 33.000, 17.10
33.000, 33.005, 15.72
33.000, 33.008, 15.72
33.000, 33.005, 16.41
33.000, 33.003, 16.62
33.000, 32.994, 17.75
33.000, 33.001, 15.92
33.000, 33.008, 15.36
33.000, 32.997, 17.77
33.000, 32.992, 17.51
33.000, 32.997, 16.49
33.000, 32.998, 16.61
33.000, 32.992, 17.64
33.000, 33.005, 15.13
33.000, 33.003, 16.64
33.000, 33.005, 15.94
33.000, 33.000, 17.08
33.000, 33.008, 15.25
33.000, 33.000, 17.31
33.000, 33.000, 16.61
33.000, 33.011, 14.79
33.000, 33.007, 16.40
33.000, 33.005, 16.27
33.000, 33.007, 15.92
33.000, 33.003, 16.72
33.000, 33.003, 16.36
33.000, 33.008, 15.45
33.000, 33.003, 16.82
33.000, 33.005, 15.90
33.000, 33.000, 17.04
33.000, 33.004, 15.89
33.000, 33.008, 15.55
33.000, 33.001, 17.03
33.000, 33.005, 15.76
33.000, 32.997, 17.48
33.000, 32.995, 17.01
33.000, 33.004, 15.53
33.000, 32.995, 17.59
33.000, 33.003, 15.75
33.000, 33.001, 16.57
33.000, 33.000, 16.68
33.000, 33.003, 16.10
33.000, 33.000, 16.79
33.000, 33.004, 15.87
33.000, 33.000, 16.91
33.000, 33.003, 16.10
33.000, 33.001, 16.56
33.000, 32.992, 17.81
33.000, 33.004, 15.29
33.000, 33.001, 16.68
33.000, 33.001, 16.44
33.000, 33.001, 16.44
33.000, 32.995, 17.35
33.000, 33.008, 14.84
33.000, 32.997, 17.71
33.000, 33.003, 15.86
33.000, 33.000, 16.79
33.000, 33.004, 15.87
33.000, 32.998, 17.13
33.000, 33.011, 14.61
33.000, 33.001, 17.25
33.000, 33.001, 16.43
33.000, 32.998, 16.88
33.000, 32.997, 16.88
33.000, 33.001, 16.08
33.000, 33.004, 15.98
33.000, 32.995, 17.57
33.000, 33.013, 14.14
33.000, 32.998, 17.82
33.000, 33.004, 15.73
33.000, 32.997, 17.34
33.000, 33.003, 15.84
33.000, 32.995, 17.45
33.000, 32.986, 18.23
33.000, 33.003, 15.04
33.000, 32.994, 17.69
33.000, 33.001, 15.85
33.000, 33.001, 16.44
33.000, 33.001, 16.44
33.000, 33.004, 15.98
33.000, 33.008, 15.53
33.000, 32.998, 17.47
33.000, 33.005, 15.51
33.000, 33.003, 16.55
33.000, 33.001, 16.54
33.000, 33.008, 15.28
33.000, 33.001, 17.00
33.000, 33.010, 15.05
33.000, 33.000, 17.34
33.000, 33.010, 14.92
33.000, 33.007, 16.19
33.000, 33.005, 16.18
33.000, 33.007, 15.83
33.000, 33.007, 15.94
33.000, 33.005, 16.16
33.000, 33.004, 16.27
33.000, 33.011, 15.01
33.000, 33.003, 16.95
33.000, 33.010, 15.11
33.000, 32.986, 19.33
33.000, 32.998, 15.65
33.000, 32.998, 16.59
33.000, 33.003, 15.90
33.000, 32.998, 16.94
33.000, 32.992, 17.50
33.000, 32.994, 16.81
33.000, 32.988, 17.84
33.000, 33.000, 15.56
33.000, 33.003, 16.04
33.000, 33.005, 15.82
33.000, 33.004, 16.28
33.000, 32.998, 17.07
33.000, 32.998, 16.60
33.000, 33.007, 15.23
33.000, 33.004, 16.39
33.000, 33.003, 16.38
33.000, 33.007, 15.58
33.000, 33.011, 15.24
33.000, 33.003, 16.95
33.000, 33.004, 16.01
33.000, 33.001, 16.58
33.000, 32.997, 17.03
33.000, 33.000, 16.23
33.000, 33.003, 16.01
33.000, 33.004, 16.01
33.000, 33.007, 15.67
33.000, 33.008, 15.67
33.000, 33.010, 15.55
33.000, 33.004, 16.57
33.000, 33.010, 15.19
33.000, 33.004, 16.56
33.000, 33.005, 15.86
33.000, 33.000, 16.89
33.000, 32.995, 17.10
33.000, 32.995, 16.76
33.000, 33.001, 15.85
33.000, 33.001, 16.32
33.000, 32.998, 16.77
34.000, 32.997, 90.36
34.000, 33.000, 90.57
34.000, 32.995, 92.27
34.000, 33.028, 87.69
34.000, 33.062, 85.79
34.000, 33.122, 80.11
34.000, 33.185, 75.92
34.000, 33.252, 71.23
34.000, 33.345, 62.96
34.000, 33.433, 57.30
34.000, 33.519, 51.68
34.000, 33.602, 46.20
34.000, 33.681, 40.89
34.000, 33.757, 35.96
34.000, 33.825, 31.76
34.000, 33.879, 28.97
34.000, 33.938, 24.40
34.000, 33.983, 22.19
34.000, 34.021, 20.02
34.000, 34.045, 19.29
34.000, 34.082, 15.67
34.000, 34.100, 15.69
34.000, 34.107, 15.88
34.000, 34.107, 16.38
34.000, 34.115, 15.16
34.000, 34.104, 17.25
34.000, 34.101, 16.80
34.000, 34.097, 17.17
34.000, 34.080, 19.25
34.000, 34.073, 19.04
34.000, 34.054, 21.13
34.000, 34.042, 21.50
34.000, 34.026, 23.04
34.000, 34.021, 22.41
34.000, 34.006, 24.32
34.000, 33.991, 25.42
34.000, 33.986, 24.94
34.000, 33.973, 26.65
34.000, 33.980, 24.48
34.000, 33.967, 27.13
34.000, 33.976, 24.73
34.000, 33.965, 27.05
34.000, 33.976, 24.66
34.000, 33.967, 26.87
34.000, 33.965, 26.42
34.000, 33.968, 25.87
34.000, 33.962, 27.04
34.000, 33.976, 24.55
34.000, 33.971, 26.31
34.000, 33.980, 24.61
34.000, 33.979, 25.56
34.000, 33.986, 24.32
34.000, 33.991, 24.23
34.000, 33.997, 23.68
34.000, 33.988, 25.52
34.000, 33.982, 25.74
34.000, 33.994, 23.46
34.000, 33.982, 26.22
34.000, 34.001, 22.34
34.000, 34.010, 22.50
34.000, 34.001, 24.56
34.000, 34.010, 22.49
34.000, 34.004, 24.09
34.000, 33.994, 25.22
34.000, 34.003, 23.03
34.000, 34.006, 23.28
34.000, 34.009, 23.05
34.000, 34.004, 23.96
34.000, 34.009, 22.93
34.000, 34.009, 23.27
34.000, 34.007, 23.49
34.000, 34.010, 22.91
34.000, 34.017, 22.23
34.000, 34.009, 23.82
34.000, 34.020, 21.64
34.000, 34.018, 22.67
34.000, 34.017, 22.77
34.000, 34.021, 21.95
34.000, 34.015, 23.20
34.000, 34.017, 22.49
34.000, 34.026, 21.23
34.000, 34.021, 22.59
34.000, 34.026, 21.54
34.000, 34.023, 22.33
34.000, 34.023, 22.08
34.000, 34.015, 23.20
34.000, 34.013, 22.83
34.000, 34.018, 22.02
34.000, 34.015, 22.81
34.000, 34.015, 22.57
34.000, 34.012, 23.01
34.000, 34.024, 20.94
34.000, 34.023, 22.09
34.000, 34.026, 21.50
34.000, 34.010, 23.99
34.000, 34.013, 22.36
34.000, 34.030, 20.08
34.000, 34.024, 22.25
34.000, 34.015, 23.13
34.000, 34.017, 22.19
34.000, 34.017, 22.29
34.000, 34.017, 22.28
34.000, 34.023, 21.36
34.000, 34.018, 22.49
34.000, 34.021, 21.67
34.000, 34.023, 21.66
34.000, 34.030, 20.62
34.000, 34.030, 21.19
34.000, 34.032, 20.93
34.000, 34.038, 20.12
34.000, 34.033, 21.24
34.000, 34.032, 21.09
34.000, 34.036, 20.26
34.000, 34.027, 21.95
34.000, 34.029, 21.00
34.000, 34.032, 20.64
34.000, 34.044, 19.03
34.000, 34.029, 22.21
34.000, 34.035, 20.11
34.000, 34.026, 21.91
34.000, 34.035, 19.82
34.000, 34.023, 22.32
34.000, 34.027, 20.68
34.000, 34.032, 20.33
34.000, 34.036, 19.98
34.000, 34.029, 21.44
34.000, 34.029, 20.83
34.000, 34.030, 20.58
34.000, 34.026, 21.36
34.000, 34.036, 19.39
34.000, 34.029, 21.32
34.000, 34.021, 21.85
34.000, 34.032, 19.66
34.000, 34.033, 20.22
34.000, 34.030, 20.77
34.000, 34.036, 19.60
34.000, 34.024, 21.87
34.000, 34.036, 19.09
34.000, 34.027, 21.36
34.000, 34.026, 20.87
34.000, 34.015, 22.32
34.000, 34.015, 21.49
34.000, 34.033, 18.75
34.000, 34.035, 19.90
34.000, 34.026, 21.36
34.000, 34.027, 20.41
34.000, 34.035, 19.36
34.000, 34.035, 19.92
34.000, 34.027, 21.04
34.000, 34.027, 20.43
34.000, 34.030, 19.95
34.000, 34.036, 19.25
34.000, 34.030, 20.60
34.000, 34.038, 18.97
34.000, 34.033, 20.21
34.000, 34.027, 20.75
34.000, 34.029, 20.03
34.000, 34.035, 19.21
34.000, 34.027, 20.79
34.000, 34.033, 19.28
34.000, 34.039, 18.81
34.000, 34.030, 20.61
34.000, 34.024, 20.80
34.000, 34.023, 20.54
34.000, 34.023, 20.40
34.000, 34.029, 19.47
34.000, 34.024, 20.60
34.000, 34.026, 20.01
34.000, 34.029, 19.65
34.000, 34.035, 18.95
34.000, 34.033, 19.62
34.000, 34.029, 20.16
34.000, 34.032, 19.33
34.000, 34.030, 19.77
34.000, 34.023, 20.77
34.000, 34.039, 17.66
34.000, 34.030, 20.28
34.000, 34.030, 19.56
34.000, 34.024, 20.44
34.000, 34.038, 17.91
34.000, 34.029, 20.30
34.000, 34.033, 18.89
34.000, 34.027, 20.13
34.000, 34.027, 19.64
34.000, 34.033, 18.70
34.000, 34.026, 20.29
34.000, 34.018, 20.82
34.000, 34.018, 20.22
34.000, 34.018, 20.21
34.000, 34.032, 18.14
34.000, 34.033, 18.94
34.000, 34.032, 19.26
34.000, 34.027, 19.81
34.000, 34.027, 19.43
34.000, 34.032, 18.73
34.000, 34.029, 19.51
34.000, 34.029, 19.25
34.000, 34.035, 18.32
34.000, 34.035, 18.76
34.000, 34.024, 20.33
34.000, 34.032, 18.35
34.000, 34.039, 17.78
34.000, 34.020, 21.29
34.000, 34.033, 17.70
34.000, 34.030, 19.19
34.000, 34.024, 19.84
34.000, 34.027, 18.90
34.000, 34.024, 19.57
34.000, 34.024, 19.31
34.000, 34.027, 18.84
34.000, 34.026, 19.28
34.000, 34.032, 18.23
34.000, 34.024, 19.82
34.000, 34.026, 18.98
34.000, 34.021, 19.76
34.000, 34.026, 18.71
34.000, 34.029, 18.59
34.000, 34.029, 18.80
34.000, 34.029, 18.78
34.000, 34.027, 18.99
34.000, 34.021, 19.76
34.000, 34.010, 20.87
34.000, 34.026, 17.76
34.000, 34.018, 20.05
34.000, 34.018, 19.45
34.000, 34.024, 18.53
34.000, 34.021, 19.43
34.000, 34.017, 19.87
34.000, 34.013, 19.96
34.000, 34.020, 18.80
34.000, 34.026, 18.34
34.000, 34.018, 19.93
34.000, 34.017, 19.56
34.000, 34.017, 19.43
34.000, 34.026, 18.05
34.000, 34.023, 19.19
34.000, 34.024, 18.71
34.000, 34.024, 18.81
34.000, 34.027, 18.33
34.000, 34.036, 17.18
34.000, 34.009, 21.95
34.000, 34.026, 17.33
34.000, 34.030, 17.92
34.000, 34.029, 18.47
34.000, 34.020, 19.70
34.000, 34.030, 17.39
34.000, 34.021, 19.55
34.000, 34.020, 19.06
34.000, 34.023, 18.47
34.000, 34.027, 18.01
34.000, 34.027, 18.34
34.000, 34.024, 18.77
34.000, 34.032, 17.38
34.000, 34.015, 20.45
34.000, 34.024, 17.78
34.000, 34.017, 19.60
34.000, 34.018, 18.78
34.000, 34.015, 19.34
34.000, 34.018, 18.63
34.000, 34.021, 18.40
34.000, 34.020, 18.84
34.000, 34.027, 17.57
34.000, 34.023, 18.82
34.000, 34.013, 19.82
34.000, 34.029, 16.83
34.000, 34.015, 20.03
34.000, 34.015, 18.96
34.000, 34.020, 18.27
34.000, 34.013, 19.51
34.000, 34.018, 18.35
34.000, 34.017, 18.92
34.000, 34.012, 19.47
34.000, 34.013, 18.88
34.000, 34.017, 18.53
34.000, 34.023, 17.84
34.000, 34.013, 19.66
34.000, 34.017, 18.49
34.000, 34.020, 18.26
34.000, 34.018, 18.70
34.000, 34.015, 19.03
34.000, 34.029, 16.73
34.000, 34.023, 18.68
34.000, 34.026, 17.74
34.000, 34.012, 20.00
34.000, 34.027, 16.66
34.000, 34.012, 20.09
34.000, 34.023, 17.31
34.000, 34.003, 21.07
34.000, 34.020, 17.04
34.000, 34.018, 18.55
34.000, 34.021, 17.96
34.000, 34.021, 18.18
34.000, 34.021, 18.16
34.000, 34.017, 18.83
34.000, 34.020, 18.01
34.000, 34.017, 18.68
34.000, 34.007, 19.80
34.000, 34.020, 17.27
34.000, 34.015, 18.88
34.000, 34.017, 18.29
34.000, 34.018, 18.16
34.000, 34.010, 19.40
34.000, 34.010, 18.81
34.000, 34.021, 17.21
34.000, 34.024, 17.56
34.000, 34.012, 19.59
34.000, 34.013, 18.42
34.000, 34.017, 18.07
34.000, 34.026, 16.93
34.000, 34.024, 17.84
34.000, 34.012, 19.52
34.000, 34.007, 19.26
34.000, 34.020, 17.08
34.000, 34.017, 18.46
34.000, 34.018, 17.98
34.000, 34.012, 19.00
34.000, 34.006, 19.43
34.000, 34.015, 17.59
34.000, 34.026, 16.69
34.000, 34.006, 20.45
34.000, 34.012, 18.01
34.000, 34.012, 18.47
34.000, 34.007, 19.14
34.000, 34.009, 18.56
34.000, 34.009, 18.67
34.000, 34.013, 17.98
34.000, 34.015, 18.09
34.000, 34.010, 18.88
34.000, 34.010, 18.52
34.000, 34.006, 19.20
34.000, 34.006, 18.84
34.000, 34.010, 18.15
34.000, 34.017, 17.58
34.000, 34.018, 17.81
34.000, 34.012, 18.83
34.000, 34.023, 16.75
34.000, 34.020, 18.01
34.000, 34.024, 17.08
34.000, 34.020, 18.10
34.000, 34.009, 19.32
34.000, 34.020, 16.90
34.000, 34.015, 18.39
34.000, 34.015, 18.03
34.000, 34.018, 17.56
34.000, 34.013, 18.46
34.000, 34.004, 19.47
34.000, 33.998, 19.67
34.000, 34.001, 18.75
34.000, 34.012, 17.39
34.000, 34.010, 18.43
34.000, 34.009, 18.53
34.000, 34.012, 17.95
34.000, 34.013, 17.95
34.000, 34.009, 18.74
34.000, 34.006, 18.83
34.000, 34.015, 17.23
34.000, 34.020, 17.24
34.000, 34.009, 19.17
34.000, 34.003, 19.25
34.000, 34.021, 16.05
34.000, 34.015, 18.35
34.000, 34.013, 18.10
34.000, 34.006, 19.11
34.000, 34.017, 16.92
34.000, 34.020, 17.27
34.000, 34.009, 19.09
34.000, 34.013, 17.58
34.000, 34.007, 18.83
34.000, 34.012, 17.67
34.000, 34.015, 17.56
34.000, 34.004, 19.38
34.000, 34.020, 16.27
34.000, 34.012, 18.57
34.000, 34.015, 17.52
34.000, 34.007, 18.88
34.000, 34.006, 18.52
34.000, 34.012, 17.48
34.000, 34.012, 17.94
34.000, 34.009, 18.39
34.000, 34.009, 18.15
34.000, 34.012, 17.69
34.000, 34.004, 19.05
34.000, 34.009, 17.78
34.000, 34.001, 19.26
34.000, 34.006, 17.99
34.000, 34.007, 18.11
34.000, 34.007, 18.22
34.000, 34.007, 18.21
34.000, 34.006, 18.44
34.000, 34.018, 16.49
34.000, 34.015, 17.87
34.000, 34.017, 17.40
34.000, 34.003, 19.55
34.000, 34.012, 17.13
34.000, 34.004, 18.96
34.000, 34.010, 17.46
34.000, 34.013, 17.47
34.000, 34.012, 17.92
34.000, 33.997, 20.07
34.000, 34.003, 17.99
34.000, 34.007, 17.77
34.000, 34.000, 19.26
34.000, 34.009, 17.30
34.000, 34.007, 18.23
34.000, 34.003, 18.79
34.000, 34.006, 17.98
34.000, 34.009, 17.75
34.000, 34.017, 16.84
34.000, 34.009, 18.55
34.000, 34.009, 17.96
34.000, 34.004, 18.64
34.000, 34.001, 18.74
34.000, 34.001, 18.50
34.000, 34.001, 18.50
34.000, 34.003, 18.27
34.000, 34.009, 17.48
34.000, 34.007, 18.17
34.000, 34.013, 17.13
34.000, 34.009, 18.27
34.000, 34.012, 17.46
34.000, 34.003, 19.05
34.000, 34.001, 18.57
34.000, 34.003, 18.23
34.000, 34.010, 17.20
34.000, 34.006, 18.46
34.000, 34.003, 18.56
34.000, 34.004, 18.10
34.000, 34.024, 15.25
34.000, 34.007, 19.26
34.000, 34.004, 18.42
34.000, 34.007, 17.73
34.000, 34.009, 17.73
34.000, 34.013, 17.16
34.000, 34.007, 18.41
34.000, 34.009, 17.71
34.000, 34.007, 18.05
34.000, 33.998, 19.29
34.000, 34.003, 17.90
34.000, 34.004, 18.03
34.000, 34.007, 17.68
34.000, 34.013, 17.00
34.000, 34.009, 18.14
34.000, 34.003, 18.70
34.000, 34.004, 18.00
34.000, 34.009, 17.43
34.000, 34.006, 18.23
34.000, 34.007, 17.76
34.000, 33.994, 19.92
34.000, 34.015, 15.68
34.000, 34.017, 17.09
34.000, 34.004, 19.01
34.000, 34.001, 18.53
34.000, 33.998, 18.75
34.000, 34.009, 16.92
34.000, 34.001, 18.87
34.000, 34.006, 17.60
34.000, 34.006, 17.95
34.000, 34.007, 17.72
34.000, 34.006, 18.05
34.000, 34.003, 18.39
34.000, 34.006, 17.70
34.000, 34.001, 18.61
34.000, 34.001, 18.26
34.000, 33.995, 19.17
34.000, 34.004, 17.33
34.000, 34.009, 17.35
34.000, 34.004, 18.38
34.000, 33.998, 18.93
34.000, 34.003, 17.78
34.000, 34.013, 16.54
34.000, 34.003, 18.94
34.000, 34.001, 18.35
34.000, 34.003, 18.00
34.000, 34.001, 18.35
34.000, 34.007, 17.32
34.000, 33.998, 19.15
34.000, 34.001, 17.99
34.000, 34.003, 17.99
34.000, 33.997, 19.02
34.000, 33.998, 18.33
34.000, 34.001, 17.99
34.000, 34.003, 17.99
34.000, 34.001, 18.34
34.000, 34.003, 17.99
34.000, 34.007, 17.42
34.000, 34.004, 18.22
34.000, 34.010, 17.07
34.000, 34.007, 17.99
34.000, 34.000, 18.89
34.000, 34.009, 16.94
34.000, 34.001, 18.77
34.000, 34.004, 17.73
34.000, 33.995, 19.33
34.000, 33.997, 18.40
34.000, 34.001, 17.84
34.000, 34.010, 16.82
34.000, 34.000, 19.11
34.000, 34.006, 17.38
34.000, 33.995, 19.44
34.000, 34.004, 17.25
34.000, 34.003, 18.18
34.000, 33.995, 19.20
34.000, 34.001, 17.71
34.000, 34.000, 18.40
34.000, 34.000, 18.29
34.000, 34.003, 17.83
34.000, 34.001, 18.29
34.000, 34.003, 17.94
34.000, 34.006, 17.60
34.000, 34.006, 17.83
34.000, 34.003, 18.28
34.000, 34.003, 18.05
34.000, 33.997, 18.96
34.000, 34.009, 16.67
34.000, 34.003, 18.51
34.000, 34.000, 18.49
34.000, 33.998, 18.49
34.000, 33.998, 18.37
34.000, 34.007, 17.01
34.000, 34.001, 18.61
34.000, 34.006, 17.46
34.000, 34.006, 17.81
34.000, 34.007, 17.58
34.000, 34.006, 17.92
34.000, 34.003, 18.25
34.000, 34.003, 18.01
34.000, 34.003, 18.01
34.000, 34.004, 17.78
34.000, 34.006, 17.67
34.000, 34.001, 18.46
34.000, 34.004, 17.65
34.000, 34.000, 18.57
34.000, 34.003, 17.76
34.000, 33.994, 19.36
34.000, 34.004, 17.07
34.000, 34.006, 17.66
34.000, 34.004, 18.00
34.000, 34.003, 18.10
34.000, 34.001, 18.21
34.000, 34.010, 16.73
34.000, 34.013, 16.97
34.000, 33.998, 19.47
34.000, 34.003, 17.61
34.000, 34.006, 17.51
34.000, 34.003, 18.19
34.000, 34.001, 18.18
34.000, 33.997, 18.75
34.000, 34.004, 17.26
34.000, 34.003, 18.07
34.000, 34.017, 15.90
34.000, 34.001, 19.22
34.000, 34.007, 17.14
34.000, 34.003, 18.28
34.000, 34.000, 18.39
34.000, 33.997, 18.61
34.000, 34.004, 17.24
34.000, 34.003, 18.05
34.000, 34.009, 17.02
34.000, 34.007, 17.71
34.000, 33.997, 19.18
34.000, 34.001, 17.68
34.000, 33.989, 19.85
34.000, 34.003, 16.87
34.000, 34.006, 17.47
34.000, 33.998, 18.83
34.000, 34.001, 17.79
34.000, 34.000, 18.26
34.000, 34.001, 17.91
