set_c,c,output
25.000, 24.996, 4.50
25.000, 24.999, 3.58
25.000, 24.996, 4.27
25.000, 25.008, 1.99
25.000, 24.996, 5.08
25.000, 24.996, 4.03
25.000, 25.000, 3.35
25.000, 25.005, 2.79
25.000, 25.000, 4.17
25.000, 25.003, 3.24
25.000, 24.999, 4.16
25.000, 24.997, 4.04
25.000, 24.993, 4.60
25.000, 24.993, 4.26
25.000, 24.992, 4.49
25.000, 24.997, 3.47
25.000, 24.997, 3.94
25.000, 24.996, 4.17
25.000, 24.999, 3.60
25.000, 25.005, 2.70
25.000, 25.001, 3.96
25.000, 24.997, 4.29
25.000, 24.995, 4.40
25.000, 25.007, 2.12
25.000, 25.007, 3.17
25.000, 24.999, 4.53
25.000, 25.003, 3.15
25.000, 25.001, 3.72
25.000, 24.997, 4.29
25.000, 24.997, 3.94
25.000, 24.985, 5.99
25.000, 24.996, 3.13
25.000, 25.001, 3.16
25.000, 24.995, 4.76
25.000, 25.000, 3.27
25.000, 24.996, 4.42
25.000, 24.995, 4.30
25.000, 25.000, 3.28
25.000, 24.996, 4.43
25.000, 24.999, 3.63
25.000, 24.993, 4.77
25.000, 24.999, 3.40
25.000, 24.999, 3.87
25.000, 25.001, 3.42
25.000, 25.001, 3.65
25.000, 24.997, 4.33
25.000, 25.000, 3.53
25.000, 24.999, 3.99
25.000, 25.000, 3.64
25.000, 24.995, 4.67
25.000, 24.996, 3.98
25.000, 24.995, 4.33
25.000, 24.990, 4.90
25.000, 24.995, 3.87
25.000, 24.988, 5.37
25.000, 24.993, 3.88
25.000, 24.993, 4.36
25.000, 24.992, 4.59
25.000, 24.990, 4.71
25.000, 24.996, 3.69
25.000, 24.995, 4.39
25.000, 24.999, 3.59
25.000, 24.997, 4.17
25.000, 25.004, 2.92
25.000, 24.995, 5.09
25.000, 24.999, 3.60
25.000, 25.003, 3.27
25.000, 25.003, 3.61
25.000, 25.004, 3.38
25.000, 25.005, 3.27
25.000, 24.992, 5.66
25.000, 25.004, 2.45
25.000, 24.995, 5.09
25.000, 24.989, 5.19
25.000, 24.992, 4.27
25.000, 24.992, 4.51
25.000, 24.997, 3.61
25.000, 25.001, 3.40
25.000, 25.000, 3.98
25.000, 24.993, 5.00
25.000, 25.005, 2.37
25.000, 25.003, 3.87
25.000, 24.999, 4.32
25.000, 25.004, 3.06
25.000, 24.995, 5.12
25.000, 24.999, 3.62
25.000, 24.997, 4.20
25.000, 24.999, 3.86
25.000, 25.000, 3.75
25.000, 25.001, 3.64
25.000, 24.996, 4.66
25.000, 24.997, 3.97
25.000, 25.000, 3.63
25.000, 24.996, 4.55
25.000, 25.000, 3.52
25.000, 25.001, 3.64
25.000, 24.997, 4.44
25.000, 24.993, 4.78
25.000, 24.993, 4.43
25.000, 25.001, 3.07
25.000, 24.989, 5.82
25.000, 24.992, 4.32
25.000, 24.993, 4.33
25.000, 24.996, 4.00
25.000, 24.997, 4.01
25.000, 24.995, 4.59
25.000, 25.000, 3.45
25.000, 25.001, 3.69
25.000, 25.010, 2.44
25.000, 24.997, 5.18
25.000, 25.001, 3.45
25.000, 24.999, 4.25
25.000, 25.001, 3.56
25.000, 24.997, 4.48
25.000, 25.000, 3.68
25.000, 24.997, 4.37
25.000, 24.999, 3.91
25.000, 24.993, 4.93
25.000, 24.995, 4.24
25.000, 25.000, 3.45
25.000, 25.000, 3.92
25.000, 24.995, 4.83
25.000, 25.004, 2.78
25.000, 24.999, 4.50
25.000, 25.000, 3.81
25.000, 25.000, 3.93
25.000, 25.000, 3.93
25.000, 25.005, 3.01
25.000, 24.997, 4.85
25.000, 24.993, 4.83
25.000, 24.995, 4.25
25.000, 25.000, 3.47
25.000, 24.992, 5.30
25.000, 24.988, 5.29
25.000, 24.996, 3.58
25.000, 24.993, 4.74
25.000, 24.997, 3.83
25.000, 24.999, 3.96
25.000, 24.996, 4.53
25.000, 24.992, 4.98
25.000, 24.993, 4.41
25.000, 25.003, 2.94
25.000, 24.985, 6.72
25.000, 24.999, 2.93
25.000, 25.001, 3.65
25.000, 25.005, 3.20
25.000, 24.995, 5.37
25.000, 24.997, 3.98
25.000, 25.004, 3.08
25.000, 25.000, 4.34
25.000, 24.996, 4.67
25.000, 25.001, 3.41
25.000, 24.996, 4.79
25.000, 24.996, 4.33
25.000, 24.999, 3.88
25.000, 25.003, 3.43
25.000, 24.996, 4.92
25.000, 24.999, 3.88
25.000, 24.997, 4.34
25.000, 24.990, 5.36
25.000, 25.000, 3.19
25.000, 24.996, 4.70
25.000, 25.000, 3.66
25.000, 24.997, 4.47
25.000, 24.992, 5.15
25.000, 24.992, 4.69
25.000, 24.989, 5.15
25.000, 25.001, 2.88
25.000, 24.997, 4.61
25.000, 25.001, 3.58
25.000, 25.001, 3.93
25.000, 24.993, 5.30
25.000, 24.999, 3.69
25.000, 25.001, 3.70
25.000, 25.000, 4.16
25.000, 24.999, 4.27
25.000, 24.999, 4.16
25.000, 25.004, 3.25
25.000, 24.996, 5.08
25.000, 24.997, 4.15
25.000, 24.989, 5.64
25.000, 24.999, 3.35
25.000, 25.003, 3.49
25.000, 25.004, 3.61
25.000, 25.001, 4.18
25.000, 25.011, 2.35
25.000, 25.003, 4.53
25.000, 24.996, 4.96
25.000, 25.004, 3.01
25.000, 25.004, 3.71
25.000, 25.008, 3.02
25.000, 25.000, 4.74
25.000, 24.993, 5.17
25.000, 25.003, 3.00
25.000, 24.995, 5.18
25.000, 24.996, 4.25
25.000, 24.997, 4.15
25.000, 24.996, 4.49
25.000, 24.993, 4.84
25.000, 25.004, 2.79
25.000, 24.999, 4.63
25.000, 24.992, 5.30
25.000, 24.999, 3.58
25.000, 24.995, 4.85
25.000, 25.000, 3.60
25.000, 25.004, 3.38
25.000, 25.005, 3.50
25.000, 24.997, 4.98
25.000, 24.999, 4.05
25.000, 24.999, 4.17
25.000, 25.001, 3.72
25.000, 25.003, 3.72
25.000, 24.997, 4.75
25.000, 25.000, 3.83
25.000, 25.003, 3.61
25.000, 24.993, 5.43
25.000, 24.993, 4.62
25.000, 24.999, 3.71
25.000, 24.990, 5.55
25.000, 25.000, 3.26
25.000, 24.996, 4.76
25.000, 25.000, 3.73
25.000, 24.992, 5.45
25.000, 24.999, 3.61
25.000, 25.005, 3.06
25.000, 25.003, 4.10
25.000, 24.997, 4.77
25.000, 24.997, 4.31
25.000, 24.996, 4.54
25.000, 24.996, 4.42
25.000, 25.000, 3.74
25.000, 25.001, 3.87
25.000, 24.993, 5.35
25.000, 24.996, 4.20
25.000, 24.996, 4.44
25.000, 24.995, 4.67
25.000, 24.999, 3.87
25.000, 25.001, 3.77
25.000, 24.997, 4.68
25.000, 25.007, 2.74
25.000, 25.000, 4.69
25.000, 25.005, 3.20
25.000, 24.996, 5.26
25.000, 25.000, 3.76
25.000, 24.993, 5.25
25.000, 24.999, 3.75
25.000, 24.997, 4.45
25.000, 24.992, 5.25
25.000, 25.001, 3.19
25.000, 24.993, 5.38
25.000, 24.997, 4.00
25.000, 25.007, 2.76
25.000, 24.999, 4.94
25.000, 25.004, 3.32
25.000, 24.997, 4.93
25.000, 25.003, 3.43
25.000, 24.999, 4.58
25.000, 25.007, 2.87
25.000, 25.001, 4.48
25.000, 25.000, 4.23
25.000, 25.001, 3.89
25.000, 24.995, 5.14
25.000, 24.997, 4.11
25.000, 24.993, 5.03
25.000, 25.000, 3.54
25.000, 25.001, 3.90
25.000, 24.990, 5.84
25.000, 24.995, 4.22
25.000, 24.993, 4.81
25.000, 24.996, 4.24
25.000, 24.997, 4.25
25.000, 25.000, 3.92
25.000, 24.999, 4.38
25.000, 25.003, 3.58
25.000, 25.001, 4.16
25.000, 24.999, 4.49
25.000, 25.010, 2.44
25.000, 24.997, 5.42
25.000, 25.003, 3.45
25.000, 25.000, 4.38
25.000, 25.000, 4.14
25.000, 25.003, 3.69
25.000, 24.999, 4.60
25.000, 25.001, 3.79
25.000, 24.996, 4.94
25.000, 24.997, 4.25
25.000, 24.997, 4.37
25.000, 25.000, 3.91
25.000, 24.996, 4.83
25.000, 25.003, 3.34
25.000, 24.996, 5.07
25.000, 24.997, 4.26
25.000, 24.995, 4.83
25.000, 24.997, 4.15
25.000, 24.999, 4.15
25.000, 25.001, 3.82
25.000, 25.003, 3.82
25.000, 24.996, 5.08
25.000, 24.996, 4.49
25.000, 24.992, 5.18
25.000, 24.999, 3.70
25.000, 25.003, 3.60
25.000, 24.996, 5.09
25.000, 24.999, 4.05
25.000, 24.995, 4.97
25.000, 24.996, 4.39
25.000, 24.997, 4.29
25.000, 25.005, 3.04
25.000, 25.000, 4.65
25.000, 25.000, 4.18
25.000, 25.001, 3.95
25.000, 25.007, 3.16
25.000, 24.999, 4.99
25.000, 25.000, 4.06
25.000, 25.004, 3.49
25.000, 25.001, 4.30
25.000, 24.997, 4.74
25.000, 24.995, 4.85
25.000, 24.999, 3.94
25.000, 25.001, 3.83
25.000, 25.003, 3.84
25.000, 25.000, 4.41
25.000, 25.003, 3.72
25.000, 24.997, 4.86
25.000, 25.005, 3.03
25.000, 24.999, 4.87
25.000, 24.999, 4.28
25.000, 25.001, 3.83
25.000, 24.990, 5.88
25.000, 24.989, 5.18
25.000, 24.992, 4.62
25.000, 24.996, 4.18
25.000, 24.990, 5.44
25.000, 24.997, 3.84
25.000, 25.000, 3.98
25.000, 25.005, 3.30
25.000, 24.992, 6.04
25.000, 25.004, 2.83
25.000, 24.996, 5.24
25.000, 24.995, 4.77
25.000, 24.993, 4.89
25.000, 25.000, 3.64
25.000, 24.997, 4.68
25.000, 24.999, 4.22
25.000, 24.996, 4.79
25.000, 24.993, 5.02
25.000, 24.995, 4.56
25.000, 24.996, 4.45
25.000, 25.004, 3.21
25.000, 25.008, 3.23
25.000, 24.996, 5.62
25.000, 24.996, 4.57
25.000, 24.995, 4.80
25.000, 25.000, 3.78
25.000, 25.007, 3.11
25.000, 25.001, 4.60
25.000, 25.008, 2.99
25.000, 25.001, 4.71
25.000, 25.003, 3.89
25.000, 25.001, 4.23
25.000, 24.999, 4.57
25.000, 24.996, 4.79
25.000, 24.997, 4.33
25.000, 24.993, 5.14
25.000, 25.001, 3.42
25.000, 24.999, 4.58
25.000, 24.995, 5.03
25.000, 24.997, 4.23
25.000, 25.000, 4.01
25.000, 24.995, 5.16
25.000, 25.000, 3.78
25.000, 25.003, 3.79
25.000, 25.001, 4.25
25.000, 25.003, 3.91
25.000, 25.003, 4.02
25.000, 25.003, 4.02
25.000, 25.005, 3.56
25.000, 24.997, 5.16
25.000, 25.010, 2.41
25.000, 24.999, 5.28
25.000, 24.999, 4.34
25.000, 25.004, 3.43
25.000, 25.007, 3.44
25.000, 25.003, 4.35
25.000, 24.997, 4.91
25.000, 25.003, 3.53
25.000, 25.001, 4.23
25.000, 25.001, 4.11
25.000, 25.000, 4.33
25.000, 24.996, 4.90
25.000, 24.993, 5.01
25.000, 24.996, 4.32
25.000, 25.003, 3.42
25.000, 24.992, 5.83
25.000, 24.997, 3.99
25.000, 24.996, 4.69
25.000, 25.001, 3.66
25.000, 25.000, 4.36
25.000, 24.999, 4.47
25.000, 24.996, 4.81
25.000, 24.999, 4.12
25.000, 24.999, 4.36
25.000, 24.999, 4.36
25.000, 25.001, 3.90
25.000, 24.996, 5.05
25.000, 24.995, 4.81
25.000, 24.999, 4.01
25.000, 25.007, 3.00
25.000, 24.996, 5.52
25.000, 25.003, 3.45
25.000, 24.997, 4.94
25.000, 25.000, 4.02
25.000, 24.995, 5.16
25.000, 25.008, 2.42
25.000, 25.004, 4.27
25.000, 25.001, 4.37
25.000, 24.997, 4.82
25.000, 24.999, 4.24
25.000, 24.999, 4.36
25.000, 24.999, 4.36
25.000, 25.004, 3.45
25.000, 25.004, 3.92
25.000, 25.005, 3.68
25.000, 24.993, 5.85
25.000, 25.000, 3.66
25.000, 24.999, 4.47
25.000, 24.999, 4.36
25.000, 24.995, 5.04
25.000, 24.997, 4.24
25.000, 25.001, 3.79
25.000, 25.003, 3.91
25.000, 24.997, 4.94
25.000, 24.997, 4.47
25.000, 25.003, 3.57
25.000, 24.995, 5.40
25.000, 24.997, 4.24
25.000, 25.007, 2.89
25.000, 25.001, 4.61
25.000, 25.001, 4.14
25.000, 25.001, 4.14
25.000, 24.999, 4.60
25.000, 24.999, 4.36
25.000, 24.996, 4.82
25.000, 25.005, 2.99
25.000, 24.996, 5.40
25.000, 24.996, 4.59
25.000, 24.995, 4.82
25.000, 25.001, 3.57
25.000, 25.000, 4.38
25.000, 24.995, 5.17
25.000, 24.992, 5.16
25.000, 24.996, 4.25
25.000, 24.997, 4.38
25.000, 24.997, 4.50
25.000, 24.992, 5.41
25.000, 25.003, 3.13
25.000, 25.001, 4.29
25.000, 24.999, 4.63
25.000, 25.003, 3.71
25.000, 25.005, 3.61
25.000, 25.000, 4.75
25.000, 24.999, 4.51
25.000, 25.008, 2.80
25.000, 24.996, 5.66
25.000, 25.001, 3.70
25.000, 25.004, 3.71
25.000, 25.005, 3.71
25.000, 25.001, 4.51
25.000, 25.003, 3.93
25.000, 25.003, 4.04
25.000, 24.999, 4.72
25.000, 24.996, 4.83
25.000, 24.996, 4.60
25.000, 25.001, 3.69
25.000, 24.997, 4.84
25.000, 25.004, 3.35
25.000, 24.990, 6.21
25.000, 24.992, 4.82
25.000, 24.995, 4.49
25.000, 25.001, 3.59
25.000, 24.997, 4.86
25.000, 24.995, 4.96
25.000, 25.003, 3.37
25.000, 25.000, 4.52
25.000, 24.996, 4.97
25.000, 25.000, 3.94
25.000, 24.996, 4.98
25.000, 25.005, 3.04
25.000, 24.997, 5.22
25.000, 24.996, 4.74
25.000, 24.999, 4.17
25.000, 25.001, 3.95
25.000, 24.997, 4.87
25.000, 24.996, 4.75
25.000, 24.992, 5.32
25.000, 24.999, 3.84
25.000, 24.999, 4.42
25.000, 25.004, 3.51
25.000, 25.003, 4.21
25.000, 25.004, 3.86
25.000, 25.001, 4.43
25.000, 24.997, 4.88
25.000, 24.999, 4.30
25.000, 25.004, 3.51
25.000, 24.993, 5.79
25.000, 25.003, 3.27
25.000, 24.996, 5.22
25.000, 24.995, 4.87
25.000, 24.996, 4.53
25.000, 24.992, 5.33
25.000, 24.996, 4.31
25.000, 24.993, 5.12
25.000, 24.999, 3.98
25.000, 24.996, 4.90
25.000, 24.997, 4.44
25.000, 25.003, 3.65
25.000, 25.004, 3.89
25.000, 24.999, 4.91
25.000, 25.007, 3.08
25.000, 25.003, 4.46
25.000, 25.003, 4.11
25.000, 24.999, 4.79
25.000, 25.000, 4.21
25.000, 24.999, 4.55
25.000, 24.993, 5.35
25.000, 25.003, 3.29
25.000, 24.999, 4.79
25.000, 24.996, 4.90
25.000, 25.005, 3.07
25.000, 25.008, 3.43
25.000, 25.001, 4.80
25.000, 25.000, 4.44
25.000, 25.000, 4.32
25.000, 24.999, 4.55
25.000, 24.999, 4.44
25.000, 24.993, 5.35
25.000, 25.005, 2.83
25.000, 25.003, 4.34
25.000, 25.000, 4.56
25.000, 25.001, 4.10
25.000, 24.990, 6.03
25.000, 24.993, 4.65
25.000, 25.005, 2.84
25.000, 25.000, 4.80
25.000, 24.999, 4.56
25.000, 25.008, 2.85
25.000, 25.000, 5.03
25.000, 25.005, 3.42
25.000, 25.000, 4.79
25.000, 25.001, 4.09
25.000, 25.003, 3.98
25.000, 25.003, 4.10
25.000, 25.001, 4.32
25.000, 25.004, 3.75
25.000, 25.000, 4.66
25.000, 25.008, 2.94
25.000, 25.000, 5.01
25.000, 24.995, 5.21
25.000, 24.996, 4.52
25.000, 25.000, 3.96
25.000, 24.993, 5.45
25.000, 25.000, 3.73
25.000, 25.003, 3.86
25.000, 24.996, 5.23
25.000, 24.993, 5.11
25.000, 25.005, 2.83
25.000, 25.000, 4.79
25.000, 24.997, 4.78
25.000, 24.999, 4.32
25.000, 25.003, 3.75
25.000, 25.000, 4.56
25.000, 24.999, 4.55
25.000, 24.996, 4.89
25.000, 24.996, 4.66
25.000, 25.004, 3.29
25.000, 25.003, 4.22
25.000, 24.999, 4.79
25.000, 24.997, 4.66
25.000, 24.997, 4.55
25.000, 25.000, 4.09
25.000, 24.996, 5.01
25.000, 24.993, 5.12
25.000, 25.000, 3.75
25.000, 25.000, 4.34
25.000, 24.992, 5.70
25.000, 25.001, 3.41
25.000, 25.003, 4.01
25.000, 24.999, 4.80
25.000, 24.999, 4.45
25.000, 25.004, 3.54
25.000, 25.010, 3.10
25.000, 24.999, 5.38
25.000, 24.999, 4.44
25.000, 25.007, 3.08
25.000, 25.004, 4.23
25.000, 25.005, 3.77
25.000, 25.001, 4.56
25.000, 24.999, 4.66
25.000, 25.000, 4.20
25.000, 25.007, 3.18
25.000, 24.999, 5.13
25.000, 25.003, 3.74
25.000, 24.999, 4.78
25.000, 25.004, 3.51
25.000, 24.996, 5.35
25.000, 25.000, 3.96
25.000, 24.996, 5.00
25.000, 25.004, 3.28
25.000, 25.000, 4.67
25.000, 25.005, 3.40
25.000, 25.001, 4.55
25.000, 25.000, 4.43
25.000, 25.004, 3.63
25.000, 24.999, 4.88
25.000, 25.003, 3.73
25.000, 24.993, 5.68
25.000, 24.997, 4.18
25.000, 25.001, 3.85
25.000, 25.005, 3.52
25.000, 24.993, 5.91
25.000, 24.995, 4.64
25.000, 25.004, 3.16
25.000, 24.996, 5.35
25.000, 24.993, 5.10
25.000, 24.999, 3.96
25.000, 24.989, 6.03
25.000, 25.000, 3.40
25.000, 25.001, 4.10
25.000, 24.999, 4.68
25.000, 25.001, 3.99
25.000, 24.999, 4.68
25.000, 25.005, 3.30
25.000, 24.993, 5.94
25.000, 25.003, 3.29
25.000, 24.997, 5.02
25.000, 25.011, 2.28
25.000, 24.992, 6.63
25.000, 24.997, 4.08
25.000, 24.993, 5.24
25.000, 24.997, 4.21
25.000, 25.004, 3.42
25.000, 25.008, 3.32
25.000, 25.007, 3.90
25.000, 25.005, 4.00
25.000, 25.001, 4.56
25.000, 25.010, 2.84
25.000, 25.005, 4.22
25.000, 25.003, 4.32
25.000, 25.007, 3.40
25.000, 24.999, 5.11
25.000, 25.008, 2.82
25.000, 25.003, 4.54
25.000, 24.996, 5.21
25.000, 25.010, 2.35
25.000, 25.000, 5.11
25.000, 24.996, 4.97
25.000, 24.997, 4.39
25.000, 24.997, 4.51
25.000, 24.995, 4.97
25.000, 25.005, 2.92
25.000, 25.001, 4.53
25.000, 25.001, 4.18
25.000, 24.995, 5.32
25.000, 25.004, 3.14
25.000, 25.000, 4.64
25.000, 25.003, 3.84
25.000, 24.993, 5.66
25.000, 24.997, 4.16
25.000, 25.003, 3.61
25.000, 25.001, 4.30
25.000, 24.996, 5.09
25.000, 25.001, 3.72
25.000, 24.997, 4.87
25.000, 25.000, 4.06
25.000, 24.993, 5.44
25.000, 24.990, 5.31
25.000, 24.999, 3.72
25.000, 24.990, 5.79
25.000, 25.000, 3.50
25.000, 25.005, 3.41
25.000, 24.990, 6.38
25.000, 24.999, 3.73
25.000, 24.999, 4.44
25.000, 25.000, 4.21
25.000, 25.003, 3.87
25.000, 25.003, 4.10
25.000, 25.005, 3.65
25.000, 25.004, 4.10
25.000, 25.001, 4.44
25.000, 25.005, 3.52
25.000, 24.999, 5.01
25.000, 25.008, 2.83
25.000, 24.995, 5.92
25.000, 25.008, 2.47
25.000, 24.997, 5.46
25.000, 25.001, 3.84
25.000, 24.999, 4.65
25.000, 25.003, 3.73
25.000, 24.995, 5.45
25.000, 25.003, 3.38
25.000, 24.992, 5.90
25.000, 24.995, 4.52
25.000, 24.992, 5.21
25.000, 25.000, 3.62
25.000, 24.992, 5.69
25.000, 25.005, 2.71
25.000, 24.992, 6.16
25.000, 24.995, 4.54
25.000, 24.999, 4.09
25.000, 25.000, 4.22
25.000, 25.000, 4.34
25.000, 25.005, 3.43
25.000, 25.003, 4.35
25.000, 25.003, 4.11
25.000, 25.007, 3.42
25.000, 24.995, 5.82
25.000, 24.997, 4.31
25.000, 24.990, 5.69
25.000, 24.997, 3.97
25.000, 25.000, 4.10
25.000, 25.004, 3.66
25.000, 25.004, 4.00
25.000, 25.004, 4.00
25.000, 25.010, 3.09
25.000, 25.000, 5.14
25.000, 25.014, 2.04
25.000, 24.992, 6.85
25.000, 24.999, 3.84
25.000, 25.003, 3.74
25.000, 25.003, 4.09
25.000, 24.999, 4.77
25.000, 24.997, 4.65
25.000, 24.996, 4.76
25.000, 25.000, 3.97
25.000, 25.000, 4.32
25.000, 25.005, 3.41
25.000, 25.004, 4.10
25.000, 24.995, 5.57
25.000, 25.007, 2.71
25.000, 25.007, 3.76
25.000, 25.000, 4.89
25.000, 24.995, 5.21
25.000, 25.004, 3.16
25.000, 25.003, 4.20
25.000, 24.988, 6.59
25.000, 24.996, 3.94
25.000, 24.992, 5.33
25.000, 24.995, 4.53
25.000, 24.995, 4.77
25.000, 24.999, 4.09
25.000, 24.995, 5.13
25.000, 24.995, 4.78
25.000, 25.007, 2.74
25.000, 24.999, 5.15
25.000, 25.001, 3.99
25.000, 24.996, 5.14
25.000, 25.004, 3.31
25.000, 25.003, 4.23
25.000, 25.004, 3.89
25.000, 25.000, 4.68
25.000, 24.997, 4.79
25.000, 25.003, 3.64
25.000, 25.005, 3.65
25.000, 25.001, 4.57
25.000, 24.999, 4.67
25.000, 25.003, 3.75
25.000, 24.996, 5.24
25.000, 24.993, 5.11
25.000, 25.000, 3.75
25.000, 25.003, 3.88
25.000, 24.996, 5.25
25.000, 25.001, 3.75
25.000, 25.000, 4.45
25.000, 24.999, 4.56
25.000, 24.997, 4.67
25.000, 25.001, 3.87
25.000, 24.995, 5.36
25.000, 25.007, 2.73
25.000, 24.996, 5.60
25.000, 24.996, 4.67
25.000, 24.995, 4.90
25.000, 24.996, 4.56
25.000, 25.003, 3.54
25.000, 25.004, 3.90
25.000, 24.992, 6.06
25.000, 24.999, 3.87
25.000, 25.001, 4.01
25.000, 24.999, 4.69
25.000, 24.992, 5.60
25.000, 24.996, 4.34
25.000, 24.993, 5.15
25.000, 25.004, 3.10
25.000, 25.001, 4.49
25.000, 25.001, 4.25
25.000, 24.997, 4.93
25.000, 25.003, 3.67
25.000, 25.003, 4.14
25.000, 25.001, 4.37
25.000, 25.005, 3.56
25.000, 25.008, 3.46
25.000, 25.003, 4.59
25.000, 24.997, 5.03
25.000, 25.001, 3.88
25.000, 25.005, 3.55
25.000, 25.004, 4.13
25.000, 25.004, 4.00
25.000, 24.999, 4.91
25.000, 24.995, 5.13
25.000, 25.011, 2.05
25.000, 25.005, 4.36
25.000, 24.995, 5.70
25.000, 25.000, 3.86
25.000, 24.996, 5.01
25.000, 24.997, 4.44
25.000, 24.995, 5.01
25.000, 24.996, 4.55
25.000, 25.000, 3.99
25.000, 25.008, 2.98
25.000, 24.997, 5.49
25.000, 25.000, 4.10
25.000, 24.992, 5.70
25.000, 25.007, 2.50
25.000, 25.004, 4.24
25.000, 25.007, 3.55
25.000, 25.001, 4.69
25.000, 25.001, 4.22
25.000, 25.000, 4.44
25.000, 25.001, 4.10
25.000, 25.003, 3.99
25.000, 24.999, 4.79
25.000, 24.997, 4.66
25.000, 25.001, 3.87
25.000, 24.997, 4.90
25.000, 24.995, 5.01
25.000, 25.000, 3.86
25.000, 24.997, 4.79
25.000, 25.003, 3.65
25.000, 25.003, 4.11
25.000, 24.989, 6.39
25.000, 24.996, 4.09
25.000, 24.997, 4.45
25.000, 25.000, 4.11
25.000, 24.993, 5.48
25.000, 25.001, 3.54
25.000, 24.995, 5.38
25.000, 24.995, 4.80
25.000, 25.003, 3.44
25.000, 25.005, 3.68
25.000, 25.000, 4.82
25.000, 25.003, 3.90
25.000, 24.992, 5.95
25.000, 25.000, 3.65
25.000, 24.999, 4.59
25.000, 25.004, 3.56
25.000, 25.004, 4.02
25.000, 24.996, 5.39
25.000, 24.995, 4.91
25.000, 24.999, 4.12
25.000, 24.995, 5.15
25.000, 25.003, 3.44
25.000, 25.005, 3.69
25.000, 24.988, 6.88
25.000, 25.001, 3.09
25.000, 25.004, 3.80
25.000, 25.004, 4.03
25.000, 25.001, 4.48
25.000, 24.997, 4.93
25.000, 24.999, 4.36
25.000, 25.001, 4.02
25.000, 24.993, 5.62
25.000, 25.001, 3.55
25.000, 25.001, 4.26
25.000, 24.988, 6.53
25.000, 25.001, 3.09
25.000, 25.003, 4.04
25.000, 25.004, 3.92
25.000, 25.003, 4.26
25.000, 25.001, 4.37
25.000, 25.005, 3.57
25.000, 25.005, 3.92
25.000, 24.988, 6.87
25.000, 24.997, 3.77
25.000, 25.000, 4.13
25.000, 25.000, 4.37
25.000, 24.992, 5.73
25.000, 25.001, 3.44
25.000, 24.992, 5.86
25.000, 25.007, 2.54
25.000, 24.990, 6.56
25.000, 25.001, 3.34
25.000, 24.995, 5.41
25.000, 25.014, 1.64
25.000, 24.999, 5.77
25.000, 24.999, 4.49
25.000, 25.003, 3.80
25.000, 25.007, 3.47
25.000, 25.001, 4.73
25.000, 25.000, 4.49
25.000, 24.999, 4.60
25.000, 25.005, 3.34
25.000, 24.996, 5.52
25.000, 24.996, 4.70
25.000, 24.999, 4.25
25.000, 24.999, 4.48
25.000, 25.000, 4.26
25.000, 24.995, 5.28
25.000, 24.992, 5.28
25.000, 24.995, 4.59
25.000, 25.000, 3.92
25.000, 24.999, 4.62
25.000, 25.010, 2.68
25.000, 24.993, 6.34
25.000, 24.992, 5.17
25.000, 25.003, 3.24
25.000, 25.005, 3.72
25.000, 25.008, 3.49
25.000, 25.000, 5.08
25.000, 25.003, 3.93
25.000, 25.004, 3.93
25.000, 25.003, 4.27
25.000, 24.997, 5.06
25.000, 25.000, 4.14
25.000, 24.999, 4.60
25.000, 24.997, 4.72
25.000, 24.997, 4.60
25.000, 25.000, 4.15
25.000, 25.003, 3.93
25.000, 25.004, 3.93
25.000, 25.003, 4.27
25.000, 24.997, 5.06
25.000, 24.995, 5.05
25.000, 25.001, 3.68
25.000, 25.000, 4.50
25.000, 25.000, 4.38
25.000, 24.999, 4.61
25.000, 25.003, 3.81
25.000, 25.001, 4.38
25.000, 24.997, 4.95
25.000, 24.995, 5.06
25.000, 25.003, 3.46
25.000, 25.003, 4.16
25.000, 24.993, 5.75
25.000, 24.995, 4.71
25.000, 24.999, 4.15
25.000, 24.999, 4.50
25.000, 24.997, 4.73
25.000, 25.000, 4.16
25.000, 25.008, 3.03
25.000, 24.997, 5.55
25.000, 25.001, 3.93
25.000, 24.995, 5.42
25.000, 25.010, 2.33
25.000, 25.004, 4.52
25.000, 24.999, 4.96
25.000, 24.996, 4.95
25.000, 24.999, 4.26
25.000, 24.997, 4.72
25.000, 24.997, 4.61
25.000, 24.996, 4.84
25.000, 25.005, 3.13
25.000, 24.990, 6.45
25.000, 25.004, 2.89
25.000, 24.995, 5.66
25.000, 24.997, 4.39
25.000, 24.996, 4.85
25.000, 25.001, 3.83
25.000, 24.993, 5.66
25.000, 25.001, 3.60
25.000, 24.997, 4.98
25.000, 24.996, 4.86
25.000, 25.001, 3.83
25.000, 25.001, 4.30
25.000, 24.996, 5.21
25.000, 25.003, 3.61
25.000, 25.001, 4.42
25.000, 25.000, 4.53
25.000, 24.999, 4.64
25.000, 25.001, 4.07
25.000, 24.992, 5.90
25.000, 25.000, 3.72
25.000, 25.001, 4.19
25.000, 24.999, 4.76
25.000, 25.001, 4.07
25.000, 24.996, 5.22
25.000, 24.997, 4.52
25.000, 25.005, 3.28
25.000, 25.000, 4.89
25.000, 25.001, 4.19
25.000, 24.999, 4.76
25.000, 24.997, 4.76
25.000, 24.999, 4.41
25.000, 24.997, 4.76
25.000, 25.007, 3.05
25.000, 24.996, 5.69
25.000, 25.000, 4.07
25.000, 24.995, 5.33
25.000, 24.999, 4.19
25.000, 25.004, 3.63
25.000, 24.990, 6.37
