volts,ppm,temp_c
0.99981699,-1.38,32.012
0.99981699,-1.38,32.025
0.99981699,-1.38,32.019
0.99981699,-1.38,32.015
0.99981699,-1.38,32.008
0.99981699,-1.38,32.022
0.99981699,-1.38,32.012
0.99981702,-1.35,32.012
0.99981702,-1.35,32.01
0.99981702,-1.35,32.019
0.99981702,-1.35,32.015
0.99981702,-1.35,32.002
0.99981702,-1.35,32.013
0.99981702,-1.35,32.008
0.99981702,-1.35,32.002
0.99981702,-1.35,32.008
0.99981702,-1.35,32.01
0.99981702,-1.35,32.015
0.99981702,-1.35,32.015
0.99981702,-1.35,32.012
0.99981699,-1.38,32.003
0.99981699,-1.38,32.009
0.99981699,-1.38,32.016
0.99981699,-1.38,32.016
0.99981699,-1.38,32.006
0.99981699,-1.38,32.012
0.99981699,-1.38,32.005
0.99981699,-1.38,32.013
0.99981699,-1.38,32.006
0.99981699,-1.38,32.021
0.99981699,-1.38,32.013
0.99981699,-1.38,32.019
0.99981699,-1.38,32.015
0.99981699,-1.38,32.006
0.99981689,-1.48,32.013
0.99981689,-1.48,32.012
0.99981689,-1.48,32.01
0.99981689,-1.48,32.015
0.99981689,-1.48,32.008
0.99981689,-1.48,32.008
0.99981689,-1.48,32.008
0.99981689,-1.48,32.008
0.99981689,-1.48,32.003
0.99981689,-1.48,32.013
0.99981689,-1.48,32.015
0.99981689,-1.48,32.015
0.99981689,-1.48,32.016
0.99981684,-1.53,32.0
0.99981684,-1.53,32.016
0.99981684,-1.53,32.009
0.99981684,-1.53,32.009
0.99981684,-1.53,32.006
0.99981684,-1.53,32.008
0.99981684,-1.53,32.01
0.99981684,-1.53,32.01
0.99981684,-1.53,32.005
0.99981684,-1.53,32.009
0.99981684,-1.53,32.013
0.99981684,-1.53,32.009
0.99981684,-1.53,32.01
0.99981674,-1.63,32.008
0.99981674,-1.63,32.002
0.99981674,-1.63,32.005
0.99981674,-1.63,32.005
0.99981674,-1.63,32.002
0.99981674,-1.63,32.003
0.99981674,-1.63,32.006
0.99981674,-1.63,32.01
0.99981674,-1.63,32.016
0.99981674,-1.63,32.009
0.99981674,-1.63,32.003
0.99981674,-1.63,32.009
0.99981674,-1.63,32.009
0.99981674,-1.63,32.006
0.99981682,-1.55,32.006
0.99981682,-1.55,32.002
0.99981682,-1.55,31.999
0.99981682,-1.55,32.006
0.99981682,-1.55,31.993
0.99981682,-1.55,32.003
0.99981682,-1.55,32.013
0.99981682,-1.55,32.005
0.99981682,-1.55,32.008
0.99981682,-1.55,32.012
0.99981682,-1.55,31.997
0.99981682,-1.55,32.0
0.99981682,-1.55,32.006
0.99981687,-1.50,32.006
0.99981687,-1.50,32.005
0.99981687,-1.50,32.0
0.99981687,-1.50,32.013
0.99981687,-1.50,32.012
0.99981687,-1.50,31.999
0.99981687,-1.50,32.003
0.99981687,-1.50,32.005
0.99981687,-1.50,32.01
0.99981687,-1.50,32.008
0.99981687,-1.50,32.003
0.99981687,-1.50,32.016
0.99981687,-1.50,32.006
0.99981687,-1.50,32.006
0.99981656,-1.81,32.008
0.99981656,-1.81,32.01
0.99981656,-1.81,32.008
0.99981656,-1.81,32.005
0.99981656,-1.81,32.01
0.99981656,-1.81,32.008
0.99981656,-1.81,32.0
0.99981656,-1.81,32.009
0.99981656,-1.81,32.012
0.99981656,-1.81,32.0
0.99981656,-1.81,31.996
0.99981656,-1.81,31.997
0.99981656,-1.81,32.0
0.99981687,-1.50,32.002
0.99981687,-1.50,32.005
0.99981687,-1.50,31.997
0.99981687,-1.50,32.002
0.99981687,-1.50,32.005
0.99981687,-1.50,32.002
0.99981687,-1.50,32.01
0.99981687,-1.50,32.013
0.99981687,-1.50,32.006
0.99981687,-1.50,32.005
0.99981687,-1.50,32.005
0.99981687,-1.50,32.01
0.99981687,-1.50,32.005
0.99981702,-1.35,32.005
0.99981702,-1.35,32.009
0.99981702,-1.35,32.006
0.99981702,-1.35,32.002
0.99981702,-1.35,32.002
0.99981702,-1.35,32.005
0.99981702,-1.35,32.008
0.99981702,-1.35,32.002
0.99981702,-1.35,32.009
0.99981702,-1.35,32.005
0.99981702,-1.35,32.006
0.99981702,-1.35,32.005
0.99981702,-1.35,32.0
0.99981702,-1.35,31.997
0.99981687,-1.50,32.002
0.99981687,-1.50,31.994
0.99981687,-1.50,31.991
0.99981687,-1.50,32.006
0.99981687,-1.50,32.005
0.99981687,-1.50,31.999
0.99981687,-1.50,32.006
0.99981687,-1.50,32.002
0.99981687,-1.50,31.991
0.99981687,-1.50,32.008
0.99981687,-1.50,31.994
0.99981687,-1.50,32.005
0.99981687,-1.50,31.999
0.99981712,-1.25,31.997
0.99981712,-1.25,32.006
0.99981712,-1.25,32.008
0.99981712,-1.25,32.003
0.99981712,-1.25,32.005
0.99981712,-1.25,32.003
0.99981712,-1.25,31.999
0.99981712,-1.25,32.013
0.99981712,-1.25,32.005
0.99981712,-1.25,32.002
0.99981712,-1.25,32.01
0.99981712,-1.25,32.003
0.99981712,-1.25,32.0
0.99981712,-1.25,32.003
0.9998172,-1.17,31.999
0.9998172,-1.17,32.002
0.9998172,-1.17,32.006
0.9998172,-1.17,32.002
0.9998172,-1.17,31.999
0.9998172,-1.17,32.005
0.9998172,-1.17,32.008
0.9998172,-1.17,32.008
0.9998172,-1.17,32.0
0.9998172,-1.17,31.993
0.9998172,-1.17,31.993
0.9998172,-1.17,32.003
0.9998172,-1.17,32.0
0.99981717,-1.20,32.01
0.99981717,-1.20,32.0
0.99981717,-1.20,32.0
0.99981717,-1.20,32.008
0.99981717,-1.20,32.005
0.99981717,-1.20,32.008
0.99981717,-1.20,32.002
0.99981717,-1.20,32.008
0.99981717,-1.20,32.002
0.99981717,-1.20,32.005
0.99981717,-1.20,31.999
0.99981717,-1.20,32.0
0.99981717,-1.20,31.999
0.99981727,-1.10,32.002
0.99981727,-1.10,32.002
0.99981727,-1.10,32.003
0.99981727,-1.10,32.002
0.99981727,-1.10,32.0
0.99981727,-1.10,31.997
0.99981727,-1.10,31.997
0.99981727,-1.10,31.997
0.99981727,-1.10,31.996
0.99981727,-1.10,32.0
0.99981727,-1.10,32.006
0.99981727,-1.10,31.996
0.99981727,-1.10,31.999
0.99981727,-1.10,32.008
0.99981732,-1.05,32.002
0.99981732,-1.05,32.003
0.99981732,-1.05,32.009
0.99981732,-1.05,32.01
0.99981732,-1.05,32.01
0.99981732,-1.05,32.0
0.99981732,-1.05,32.0
0.99981732,-1.05,31.997
0.99981732,-1.05,31.999
0.99981732,-1.05,31.991
0.99981732,-1.05,31.996
0.99981732,-1.05,31.994
0.99981732,-1.05,32.005
0.99981727,-1.10,32.002
0.99981727,-1.10,32.006
0.99981727,-1.10,32.002
0.99981727,-1.10,32.009
0.99981727,-1.10,31.996
0.99981727,-1.10,32.0
0.99981727,-1.10,31.999
0.99981727,-1.10,32.006
0.99981727,-1.10,32.015
0.99981727,-1.10,31.997
0.99981727,-1.10,31.999
0.99981727,-1.10,32.002
0.99981727,-1.10,31.997
0.99981727,-1.10,32.01
0.99981745,-0.92,31.993
0.99981745,-0.92,32.009
0.99981745,-0.92,32.005
0.99981745,-0.92,32.005
0.99981745,-0.92,31.999
0.99981745,-0.92,32.0
0.99981745,-0.92,32.003
0.99981745,-0.92,32.01
0.99981745,-0.92,32.0
0.99981745,-0.92,31.996
0.99981745,-0.92,32.002
0.99981745,-0.92,31.993
0.99981745,-0.92,32.0
0.99981747,-0.90,31.997
0.99981747,-0.90,32.006
0.99981747,-0.90,32.002
0.99981747,-0.90,32.0
0.99981747,-0.90,31.999
0.99981747,-0.90,32.0
0.99981747,-0.90,31.997
0.99981747,-0.90,32.0
0.99981747,-0.90,31.994
0.99981747,-0.90,31.997
0.99981747,-0.90,32.003
0.99981747,-0.90,31.994
0.99981747,-0.90,31.996
0.99981747,-0.90,31.997
0.99981722,-1.15,31.997
0.99981722,-1.15,31.999
0.99981722,-1.15,32.006
0.99981722,-1.15,32.0
0.99981722,-1.15,32.006
0.99981722,-1.15,32.009
0.99981722,-1.15,32.003
0.99981722,-1.15,32.006
0.99981722,-1.15,32.0
0.99981722,-1.15,31.996
0.99981722,-1.15,32.006
0.99981722,-1.15,32.0
0.99981722,-1.15,32.012
0.99981747,-0.90,32.003
0.99981747,-0.90,32.002
0.99981747,-0.90,31.993
0.99981747,-0.90,32.003
0.99981747,-0.90,31.993
0.99981747,-0.90,32.008
0.99981747,-0.90,32.006
0.99981747,-0.90,32.002
0.99981747,-0.90,31.996
0.99981747,-0.90,32.005
0.99981747,-0.90,31.999
0.99981747,-0.90,31.996
0.99981747,-0.90,32.006
0.9998172,-1.17,32.0
0.9998172,-1.17,31.99
0.9998172,-1.17,31.996
0.9998172,-1.17,31.994
0.9998172,-1.17,31.994
0.9998172,-1.17,31.993
0.9998172,-1.17,31.996
0.9998172,-1.17,31.993
0.9998172,-1.17,31.999
0.9998172,-1.17,31.996
0.9998172,-1.17,31.999
0.9998172,-1.17,31.994
0.9998172,-1.17,32.0
0.9998172,-1.17,31.997
0.99981737,-1.00,32.0
0.99981737,-1.00,31.999
0.99981737,-1.00,32.0
0.99981737,-1.00,32.003
0.99981737,-1.00,32.0
0.99981737,-1.00,31.994
0.99981737,-1.00,32.0
0.99981737,-1.00,32.003
0.99981737,-1.00,32.005
0.99981737,-1.00,32.005
0.99981737,-1.00,32.002
0.99981737,-1.00,32.005
0.99981737,-1.00,32.0
0.9998174,-0.97,32.002
0.9998174,-0.97,31.999
0.9998174,-0.97,31.997
0.9998174,-0.97,31.994
0.9998174,-0.97,32.003
0.9998174,-0.97,32.0
0.9998174,-0.97,31.999
0.9998174,-0.97,32.0
0.9998174,-0.97,32.006
0.9998174,-0.97,32.008
0.9998174,-0.97,31.988
0.9998174,-0.97,31.996
0.9998174,-0.97,32.002
0.99981725,-1.12,32.005
0.99981725,-1.12,31.999
0.99981725,-1.12,32.003
0.99981725,-1.12,32.0
0.99981725,-1.12,32.006
0.99981725,-1.12,32.003
0.99981725,-1.12,32.003
0.99981725,-1.12,31.999
0.99981725,-1.12,31.999
0.99981725,-1.12,31.996
0.99981725,-1.12,31.997
0.99981725,-1.12,31.999
0.99981725,-1.12,32.003
0.99981725,-1.12,32.005
0.99981727,-1.10,32.005
0.99981727,-1.10,31.996
0.99981727,-1.10,31.997
0.99981727,-1.10,32.002
0.99981727,-1.10,32.0
0.99981727,-1.10,32.009
0.99981727,-1.10,32.008
0.99981727,-1.10,32.002
0.99981727,-1.10,31.999
0.99981727,-1.10,32.005
0.99981727,-1.10,32.008
0.99981727,-1.10,32.006
0.99981727,-1.10,32.003
0.99981709,-1.28,32.008
0.99981709,-1.28,32.0
0.99981709,-1.28,32.0
0.99981709,-1.28,32.005
0.99981709,-1.28,32.008
0.99981709,-1.28,32.005
0.99981709,-1.28,32.006
0.99981709,-1.28,31.999
0.99981709,-1.28,32.0
0.99981709,-1.28,31.999
0.99981709,-1.28,32.0
0.99981709,-1.28,31.999
0.99981709,-1.28,31.997
0.99981709,-1.28,32.002
0.99981709,-1.28,32.003
0.99981709,-1.28,32.005
0.99981709,-1.28,32.003
0.99981709,-1.28,31.997
0.99981709,-1.28,32.006
0.99981709,-1.28,31.994
0.99981709,-1.28,31.994
0.99981709,-1.28,31.997
0.99981709,-1.28,31.999
0.99981709,-1.28,32.0
0.99981709,-1.28,32.003
0.99981709,-1.28,31.999
0.99981709,-1.28,31.999
0.99981725,-1.12,32.003
0.99981725,-1.12,31.999
0.99981725,-1.12,32.01
0.99981725,-1.12,31.997
0.99981725,-1.12,31.999
0.99981725,-1.12,32.005
0.99981725,-1.12,32.006
0.99981725,-1.12,32.0
0.99981725,-1.12,31.996
0.99981725,-1.12,31.999
0.99981725,-1.12,31.999
0.99981725,-1.12,32.002
0.99981725,-1.12,31.999
0.99981725,-1.12,32.005
0.99981722,-1.15,32.003
0.99981722,-1.15,32.037
0.99981722,-1.15,32.063
0.99981722,-1.15,32.122
0.99981722,-1.15,32.186
0.99981722,-1.15,32.265
0.99981722,-1.15,32.354
0.99981722,-1.15,32.438
0.99981722,-1.15,32.531
0.99981722,-1.15,32.614
0.99981722,-1.15,32.692
0.99981722,-1.15,32.767
0.99981722,-1.15,32.836
0.99981732,-1.05,32.903
0.99981732,-1.05,32.958
0.99981732,-1.05,33.013
0.99981732,-1.05,33.035
0.99981732,-1.05,33.064
0.99981732,-1.05,33.085
0.99981732,-1.05,33.104
0.99981732,-1.05,33.107
0.99981732,-1.05,33.107
0.99981732,-1.05,33.114
0.99981732,-1.05,33.111
0.99981732,-1.05,33.101
0.99981732,-1.05,33.086
0.9998174,-0.97,33.083
0.9998174,-0.97,33.07
0.9998174,-0.97,33.056
0.9998174,-0.97,33.038
0.9998174,-0.97,33.029
0.9998174,-0.97,33.02
0.9998174,-0.97,33.007
0.9998174,-0.97,33.004
0.9998174,-0.97,32.995
0.9998174,-0.97,32.991
0.9998174,-0.97,32.976
0.9998174,-0.97,32.97
0.9998174,-0.97,32.965
0.9998174,-0.97,32.968
0.9998176,-0.77,32.968
0.9998176,-0.77,32.958
0.9998176,-0.77,32.971
0.9998176,-0.77,32.973
0.9998176,-0.77,32.967
0.9998176,-0.77,32.971
0.9998176,-0.77,32.977
0.9998176,-0.77,32.98
0.9998176,-0.77,32.983
0.9998176,-0.77,32.988
0.9998176,-0.77,32.979
0.9998176,-0.77,32.992
0.9998176,-0.77,32.997
0.9998175,-0.87,32.994
0.9998175,-0.87,32.995
0.9998175,-0.87,33.0
0.9998175,-0.87,33.004
0.9998175,-0.87,33.007
0.9998175,-0.87,33.007
0.9998175,-0.87,33.008
0.9998175,-0.87,33.007
0.9998175,-0.87,33.01
0.9998175,-0.87,33.007
0.9998175,-0.87,33.001
0.9998175,-0.87,33.011
0.9998175,-0.87,33.004
0.9998175,-0.87,33.004
0.99981763,-0.74,33.005
0.99981763,-0.74,33.008
0.99981763,-0.74,33.01
0.99981763,-0.74,33.008
0.99981763,-0.74,33.014
0.99981763,-0.74,33.016
0.99981763,-0.74,33.016
0.99981763,-0.74,33.008
0.99981763,-0.74,33.013
0.99981763,-0.74,33.017
0.99981763,-0.74,33.016
0.99981763,-0.74,33.01
0.99981763,-0.74,33.013
0.99981763,-0.74,33.019
0.99981763,-0.74,33.014
0.99981763,-0.74,33.017
0.99981763,-0.74,33.016
0.99981763,-0.74,33.022
0.99981763,-0.74,33.013
0.99981763,-0.74,33.022
0.99981763,-0.74,33.028
0.99981763,-0.74,33.019
0.99981763,-0.74,33.023
0.99981763,-0.74,33.019
0.99981763,-0.74,33.025
0.99981763,-0.74,33.016
0.99981755,-0.82,33.025
0.99981755,-0.82,33.02
0.99981755,-0.82,33.025
0.99981755,-0.82,33.026
0.99981755,-0.82,33.029
0.99981755,-0.82,33.022
0.99981755,-0.82,33.022
0.99981755,-0.82,33.014
0.99981755,-0.82,33.022
0.99981755,-0.82,33.023
0.99981755,-0.82,33.025
0.99981755,-0.82,33.026
0.99981755,-0.82,33.026
0.99981755,-0.82,33.025
0.99981755,-0.82,33.025
0.99981755,-0.82,33.023
0.99981755,-0.82,33.016
0.99981755,-0.82,33.019
0.99981755,-0.82,33.02
0.99981755,-0.82,33.026
0.99981755,-0.82,33.032
0.99981755,-0.82,33.02
0.99981755,-0.82,33.031
0.99981755,-0.82,33.023
0.99981755,-0.82,33.026
0.99981755,-0.82,33.028
0.99981755,-0.82,33.022
0.99981773,-0.64,33.034
0.99981773,-0.64,33.037
0.99981773,-0.64,33.034
0.99981773,-0.64,33.031
0.99981773,-0.64,33.028
0.99981773,-0.64,33.031
0.99981773,-0.64,33.032
0.99981773,-0.64,33.037
0.99981773,-0.64,33.032
0.99981773,-0.64,33.041
0.99981773,-0.64,33.034
0.99981773,-0.64,33.026
0.99981773,-0.64,33.029
0.99981773,-0.64,33.035
0.99981775,-0.62,33.025
0.99981775,-0.62,33.032
0.99981775,-0.62,33.02
0.99981775,-0.62,33.026
0.99981775,-0.62,33.034
0.99981775,-0.62,33.032
0.99981775,-0.62,33.034
0.99981775,-0.62,33.034
0.99981775,-0.62,33.025
0.99981775,-0.62,33.026
0.99981775,-0.62,33.029
0.99981775,-0.62,33.035
0.99981775,-0.62,33.028
0.99981768,-0.69,33.025
0.99981768,-0.69,33.025
0.99981768,-0.69,33.02
0.99981768,-0.69,33.023
0.99981768,-0.69,33.028
0.99981768,-0.69,33.02
0.99981768,-0.69,33.025
0.99981768,-0.69,33.022
0.99981768,-0.69,33.023
0.99981768,-0.69,33.034
0.99981768,-0.69,33.035
0.99981768,-0.69,33.032
0.99981768,-0.69,33.043
0.99981737,-1.00,33.035
0.99981737,-1.00,33.026
0.99981737,-1.00,33.031
0.99981737,-1.00,33.031
0.99981737,-1.00,33.034
0.99981737,-1.00,33.031
0.99981737,-1.00,33.038
0.99981737,-1.00,33.04
0.99981737,-1.00,33.028
0.99981737,-1.00,33.026
0.99981737,-1.00,33.026
0.99981737,-1.00,33.019
0.99981737,-1.00,33.025
0.99981737,-1.00,33.028
0.99981727,-1.10,33.031
0.99981727,-1.10,33.026
0.99981727,-1.10,33.029
0.99981727,-1.10,33.023
0.99981727,-1.10,33.022
0.99981727,-1.10,33.031
0.99981727,-1.10,33.031
0.99981727,-1.10,33.022
0.99981727,-1.10,33.034
0.99981727,-1.10,33.022
0.99981727,-1.10,33.029
0.99981727,-1.10,33.032
0.99981727,-1.10,33.026
0.99981727,-1.10,33.02
0.99981727,-1.10,33.029
0.99981727,-1.10,33.038
0.99981727,-1.10,33.037
0.99981727,-1.10,33.034
0.99981727,-1.10,33.037
0.99981727,-1.10,33.034
0.99981727,-1.10,33.023
0.99981727,-1.10,33.023
0.99981727,-1.10,33.026
0.99981727,-1.10,33.029
0.99981727,-1.10,33.029
0.99981727,-1.10,33.028
0.99981727,-1.10,33.026
0.99981735,-1.02,33.031
0.99981735,-1.02,33.02
0.99981735,-1.02,33.022
0.99981735,-1.02,33.023
0.99981735,-1.02,33.028
0.99981735,-1.02,33.023
0.99981735,-1.02,33.028
0.99981735,-1.02,33.032
0.99981735,-1.02,33.023
0.99981735,-1.02,33.028
0.99981735,-1.02,33.028
0.99981735,-1.02,33.02
0.99981735,-1.02,33.022
0.99981753,-0.84,33.028
0.99981753,-0.84,33.026
0.99981753,-0.84,33.02
0.99981753,-0.84,33.022
0.99981753,-0.84,33.026
0.99981753,-0.84,33.034
0.99981753,-0.84,33.019
0.99981753,-0.84,33.034
0.99981753,-0.84,33.025
0.99981753,-0.84,33.031
0.99981753,-0.84,33.022
0.99981753,-0.84,33.023
0.99981753,-0.84,33.025
0.99981725,-1.12,33.028
0.99981725,-1.12,33.037
0.99981725,-1.12,33.028
0.99981725,-1.12,33.02
0.99981725,-1.12,33.023
0.99981725,-1.12,33.026
0.99981725,-1.12,33.034
0.99981725,-1.12,33.026
0.99981725,-1.12,33.026
0.99981725,-1.12,33.026
0.99981725,-1.12,33.023
0.99981725,-1.12,33.025
0.99981725,-1.12,33.017
0.99981725,-1.12,33.013
0.99981742,-0.95,33.023
0.99981742,-0.95,33.017
0.99981742,-0.95,33.014
0.99981742,-0.95,33.019
0.99981742,-0.95,33.025
0.99981742,-0.95,33.029
0.99981742,-0.95,33.02
0.99981742,-0.95,33.023
0.99981742,-0.95,33.022
0.99981742,-0.95,33.02
0.99981742,-0.95,33.02
0.99981742,-0.95,33.025
0.99981742,-0.95,33.017
0.99981735,-1.02,33.019
0.99981735,-1.02,33.02
0.99981735,-1.02,33.017
0.99981735,-1.02,33.019
0.99981735,-1.02,33.025
0.99981735,-1.02,33.016
0.99981735,-1.02,33.029
0.99981735,-1.02,33.019
0.99981735,-1.02,33.02
0.99981735,-1.02,33.02
0.99981735,-1.02,33.034
0.99981735,-1.02,33.028
0.99981735,-1.02,33.022
0.99981735,-1.02,33.008
0.99981725,-1.12,33.02
0.99981725,-1.12,33.019
0.99981725,-1.12,33.02
0.99981725,-1.12,33.02
0.99981725,-1.12,33.013
0.99981725,-1.12,33.01
0.99981725,-1.12,33.01
0.99981725,-1.12,33.016
0.99981725,-1.12,33.013
0.99981725,-1.12,33.008
0.99981725,-1.12,33.011
0.99981725,-1.12,33.008
0.99981725,-1.12,33.02
0.99981747,-0.90,33.022
0.99981747,-0.90,33.019
0.99981747,-0.90,33.02
0.99981747,-0.90,33.019
0.99981747,-0.90,33.025
0.99981747,-0.90,33.016
0.99981747,-0.90,33.014
0.99981747,-0.90,33.016
0.99981747,-0.90,33.004
0.99981747,-0.90,33.017
0.99981747,-0.90,33.017
0.99981747,-0.90,33.007
0.99981747,-0.90,33.011
0.99981717,-1.20,33.013
0.99981717,-1.20,33.01
0.99981717,-1.20,33.016
0.99981717,-1.20,33.017
0.99981717,-1.20,33.019
0.99981717,-1.20,33.022
0.99981717,-1.20,33.017
0.99981717,-1.20,33.011
0.99981717,-1.20,33.01
0.99981717,-1.20,33.014
0.99981717,-1.20,33.014
0.99981717,-1.20,33.011
0.99981717,-1.20,33.019
0.99981717,-1.20,33.017
0.99981755,-0.82,33.01
0.99981755,-0.82,33.013
0.99981755,-0.82,33.01
0.99981755,-0.82,33.011
0.99981755,-0.82,33.016
0.99981755,-0.82,33.016
0.99981755,-0.82,33.014
0.99981755,-0.82,33.016
0.99981755,-0.82,33.014
0.99981755,-0.82,33.016
0.99981755,-0.82,33.011
0.99981755,-0.82,33.017
0.99981755,-0.82,33.02
0.9998176,-0.77,33.01
0.9998176,-0.77,33.008
0.9998176,-0.77,33.008
0.9998176,-0.77,33.008
0.9998176,-0.77,33.017
0.9998176,-0.77,33.005
0.9998176,-0.77,33.017
0.9998176,-0.77,33.013
0.9998176,-0.77,33.01
0.9998176,-0.77,33.017
0.9998176,-0.77,33.016
0.9998176,-0.77,33.017
0.9998176,-0.77,33.01
0.9998176,-0.77,33.02
0.9998174,-0.97,33.016
0.9998174,-0.97,33.014
0.9998174,-0.97,33.011
0.9998174,-0.97,33.005
0.9998174,-0.97,33.007
0.9998174,-0.97,33.017
0.9998174,-0.97,33.011
0.9998174,-0.97,33.013
0.9998174,-0.97,33.004
0.9998174,-0.97,33.008
0.9998174,-0.97,33.001
0.9998174,-0.97,33.013
0.9998174,-0.97,33.007
0.99981727,-1.10,33.007
0.99981727,-1.10,33.013
0.99981727,-1.10,33.011
0.99981727,-1.10,33.013
0.99981727,-1.10,33.007
0.99981727,-1.10,33.004
0.99981727,-1.10,33.011
0.99981727,-1.10,33.007
0.99981727,-1.10,33.016
0.99981727,-1.10,33.011
0.99981727,-1.10,33.01
0.99981727,-1.10,33.011
0.99981727,-1.10,33.019
0.99981722,-1.15,33.004
0.99981722,-1.15,33.016
0.99981722,-1.15,33.007
0.99981722,-1.15,33.013
0.99981722,-1.15,33.01
0.99981722,-1.15,33.011
0.99981722,-1.15,33.003
0.99981722,-1.15,33.003
0.99981722,-1.15,33.01
0.99981722,-1.15,33.013
0.99981722,-1.15,33.008
0.99981722,-1.15,33.008
0.99981722,-1.15,33.007
0.99981722,-1.15,33.005
0.99981725,-1.12,33.01
0.99981725,-1.12,33.005
0.99981725,-1.12,33.005
0.99981725,-1.12,33.01
0.99981725,-1.12,33.016
0.99981725,-1.12,33.003
0.99981725,-1.12,33.003
0.99981725,-1.12,33.011
0.99981725,-1.12,33.01
0.99981725,-1.12,33.003
0.99981725,-1.12,33.016
0.99981725,-1.12,33.007
0.99981725,-1.12,33.011
0.99981679,-1.58,33.011
0.99981679,-1.58,33.007
0.99981679,-1.58,33.011
0.99981679,-1.58,33.007
0.99981679,-1.58,33.014
0.99981679,-1.58,33.008
0.99981679,-1.58,33.007
0.99981679,-1.58,33.013
0.99981679,-1.58,33.011
0.99981679,-1.58,33.013
0.99981679,-1.58,33.005
0.99981679,-1.58,33.016
0.99981679,-1.58,33.016
0.99981679,-1.58,33.014
0.99981689,-1.48,33.01
0.99981689,-1.48,33.004
0.99981689,-1.48,33.01
0.99981689,-1.48,33.011
0.99981689,-1.48,33.008
0.99981689,-1.48,33.011
0.99981689,-1.48,33.01
0.99981689,-1.48,33.005
0.99981689,-1.48,33.019
0.99981689,-1.48,33.007
0.99981689,-1.48,33.005
0.99981689,-1.48,32.998
0.99981689,-1.48,33.0
0.99981722,-1.15,32.997
0.99981722,-1.15,33.001
0.99981722,-1.15,33.011
0.99981722,-1.15,33.001
0.99981722,-1.15,33.001
0.99981722,-1.15,33.004
0.99981722,-1.15,33.003
0.99981722,-1.15,33.01
0.99981722,-1.15,33.004
0.99981722,-1.15,33.01
0.99981722,-1.15,33.0
0.99981722,-1.15,33.003
0.99981722,-1.15,33.001
0.99981722,-1.15,33.001
0.99981707,-1.30,32.995
0.99981707,-1.30,33.004
0.99981707,-1.30,33.0
0.99981707,-1.30,33.0
0.99981707,-1.30,33.007
0.99981707,-1.30,33.004
0.99981707,-1.30,33.008
0.99981707,-1.30,33.003
0.99981707,-1.30,33.014
0.99981707,-1.30,33.01
0.99981707,-1.30,33.004
0.99981707,-1.30,33.014
0.99981707,-1.30,33.013
0.99981704,-1.33,33.017
0.99981704,-1.33,33.008
0.99981704,-1.33,33.01
0.99981704,-1.33,33.01
0.99981704,-1.33,33.008
0.99981704,-1.33,33.008
0.99981704,-1.33,32.997
0.99981704,-1.33,33.003
0.99981704,-1.33,33.014
0.99981704,-1.33,32.997
0.99981704,-1.33,33.005
0.99981704,-1.33,33.003
0.99981704,-1.33,33.005
0.99981694,-1.43,33.01
0.99981694,-1.43,33.001
0.99981694,-1.43,33.003
0.99981694,-1.43,33.007
0.99981694,-1.43,32.997
0.99981694,-1.43,33.004
0.99981694,-1.43,33.0
0.99981694,-1.43,33.003
0.99981694,-1.43,33.007
0.99981694,-1.43,33.005
0.99981694,-1.43,33.007
0.99981694,-1.43,33.004
0.99981694,-1.43,33.007
0.99981694,-1.43,33.0
0.99981712,-1.25,33.005
0.99981712,-1.25,33.0
0.99981712,-1.25,33.013
0.99981712,-1.25,33.008
0.99981712,-1.25,33.001
0.99981712,-1.25,33.004
0.99981712,-1.25,33.004
0.99981712,-1.25,33.007
0.99981712,-1.25,33.001
0.99981712,-1.25,33.005
0.99981712,-1.25,33.003
0.99981712,-1.25,32.997
0.99981712,-1.25,33.001
0.99981732,-1.05,33.007
0.99981732,-1.05,33.005
0.99981732,-1.05,33.008
0.99981732,-1.05,33.008
0.99981732,-1.05,33.0
0.99981732,-1.05,33.003
0.99981732,-1.05,33.001
0.99981732,-1.05,33.0
0.99981732,-1.05,33.0
0.99981732,-1.05,33.004
0.99981732,-1.05,32.997
0.99981732,-1.05,33.004
0.99981732,-1.05,33.011
0.99981732,-1.05,32.998
0.99981689,-1.48,33.004
0.99981689,-1.48,32.997
0.99981689,-1.48,33.001
0.99981689,-1.48,32.998
0.99981689,-1.48,32.995
0.99981689,-1.48,33.004
0.99981689,-1.48,33.0
0.99981689,-1.48,33.001
0.99981689,-1.48,33.004
0.99981689,-1.48,32.995
0.99981689,-1.48,33.008
0.99981689,-1.48,32.994
0.99981689,-1.48,33.003
0.99981699,-1.38,33.001
0.99981699,-1.38,33.004
0.99981699,-1.38,33.005
0.99981699,-1.38,33.007
0.99981699,-1.38,33.01
0.99981699,-1.38,33.007
0.99981699,-1.38,33.008
0.99981699,-1.38,33.003
0.99981699,-1.38,33.005
0.99981699,-1.38,33.01
0.99981699,-1.38,33.011
0.99981699,-1.38,33.0
0.99981699,-1.38,33.007
0.99981714,-1.23,33.01
0.99981714,-1.23,33.001
0.99981714,-1.23,32.994
0.99981714,-1.23,33.0
0.99981714,-1.23,32.991
0.99981714,-1.23,32.998
0.99981714,-1.23,32.997
0.99981714,-1.23,33.001
0.99981714,-1.23,32.998
0.99981714,-1.23,33.008
0.99981714,-1.23,33.005
0.99981714,-1.23,33.013
0.99981714,-1.23,33.005
0.99981714,-1.23,33.005
