timestamp,LM399-P15-fast6-no-R7
1500856520.400,6890008.5
1500856520.738,6890011.1
1500856521.076,6890008.5
1500856521.413,6890011.1
1500856521.751,6890006.0
1500856522.089,6890008.5
1500856522.426,6890008.5
1500856522.764,6890008.5
1500856523.102,6890013.6
1500856523.439,6890008.5
1500856523.777,6890008.5
1500856524.115,6890013.6
1500856524.452,6890006.0
1500856524.790,6890011.1
1500856525.127,6890003.4
1500856525.465,6890008.5
1500856525.803,6890011.1
1500856526.140,6890011.1
1500856526.478,6890008.5
1500856526.816,6890011.1
1500856527.153,6890008.5
1500856527.491,6890008.5
1500856527.829,6890013.6
1500856528.166,6890008.5
1500856528.504,6890011.1
1500856528.842,6890013.6
1500856529.180,6890008.5
1500856529.517,6890008.5
1500856529.855,6890013.6
1500856530.192,6890008.5
1500856530.530,6890008.5
1500856530.868,6890008.5
1500856531.205,6890013.6
1500856531.543,6890008.5
1500856531.881,6890013.6
1500856532.219,6890008.5
1500856532.556,6890011.1
1500856532.894,6890011.1
1500856533.231,6890011.1
1500856533.569,6890011.1
1500856533.907,6890011.1
1500856534.244,6890006.0
1500856534.582,6890006.0
1500856534.920,6890006.0
1500856535.257,6890011.1
1500856535.595,6890013.6
1500856535.933,6890013.6
1500856536.270,6890011.1
1500856536.608,6890016.1
1500856536.946,6890011.1
1500856537.283,6890011.1
1500856537.621,6890013.6
1500856537.959,6890013.6
1500856538.296,6890008.5
1500856538.634,6890011.1
1500856538.972,6890006.0
1500856539.309,6890008.5
1500856539.647,6890008.5
1500856539.985,6890013.6
1500856540.322,6890011.1
1500856540.660,6890011.1
1500856540.998,6890011.1
1500856541.335,6890011.1
1500856541.673,6890011.1
1500856542.011,6890013.6
1500856542.348,6890013.6
1500856542.686,6890013.6
1500856543.024,6890008.5
1500856543.361,6890016.1
1500856543.699,6890011.1
1500856544.037,6890013.6
1500856544.374,6890013.6
1500856544.712,6890013.6
1500856545.050,6890013.6
1500856545.387,6890013.6
1500856545.725,6890016.1
1500856546.063,6890008.5
1500856546.400,6890013.6
1500856546.738,6890011.1
1500856547.076,6890013.6
1500856547.413,6890011.1
1500856547.751,6890016.1
1500856548.089,6890011.1
1500856548.426,6890011.1
1500856548.764,6890011.1
1500856549.101,6890013.6
1500856549.439,6890013.6
1500856549.777,6890013.6
1500856550.114,6890016.1
1500856550.452,6890018.7
1500856550.790,6890013.6
1500856551.127,6890018.7
1500856551.468,6890008.5
1500856551.803,6890013.6
1500856552.141,6890008.5
1500856552.478,6890013.6
1500856552.816,6890011.1
1500856553.153,6890013.6
1500856553.491,6890011.1
1500856553.829,6890008.5
1500856554.167,6890016.1
1500856554.504,6890013.6
1500856554.842,6890016.1
1500856555.179,6890016.1
1500856555.517,6890013.6
1500856555.855,6890016.1
1500856556.192,6890013.6
1500856556.530,6890011.1
1500856556.868,6890011.1
1500856557.205,6890013.6
1500856557.543,6890013.6
1500856557.881,6890016.1
1500856558.218,6890013.6
1500856558.556,6890021.2
1500856558.894,6890011.1
1500856559.232,6890013.6
1500856559.569,6890013.6
1500856559.907,6890016.1
1500856560.245,6890011.1
1500856560.582,6890013.6
1500856560.920,6890013.6
1500856561.257,6890016.1
1500856561.595,6890013.6
1500856561.933,6890013.6
1500856562.270,6890016.1
1500856562.608,6890011.1
1500856562.946,6890018.7
1500856563.283,6890016.1
1500856563.621,6890016.1
1500856563.959,6890013.6
1500856564.296,6890011.1
1500856564.634,6890018.7
1500856564.972,6890016.1
1500856565.309,6890013.6
1500856565.647,6890016.1
1500856565.985,6890013.6
1500856566.322,6890018.7
1500856566.660,6890016.1
1500856566.998,6890018.7
1500856567.335,6890016.1
1500856567.673,6890016.1
1500856568.011,6890013.6
1500856568.348,6890013.6
1500856568.686,6890013.6
1500856569.024,6890013.6
1500856569.361,6890013.6
1500856569.699,6890013.6
1500856570.037,6890016.1
1500856570.374,6890011.1
1500856570.712,6890011.1
1500856571.050,6890011.1
1500856571.387,6890013.6
1500856571.725,6890011.1
1500856572.063,6890016.1
1500856572.400,6890011.1
1500856572.738,6890013.6
1500856573.075,6890011.1
1500856573.413,6890013.6
1500856573.751,6890011.1
1500856574.088,6890008.5
1500856574.426,6890008.5
1500856574.764,6890013.6
1500856575.101,6890011.1
1500856575.439,6890011.1
1500856575.777,6890011.1
1500856576.115,6890013.6
1500856576.452,6890011.1
1500856576.790,6890013.6
1500856577.128,6890011.1
1500856577.465,6890011.1
1500856577.803,6890011.1
1500856578.141,6890013.6
1500856578.478,6890008.5
1500856578.816,6890011.1
1500856579.153,6890013.6
1500856579.491,6890011.1
1500856579.829,6890018.7
1500856580.166,6890011.1
1500856580.504,6890013.6
1500856580.842,6890013.6
1500856581.179,6890011.1
1500856581.517,6890011.1
1500856581.855,6890008.5
1500856582.192,6890011.1
1500856582.530,6890011.1
1500856582.868,6890011.1
1500856583.205,6890013.6
1500856583.543,6890013.6
1500856583.881,6890011.1
1500856584.218,6890008.5
1500856584.556,6890016.1
1500856584.894,6890011.1
1500856585.231,6890011.1
1500856585.569,6890011.1
1500856585.906,6890013.6
1500856586.244,6890008.5
1500856586.582,6890011.1
1500856586.920,6890008.5
1500856587.257,6890011.1
1500856587.595,6890016.1
1500856587.933,6890011.1
1500856588.270,6890011.1
1500856588.608,6890013.6
1500856588.946,6890008.5
1500856589.283,6890011.1
1500856589.621,6890008.5
1500856589.959,6890013.6
1500856590.296,6890011.1
1500856590.634,6890011.1
1500856590.972,6890011.1
1500856591.309,6890013.6
1500856591.647,6890011.1
1500856591.984,6890016.1
1500856592.322,6890008.5
1500856592.660,6890011.1
1500856592.998,6890013.6
1500856593.335,6890011.1
1500856593.673,6890008.5
1500856594.011,6890011.1
1500856594.348,6890013.6
1500856594.686,6890008.5
1500856595.024,6890011.1
1500856595.361,6890008.5
1500856595.699,6890013.6
1500856596.036,6890011.1
1500856596.374,6890011.1
1500856596.712,6890016.1
1500856597.049,6890011.1
1500856597.387,6890011.1
1500856597.725,6890011.1
1500856598.062,6890013.6
1500856598.400,6890006.0
1500856598.738,6890013.6
1500856599.075,6890011.1
1500856599.413,6890016.1
1500856599.751,6890013.6
1500856600.088,6890011.1
1500856600.426,6890011.1
1500856600.764,6890008.5
1500856601.101,6890011.1
1500856601.439,6890011.1
1500856601.777,6890013.6
1500856602.114,6890013.6
1500856602.452,6890011.1
1500856602.790,6890011.1
1500856603.127,6890011.1
1500856603.465,6890011.1
1500856603.803,6890011.1
1500856604.140,6890013.6
1500856604.478,6890011.1
1500856604.816,6890013.6
1500856605.153,6890011.1
1500856605.491,6890008.5
1500856605.829,6890011.1
1500856606.166,6890011.1
1500856606.504,6890013.6
1500856606.842,6890011.1
1500856607.179,6890016.1
1500856607.517,6890011.1
1500856607.855,6890011.1
1500856608.192,6890013.6
1500856608.530,6890008.5
1500856608.868,6890008.5
1500856609.205,6890013.6
1500856609.543,6890011.1
1500856609.880,6890013.6
1500856610.218,6890013.6
1500856610.556,6890008.5
1500856610.893,6890011.1
1500856611.233,6890013.6
1500856611.569,6890008.5
1500856611.907,6890011.1
1500856612.244,6890011.1
1500856612.582,6890013.6
1500856612.920,6890011.1
1500856613.257,6890011.1
1500856613.595,6890016.1
1500856613.933,6890013.6
1500856614.270,6890013.6
1500856614.608,6890008.5
1500856614.945,6890016.1
1500856615.283,6890008.5
1500856615.621,6890013.6
1500856615.959,6890013.6
1500856616.296,6890013.6
1500856616.634,6890016.1
1500856616.971,6890016.1
1500856617.309,6890016.1
1500856617.647,6890016.1
1500856617.985,6890011.1
1500856618.322,6890013.6
1500856618.660,6890011.1
1500856618.998,6890011.1
1500856619.335,6890013.6
1500856619.673,6890013.6
1500856620.010,6890011.1
1500856620.348,6890013.6
1500856620.686,6890011.1
1500856621.023,6890011.1
1500856621.361,6890013.6
1500856621.699,6890016.1
1500856622.036,6890013.6
1500856622.374,6890013.6
1500856622.712,6890013.6
1500856623.049,6890016.1
1500856623.387,6890016.1
1500856623.725,6890011.1
1500856624.062,6890016.1
1500856624.400,6890013.6
1500856624.738,6890013.6
1500856625.075,6890013.6
1500856625.413,6890018.7
1500856625.751,6890016.1
1500856626.088,6890011.1
1500856626.426,6890011.1
1500856626.764,6890013.6
1500856627.101,6890013.6
1500856627.439,6890013.6
1500856627.777,6890018.7
1500856628.114,6890013.6
1500856628.452,6890018.7
1500856628.790,6890016.1
1500856629.127,6890013.6
1500856629.465,6890011.1
1500856629.803,6890013.6
1500856630.140,6890016.1
1500856630.478,6890011.1
1500856630.816,6890011.1
1500856631.153,6890008.5
1500856631.491,6890011.1
1500856631.829,6890013.6
1500856632.166,6890011.1
1500856632.504,6890011.1
1500856632.842,6890011.1
1500856633.179,6890011.1
1500856633.517,6890011.1
1500856633.854,6890008.5
1500856634.192,6890008.5
1500856634.530,6890013.6
1500856634.867,6890011.1
1500856635.205,6890013.6
1500856635.543,6890011.1
1500856635.881,6890008.5
1500856636.218,6890013.6
1500856636.556,6890011.1
1500856636.894,6890011.1
1500856637.231,6890011.1
1500856637.569,6890016.1
1500856637.907,6890016.1
1500856638.244,6890013.6
1500856638.582,6890016.1
1500856638.920,6890013.6
1500856639.257,6890011.1
1500856639.595,6890013.6
1500856639.932,6890011.1
1500856640.270,6890013.6
1500856640.608,6890011.1
1500856640.946,6890011.1
1500856641.283,6890016.1
1500856641.621,6890011.1
1500856641.958,6890011.1
1500856642.296,6890016.1
1500856642.634,6890013.6
1500856642.972,6890011.1
1500856643.309,6890008.5
1500856643.647,6890013.6
1500856643.984,6890013.6
1500856644.322,6890011.1
1500856644.660,6890011.1
1500856644.997,6890011.1
1500856645.335,6890011.1
1500856645.672,6890013.6
1500856646.010,6890013.6
1500856646.348,6890008.5
1500856646.686,6890013.6
1500856647.023,6890008.5
1500856647.361,6890011.1
1500856647.699,6890011.1
1500856648.036,6890013.6
1500856648.374,6890011.1
1500856648.712,6890008.5
1500856649.049,6890011.1
1500856649.387,6890013.6
1500856649.725,6890011.1
1500856650.062,6890011.1
1500856650.400,6890011.1
1500856650.738,6890008.5
1500856651.075,6890011.1
1500856651.413,6890013.6
1500856651.751,6890011.1
1500856652.088,6890011.1
1500856652.426,6890013.6
1500856652.764,6890011.1
1500856653.101,6890011.1
1500856653.439,6890011.1
1500856653.777,6890011.1
1500856654.114,6890008.5
1500856654.452,6890008.5
1500856654.789,6890008.5
1500856655.127,6890011.1
1500856655.465,6890008.5
1500856655.802,6890006.0
1500856656.140,6890011.1
1500856656.478,6890011.1
1500856656.815,6890013.6
1500856657.153,6890011.1
1500856657.491,6890011.1
1500856657.828,6890013.6
1500856658.166,6890013.6
1500856658.504,6890016.1
1500856658.841,6890008.5
1500856659.179,6890011.1
1500856659.517,6890013.6
1500856659.854,6890011.1
1500856660.192,6890013.6
1500856660.530,6890011.1
1500856660.867,6890011.1
1500856661.205,6890011.1
1500856661.543,6890016.1
1500856661.880,6890013.6
1500856662.218,6890016.1
1500856662.556,6890016.1
1500856662.893,6890013.6
1500856663.231,6890011.1
1500856663.569,6890013.6
1500856663.907,6890016.1
1500856664.244,6890018.7
1500856664.582,6890013.6
1500856664.919,6890013.6
1500856665.257,6890011.1
1500856665.595,6890011.1
1500856665.932,6890013.6
1500856666.270,6890013.6
1500856666.608,6890013.6
1500856666.945,6890013.6
1500856667.283,6890011.1
1500856667.621,6890011.1
1500856667.958,6890013.6
1500856668.296,6890011.1
1500856668.634,6890006.0
1500856668.971,6890013.6
1500856669.309,6890011.1
1500856669.647,6890013.6
1500856669.984,6890013.6
1500856670.322,6890013.6
1500856670.660,6890011.1
1500856670.997,6890013.6
1500856671.335,6890013.6
1500856671.673,6890013.6
1500856672.010,6890016.1
1500856672.348,6890016.1
1500856672.686,6890011.1
1500856673.023,6890011.1
1500856673.361,6890011.1
1500856673.699,6890011.1
1500856674.036,6890011.1
1500856674.374,6890008.5
1500856674.712,6890011.1
1500856675.049,6890011.1
1500856675.387,6890011.1
1500856675.724,6890011.1
1500856676.062,6890008.5
1500856676.400,6890008.5
1500856676.738,6890006.0
1500856677.075,6890013.6
1500856677.413,6890011.1
1500856677.751,6890016.1
1500856678.088,6890013.6
1500856678.426,6890013.6
1500856678.763,6890013.6
1500856679.101,6890011.1
1500856679.439,6890013.6
1500856679.776,6890011.1
1500856680.114,6890013.6
1500856680.452,6890011.1
1500856680.790,6890013.6
1500856681.127,6890011.1
1500856681.465,6890011.1
1500856681.802,6890016.1
1500856682.140,6890016.1
1500856682.478,6890013.6
1500856682.815,6890016.1
1500856683.153,6890013.6
1500856683.491,6890016.1
1500856683.829,6890011.1
1500856684.166,6890013.6
1500856684.504,6890016.1
1500856684.841,6890011.1
1500856685.179,6890011.1
1500856685.517,6890008.5
1500856685.854,6890011.1
1500856686.192,6890008.5
1500856686.530,6890006.0
1500856686.867,6890008.5
1500856687.205,6890011.1
1500856687.543,6890008.5
1500856687.880,6890011.1
1500856688.218,6890008.5
1500856688.556,6890011.1
1500856688.893,6890011.1
1500856689.231,6890011.1
1500856689.569,6890011.1
1500856689.906,6890011.1
1500856690.244,6890013.6
1500856690.582,6890011.1
1500856690.919,6890016.1
1500856691.257,6890008.5
1500856691.595,6890008.5
1500856691.932,6890008.5
1500856692.270,6890013.6
1500856692.608,6890013.6
1500856692.945,6890008.5
1500856693.283,6890008.5
1500856693.620,6890011.1
1500856693.958,6890008.5
1500856694.296,6890008.5
1500856694.633,6890013.6
1500856694.971,6890008.5
1500856695.309,6890013.6
1500856695.647,6890011.1
1500856695.984,6890011.1
1500856696.322,6890016.1
1500856696.660,6890011.1
1500856696.997,6890013.6
1500856697.335,6890011.1
1500856697.673,6890011.1
1500856698.010,6890013.6
1500856698.348,6890011.1
1500856698.686,6890006.0
1500856699.023,6890006.0
1500856699.361,6890011.1
1500856699.698,6890011.1
1500856700.036,6890011.1
1500856700.374,6890011.1
1500856700.712,6890011.1
1500856701.049,6890008.5
1500856701.387,6890008.5
1500856701.724,6890013.6
1500856702.062,6890011.1
1500856702.400,6890008.5
1500856702.738,6890011.1
1500856703.075,6890011.1
1500856703.413,6890011.1
1500856703.751,6890013.6
1500856704.088,6890011.1
1500856704.426,6890013.6
1500856704.763,6890016.1
1500856705.101,6890006.0
1500856705.439,6890011.1
1500856705.776,6890011.1
1500856706.114,6890011.1
1500856706.452,6890008.5
1500856706.789,6890006.0
1500856707.127,6890008.5
1500856707.465,6890013.6
1500856707.802,6890011.1
1500856708.140,6890011.1
1500856708.478,6890011.1
1500856708.815,6890011.1
1500856709.153,6890008.5
1500856709.491,6890008.5
1500856709.828,6890011.1
1500856710.166,6890008.5
1500856710.504,6890011.1
1500856710.841,6890013.6
1500856711.179,6890011.1
1500856711.517,6890008.5
1500856711.854,6890008.5
1500856712.192,6890011.1
1500856712.530,6890011.1
1500856712.867,6890011.1
1500856713.205,6890013.6
1500856713.543,6890011.1
1500856713.880,6890013.6
1500856714.218,6890008.5
1500856714.556,6890013.6
1500856714.893,6890008.5
1500856715.231,6890008.5
1500856715.569,6890011.1
1500856715.906,6890008.5
1500856716.244,6890011.1
1500856716.582,6890013.6
1500856716.919,6890013.6
1500856717.257,6890013.6
1500856717.595,6890011.1
1500856717.932,6890013.6
1500856718.270,6890013.6
1500856718.607,6890016.1
1500856718.945,6890013.6
1500856719.283,6890011.1
1500856719.620,6890011.1
1500856719.958,6890013.6
1500856720.296,6890013.6
1500856720.633,6890011.1
1500856720.971,6890016.1
1500856721.309,6890018.7
1500856721.646,6890013.6
1500856721.984,6890018.7
1500856722.322,6890013.6
1500856722.660,6890016.1
1500856722.997,6890016.1
1500856723.335,6890016.1
1500856723.672,6890018.7
1500856724.010,6890011.1
1500856724.348,6890011.1
1500856724.685,6890011.1
1500856725.023,6890016.1
1500856725.361,6890013.6
1500856725.698,6890016.1
1500856726.036,6890016.1
1500856726.374,6890013.6
1500856726.711,6890013.6
1500856727.049,6890016.1
1500856727.387,6890016.1
1500856727.724,6890011.1
1500856728.062,6890013.6
1500856728.400,6890013.6
1500856728.737,6890013.6
1500856729.075,6890011.1
1500856729.413,6890013.6
1500856729.750,6890013.6
1500856730.088,6890016.1
1500856730.426,6890013.6
1500856730.763,6890016.1
1500856731.101,6890016.1
1500856731.438,6890011.1
1500856731.776,6890013.6
1500856732.114,6890013.6
1500856732.452,6890016.1
1500856732.789,6890013.6
1500856733.127,6890011.1
1500856733.465,6890013.6
1500856733.802,6890013.6
1500856734.140,6890018.7
1500856734.478,6890011.1
1500856734.815,6890016.1
1500856735.153,6890016.1
1500856735.491,6890018.7
1500856735.828,6890013.6
1500856736.166,6890013.6
1500856736.504,6890016.1
1500856736.841,6890013.6
1500856737.179,6890013.6
1500856737.517,6890013.6
1500856737.854,6890016.1
1500856738.192,6890013.6
1500856738.530,6890016.1
1500856738.867,6890013.6
1500856739.205,6890018.7
1500856739.543,6890018.7
1500856739.880,6890018.7
1500856740.218,6890016.1
1500856740.556,6890013.6
1500856740.909,6890016.1
1500856741.231,6890018.7
1500856741.568,6890013.6
1500856741.906,6890018.7
1500856742.244,6890013.6
1500856742.581,6890011.1
1500856742.919,6890021.2
1500856743.257,6890013.6
1500856743.594,6890013.6
1500856743.932,6890016.1
1500856744.273,6890016.1
1500856744.607,6890011.1
1500856744.945,6890016.1
1500856745.283,6890016.1
1500856745.620,6890013.6
1500856745.958,6890016.1
1500856746.296,6890016.1
1500856746.634,6890016.1
1500856746.971,6890018.7
1500856747.309,6890013.6
1500856747.646,6890016.1
1500856747.984,6890016.1
1500856748.322,6890013.6
1500856748.659,6890016.1
1500856748.997,6890008.5
1500856749.335,6890016.1
1500856749.673,6890011.1
1500856750.010,6890013.6
1500856750.348,6890011.1
1500856750.685,6890016.1
1500856751.023,6890011.1
1500856751.361,6890016.1
1500856751.698,6890013.6
1500856752.036,6890013.6
1500856752.374,6890011.1
1500856752.711,6890016.1
1500856753.049,6890018.7
1500856753.387,6890018.7
1500856753.724,6890013.6
1500856754.062,6890013.6
1500856754.399,6890016.1
1500856754.737,6890013.6
1500856755.075,6890011.1
1500856755.412,6890011.1
1500856755.750,6890013.6
1500856756.088,6890011.1
1500856756.426,6890016.1
1500856756.763,6890013.6
1500856757.101,6890013.6
1500856757.439,6890011.1
1500856757.776,6890013.6
1500856758.114,6890018.7
1500856758.452,6890016.1
1500856758.789,6890016.1
1500856759.127,6890016.1
1500856759.465,6890011.1
1500856759.802,6890013.6
1500856760.140,6890011.1
1500856760.478,6890011.1
1500856760.815,6890013.6
1500856761.153,6890011.1
1500856761.490,6890011.1
1500856761.828,6890013.6
1500856762.166,6890013.6
1500856762.504,6890016.1
1500856762.841,6890011.1
1500856763.179,6890013.6
1500856763.516,6890013.6
1500856763.854,6890016.1
1500856764.192,6890016.1
1500856764.529,6890013.6
1500856764.867,6890011.1
1500856765.205,6890013.6
1500856765.542,6890016.1
1500856765.880,6890016.1
1500856766.218,6890011.1
1500856766.555,6890016.1
1500856766.893,6890016.1
1500856767.231,6890011.1
1500856767.568,6890016.1
1500856767.906,6890008.5
1500856768.244,6890013.6
1500856768.583,6890011.1
1500856768.919,6890013.6
1500856769.257,6890013.6
1500856769.595,6890011.1
1500856769.932,6890016.1
1500856770.270,6890011.1
1500856770.607,6890013.6
1500856770.945,6890013.6
1500856771.283,6890011.1
1500856771.620,6890013.6
1500856771.958,6890016.1
1500856772.296,6890013.6
1500856772.633,6890016.1
1500856772.971,6890011.1
1500856773.309,6890011.1
1500856773.646,6890016.1
1500856773.984,6890018.7
1500856774.322,6890016.1
1500856774.659,6890016.1
1500856774.997,6890016.1
1500856775.335,6890018.7
1500856775.672,6890018.7
1500856776.010,6890013.6
1500856776.348,6890011.1
1500856776.685,6890008.5
1500856777.023,6890013.6
1500856777.361,6890011.1
1500856777.698,6890013.6
1500856778.036,6890016.1
1500856778.373,6890013.6
1500856778.711,6890016.1
1500856779.049,6890016.1
1500856779.386,6890016.1
1500856779.724,6890018.7
1500856780.062,6890016.1
1500856780.399,6890013.6
1500856780.740,6890016.1
1500856781.075,6890018.7
1500856781.413,6890016.1
1500856781.750,6890018.7
1500856782.088,6890016.1
1500856782.426,6890016.1
1500856782.763,6890016.1
1500856783.101,6890013.6
1500856783.438,6890016.1
1500856783.776,6890016.1
1500856784.114,6890016.1
1500856784.452,6890013.6
1500856784.789,6890016.1
1500856785.127,6890018.7
1500856785.465,6890018.7
1500856785.802,6890016.1
1500856786.140,6890013.6
1500856786.477,6890018.7
1500856786.815,6890016.1
1500856787.153,6890013.6
1500856787.491,6890016.1
1500856787.828,6890016.1
1500856788.166,6890013.6
1500856788.503,6890016.1
1500856788.841,6890013.6
1500856789.179,6890016.1
1500856789.517,6890013.6
1500856789.854,6890011.1
1500856790.192,6890013.6
1500856790.529,6890016.1
1500856790.867,6890006.0
1500856791.205,6890011.1
1500856791.542,6890013.6
1500856791.880,6890013.6
1500856792.218,6890011.1
1500856792.555,6890011.1
1500856792.893,6890008.5
1500856793.231,6890013.6
1500856793.569,6890013.6
1500856793.906,6890013.6
1500856794.244,6890013.6
1500856794.581,6890013.6
1500856794.919,6890011.1
1500856795.257,6890011.1
1500856795.594,6890011.1
1500856795.932,6890011.1
1500856796.270,6890011.1
1500856796.607,6890011.1
1500856796.945,6890011.1
1500856797.283,6890013.6
1500856797.620,6890008.5
1500856797.958,6890011.1
1500856798.296,6890013.6
1500856798.633,6890008.5
1500856798.971,6890008.5
1500856799.309,6890013.6
1500856799.646,6890013.6
1500856799.984,6890011.1
1500856800.322,6890008.5
1500856800.659,6890008.5
1500856800.997,6890013.6
1500856801.335,6890011.1
1500856801.672,6890013.6
1500856802.010,6890011.1
1500856802.348,6890013.6
1500856802.685,6890013.6
1500856803.023,6890016.1
1500856803.360,6890013.6
1500856803.698,6890008.5
1500856804.036,6890016.1
1500856804.373,6890016.1
1500856804.711,6890016.1
1500856805.049,6890011.1
1500856805.387,6890011.1
1500856805.724,6890013.6
1500856806.062,6890016.1
1500856806.399,6890013.6
1500856806.737,6890016.1
1500856807.075,6890008.5
1500856807.413,6890013.6
1500856807.750,6890011.1
1500856808.088,6890013.6
1500856808.425,6890013.6
1500856808.763,6890013.6
1500856809.101,6890011.1
1500856809.438,6890013.6
1500856809.776,6890011.1
1500856810.114,6890011.1
1500856810.452,6890008.5
1500856810.789,6890011.1
1500856811.127,6890006.0
1500856811.464,6890011.1
1500856811.802,6890011.1
1500856812.140,6890011.1
1500856812.477,6890013.6
1500856812.815,6890013.6
1500856813.153,6890018.7
1500856813.491,6890011.1
1500856813.828,6890011.1
1500856814.166,6890013.6
1500856814.503,6890011.1
1500856814.841,6890013.6
1500856815.178,6890011.1
1500856815.516,6890013.6
1500856815.854,6890011.1
1500856816.191,6890008.5
1500856816.529,6890011.1
1500856816.867,6890013.6
1500856817.207,6890011.1
1500856817.542,6890008.5
1500856817.880,6890011.1
1500856818.218,6890011.1
1500856818.555,6890016.1
1500856818.893,6890008.5
1500856819.231,6890013.6
1500856819.568,6890013.6
1500856819.906,6890008.5
1500856820.243,6890011.1
1500856820.581,6890011.1
1500856820.919,6890016.1
1500856821.257,6890011.1
1500856821.594,6890011.1
1500856821.932,6890013.6
1500856822.270,6890013.6
1500856822.607,6890013.6
1500856822.945,6890013.6
1500856823.282,6890016.1
1500856823.620,6890016.1
1500856823.958,6890016.1
1500856824.295,6890013.6
1500856824.633,6890016.1
1500856824.971,6890011.1
1500856825.308,6890016.1
1500856825.646,6890011.1
1500856825.984,6890013.6
1500856826.322,6890013.6
1500856826.659,6890013.6
1500856826.997,6890018.7
1500856827.334,6890016.1
1500856827.672,6890013.6
1500856828.010,6890016.1
1500856828.347,6890011.1
1500856828.685,6890013.6
1500856829.023,6890011.1
1500856829.360,6890013.6
1500856829.698,6890011.1
1500856830.036,6890011.1
1500856830.373,6890016.1
1500856830.711,6890013.6
1500856831.049,6890013.6
1500856831.386,6890013.6
1500856831.724,6890011.1
1500856832.062,6890008.5
1500856832.399,6890011.1
1500856832.737,6890011.1
1500856833.075,6890016.1
1500856833.413,6890013.6
1500856833.750,6890008.5
1500856834.088,6890011.1
1500856834.425,6890011.1
1500856834.763,6890008.5
1500856835.101,6890008.5
1500856835.438,6890011.1
1500856835.776,6890008.5
1500856836.114,6890011.1
1500856836.451,6890011.1
1500856836.789,6890013.6
1500856837.127,6890008.5
1500856837.464,6890006.0
1500856837.802,6890013.6
1500856838.140,6890008.5
1500856838.477,6890008.5
1500856838.815,6890016.1
1500856839.152,6890011.1
1500856839.490,6890011.1
1500856839.828,6890011.1
1500856840.166,6890011.1
1500856840.503,6890016.1
1500856840.841,6890013.6
1500856841.179,6890013.6
1500856841.516,6890013.6
1500856841.854,6890016.1
1500856842.191,6890013.6
1500856842.529,6890013.6
1500856842.867,6890016.1
1500856843.205,6890011.1
1500856843.542,6890013.6
1500856843.880,6890011.1
1500856844.218,6890011.1
1500856844.555,6890011.1
1500856844.893,6890011.1
1500856845.231,6890016.1
1500856845.568,6890013.6
1500856845.906,6890013.6
1500856846.244,6890013.6
1500856846.581,6890011.1
1500856846.919,6890013.6
1500856847.256,6890016.1
1500856847.594,6890016.1
1500856847.932,6890011.1
1500856848.270,6890011.1
1500856848.607,6890013.6
1500856848.945,6890013.6
1500856849.282,6890011.1
1500856849.620,6890011.1
1500856849.958,6890016.1
1500856850.295,6890016.1
1500856850.633,6890013.6
1500856850.971,6890011.1
1500856851.308,6890016.1
1500856851.646,6890013.6
1500856851.984,6890008.5
1500856852.321,6890016.1
1500856852.659,6890013.6
1500856852.997,6890011.1
1500856853.334,6890013.6
1500856853.672,6890013.6
1500856854.010,6890013.6
1500856854.347,6890011.1
1500856854.685,6890008.5
1500856855.023,6890018.7
1500856855.361,6890018.7
1500856855.698,6890016.1
1500856856.036,6890013.6
1500856856.373,6890016.1
1500856856.711,6890013.6
1500856857.049,6890011.1
1500856857.386,6890013.6
1500856857.724,6890016.1
1500856858.062,6890011.1
1500856858.399,6890018.7
1500856858.737,6890011.1
1500856859.075,6890016.1
1500856859.412,6890008.5
1500856859.750,6890006.0
1500856860.088,6890011.1
1500856860.425,6890011.1
1500856860.763,6890013.6
1500856861.101,6890016.1
1500856861.438,6890016.1
1500856861.776,6890016.1
1500856862.114,6890013.6
1500856862.451,6890016.1
1500856862.789,6890018.7
1500856863.126,6890016.1
1500856863.464,6890018.7
1500856863.802,6890018.7
1500856864.139,6890016.1
1500856864.477,6890016.1
1500856864.815,6890016.1
1500856865.152,6890011.1
1500856865.490,6890016.1
1500856865.828,6890016.1
1500856866.166,6890018.7
1500856866.503,6890016.1
1500856866.841,6890018.7
1500856867.179,6890021.2
1500856867.516,6890016.1
1500856867.854,6890013.6
1500856868.192,6890013.6
1500856868.529,6890013.6
1500856868.867,6890018.7
1500856869.204,6890016.1
1500856869.542,6890013.6
1500856869.880,6890016.1
1500856870.218,6890013.6
1500856870.555,6890013.6
1500856870.893,6890016.1
1500856871.231,6890013.6
1500856871.568,6890016.1
1500856871.906,6890016.1
1500856872.243,6890013.6
1500856872.581,6890013.6
1500856872.919,6890013.6
1500856873.256,6890018.7
1500856873.594,6890018.7
1500856873.932,6890016.1
1500856874.269,6890016.1
1500856874.607,6890016.1
1500856874.945,6890016.1
1500856875.282,6890016.1
1500856875.620,6890016.1
1500856875.958,6890011.1
1500856876.295,6890016.1
1500856876.633,6890016.1
1500856876.971,6890013.6
1500856877.308,6890018.7
1500856877.646,6890016.1
1500856877.984,6890013.6
1500856878.321,6890013.6
1500856878.659,6890013.6
1500856878.997,6890013.6
1500856879.334,6890016.1
1500856879.672,6890016.1
1500856880.010,6890011.1
1500856880.347,6890016.1
1500856880.685,6890013.6
1500856881.023,6890013.6
1500856881.360,6890011.1
1500856881.698,6890013.6
1500856882.036,6890013.6
1500856882.373,6890013.6
1500856882.711,6890013.6
1500856883.049,6890013.6
