timestamp,LM399-P15-fast6
1500789115.939,6890066.8
1500789116.276,6890069.4
1500789116.614,6890066.8
1500789116.952,6890061.8
1500789117.290,6890066.8
1500789117.627,6890061.8
1500789117.965,6890066.8
1500789118.302,6890066.8
1500789118.640,6890066.8
1500789118.978,6890066.8
1500789119.315,6890064.3
1500789119.653,6890064.3
1500789119.991,6890064.3
1500789120.328,6890066.8
1500789120.666,6890061.8
1500789121.004,6890061.8
1500789121.341,6890064.3
1500789121.679,6890064.3
1500789122.017,6890064.3
1500789122.354,6890059.2
1500789122.692,6890061.8
1500789123.030,6890061.8
1500789123.367,6890061.8
1500789123.705,6890064.3
1500789124.043,6890061.8
1500789124.380,6890064.3
1500789124.718,6890064.3
1500789125.056,6890064.3
1500789125.393,6890064.3
1500789125.731,6890061.8
1500789126.069,6890066.8
1500789126.406,6890064.3
1500789126.744,6890066.8
1500789127.082,6890064.3
1500789127.419,6890066.8
1500789127.757,6890061.8
1500789128.094,6890064.3
1500789128.432,6890064.3
1500789128.770,6890066.8
1500789129.107,6890064.3
1500789129.445,6890064.3
1500789129.783,6890069.4
1500789130.120,6890064.3
1500789130.459,6890066.8
1500789130.796,6890064.3
1500789131.133,6890069.4
1500789131.471,6890066.8
1500789131.809,6890066.8
1500789132.147,6890066.8
1500789132.484,6890064.3
1500789132.822,6890064.3
1500789133.160,6890064.3
1500789133.497,6890066.8
1500789133.835,6890066.8
1500789134.172,6890066.8
1500789134.510,6890069.4
1500789134.848,6890066.8
1500789135.185,6890064.3
1500789135.523,6890069.4
1500789135.861,6890064.3
1500789136.198,6890064.3
1500789136.536,6890064.3
1500789136.874,6890064.3
1500789137.211,6890066.8
1500789137.549,6890064.3
1500789137.887,6890064.3
1500789138.224,6890064.3
1500789138.562,6890064.3
1500789138.900,6890064.3
1500789139.237,6890066.8
1500789139.575,6890069.4
1500789139.913,6890069.4
1500789140.250,6890066.8
1500789140.588,6890069.4
1500789140.926,6890066.8
1500789141.263,6890066.8
1500789141.601,6890069.4
1500789141.939,6890064.3
1500789142.276,6890069.4
1500789142.614,6890064.3
1500789142.952,6890069.4
1500789143.289,6890069.4
1500789143.627,6890066.8
1500789143.965,6890066.8
1500789144.302,6890066.8
1500789144.640,6890066.8
1500789144.978,6890071.9
1500789145.315,6890064.3
1500789145.653,6890064.3
1500789145.991,6890066.8
1500789146.328,6890069.4
1500789146.666,6890066.8
1500789147.003,6890066.8
1500789147.341,6890069.4
1500789147.679,6890071.9
1500789148.016,6890064.3
1500789148.355,6890071.9
1500789148.692,6890066.8
1500789149.029,6890066.8
1500789149.367,6890071.9
1500789149.705,6890066.8
1500789150.042,6890066.8
1500789150.380,6890066.8
1500789150.718,6890066.8
1500789151.055,6890069.4
1500789151.393,6890066.8
1500789151.731,6890071.9
1500789152.068,6890069.4
1500789152.406,6890069.4
1500789152.744,6890066.8
1500789153.081,6890064.3
1500789153.419,6890066.8
1500789153.757,6890069.4
1500789154.094,6890069.4
1500789154.432,6890066.8
1500789154.770,6890069.4
1500789155.107,6890066.8
1500789155.445,6890066.8
1500789155.783,6890064.3
1500789156.120,6890064.3
1500789156.458,6890064.3
1500789156.796,6890061.8
1500789157.133,6890064.3
1500789157.471,6890061.8
1500789157.809,6890064.3
1500789158.146,6890061.8
1500789158.484,6890064.3
1500789158.821,6890061.8
1500789159.159,6890064.3
1500789159.497,6890064.3
1500789159.834,6890066.8
1500789160.172,6890061.8
1500789160.510,6890064.3
1500789160.847,6890066.8
1500789161.185,6890066.8
1500789161.523,6890061.8
1500789161.861,6890064.3
1500789162.198,6890061.8
1500789162.536,6890059.2
1500789162.874,6890064.3
1500789163.211,6890064.3
1500789163.549,6890066.8
1500789163.886,6890064.3
1500789164.224,6890061.8
1500789164.562,6890064.3
1500789164.899,6890064.3
1500789165.237,6890064.3
1500789165.575,6890064.3
1500789165.913,6890061.8
1500789166.250,6890061.8
1500789166.588,6890059.2
1500789166.926,6890061.8
1500789167.263,6890061.8
1500789167.601,6890061.8
1500789167.938,6890059.2
1500789168.276,6890061.8
1500789168.614,6890064.3
1500789168.951,6890061.8
1500789169.289,6890066.8
1500789169.627,6890064.3
1500789169.964,6890061.8
1500789170.302,6890064.3
1500789170.640,6890064.3
1500789170.977,6890064.3
1500789171.315,6890064.3
1500789171.653,6890061.8
1500789171.991,6890064.3
1500789172.328,6890066.8
1500789172.666,6890061.8
1500789173.003,6890059.2
1500789173.341,6890066.8
1500789173.678,6890066.8
1500789174.016,6890066.8
1500789174.354,6890064.3
1500789174.691,6890064.3
1500789175.029,6890061.8
1500789175.367,6890059.2
1500789175.704,6890061.8
1500789176.042,6890059.2
1500789176.380,6890061.8
1500789176.717,6890061.8
1500789177.055,6890061.8
1500789177.393,6890061.8
1500789177.730,6890061.8
1500789178.068,6890061.8
1500789178.405,6890066.8
1500789178.743,6890066.8
1500789179.081,6890064.3
1500789179.419,6890066.8
1500789179.756,6890061.8
1500789180.094,6890064.3
1500789180.432,6890064.3
1500789180.769,6890066.8
1500789181.107,6890066.8
1500789181.445,6890061.8
1500789181.782,6890059.2
1500789182.120,6890061.8
1500789182.458,6890059.2
1500789182.795,6890061.8
1500789183.133,6890066.8
1500789183.471,6890061.8
1500789183.808,6890061.8
1500789184.146,6890064.3
1500789184.484,6890061.8
1500789184.821,6890059.2
1500789185.159,6890061.8
1500789185.497,6890061.8
1500789185.834,6890064.3
1500789186.172,6890061.8
1500789186.510,6890061.8
1500789186.847,6890061.8
1500789187.185,6890061.8
1500789187.523,6890061.8
1500789187.860,6890064.3
1500789188.198,6890061.8
1500789188.536,6890061.8
1500789188.873,6890064.3
1500789189.211,6890061.8
1500789189.549,6890059.2
1500789189.886,6890061.8
1500789190.224,6890056.7
1500789190.562,6890061.8
1500789190.899,6890061.8
1500789191.237,6890061.8
1500789191.575,6890059.2
1500789191.912,6890061.8
1500789192.250,6890061.8
1500789192.588,6890064.3
1500789192.925,6890066.8
1500789193.263,6890064.3
1500789193.601,6890059.2
1500789193.938,6890061.8
1500789194.276,6890064.3
1500789194.613,6890061.8
1500789194.951,6890064.3
1500789195.289,6890064.3
1500789195.626,6890066.8
1500789195.964,6890059.2
1500789196.302,6890064.3
1500789196.639,6890064.3
1500789196.977,6890064.3
1500789197.315,6890066.8
1500789197.652,6890064.3
1500789197.990,6890064.3
1500789198.328,6890064.3
1500789198.665,6890064.3
1500789199.003,6890069.4
1500789199.341,6890064.3
1500789199.678,6890064.3
1500789200.016,6890064.3
1500789200.354,6890066.8
1500789200.691,6890064.3
1500789201.029,6890066.8
1500789201.367,6890066.8
1500789201.704,6890066.8
1500789202.042,6890064.3
1500789202.380,6890064.3
1500789202.717,6890061.8
1500789203.055,6890069.4
1500789203.393,6890059.2
1500789203.730,6890064.3
1500789204.068,6890064.3
1500789204.406,6890066.8
1500789204.743,6890061.8
1500789205.081,6890061.8
1500789205.419,6890064.3
1500789205.756,6890064.3
1500789206.094,6890066.8
1500789206.432,6890066.8
1500789206.769,6890064.3
1500789207.107,6890064.3
1500789207.445,6890064.3
1500789207.782,6890069.4
1500789208.120,6890064.3
1500789208.458,6890066.8
1500789208.795,6890066.8
1500789209.133,6890064.3
1500789209.471,6890064.3
1500789209.808,6890064.3
1500789210.146,6890064.3
1500789210.483,6890066.8
1500789210.821,6890066.8
1500789211.159,6890064.3
1500789211.496,6890061.8
1500789211.834,6890066.8
1500789212.172,6890064.3
1500789212.509,6890064.3
1500789212.847,6890064.3
1500789213.185,6890064.3
1500789213.522,6890061.8
1500789213.860,6890061.8
1500789214.198,6890064.3
1500789214.535,6890064.3
1500789214.873,6890064.3
1500789215.211,6890066.8
1500789215.548,6890064.3
1500789215.886,6890061.8
1500789216.224,6890066.8
1500789216.561,6890064.3
1500789216.899,6890059.2
1500789217.237,6890064.3
1500789217.574,6890064.3
1500789217.912,6890064.3
1500789218.250,6890064.3
1500789218.587,6890064.3
1500789218.925,6890066.8
1500789219.263,6890064.3
1500789219.600,6890066.8
1500789219.938,6890064.3
1500789220.276,6890066.8
1500789220.613,6890064.3
1500789220.951,6890061.8
1500789221.289,6890064.3
1500789221.626,6890066.8
1500789221.964,6890064.3
1500789222.301,6890061.8
1500789222.639,6890059.2
1500789222.977,6890061.8
1500789223.314,6890059.2
1500789223.652,6890054.2
1500789223.990,6890059.2
1500789224.327,6890051.6
1500789224.665,6890054.2
1500789225.003,6890059.2
1500789225.340,6890054.2
1500789225.678,6890056.7
1500789226.016,6890056.7
1500789226.353,6890054.2
1500789226.691,6890054.2
1500789227.029,6890056.7
1500789227.366,6890054.2
1500789227.704,6890054.2
1500789228.042,6890056.7
1500789228.380,6890059.2
1500789228.717,6890056.7
1500789229.055,6890051.6
1500789229.393,6890054.2
1500789229.730,6890054.2
1500789230.068,6890054.2
1500789230.405,6890054.2
1500789230.743,6890056.7
1500789231.081,6890056.7
1500789231.418,6890056.7
1500789231.756,6890056.7
1500789232.094,6890056.7
1500789232.431,6890051.6
1500789232.769,6890056.7
1500789233.107,6890054.2
1500789233.444,6890054.2
1500789233.782,6890056.7
1500789234.119,6890059.2
1500789234.457,6890051.6
1500789234.795,6890054.2
1500789235.132,6890059.2
1500789235.475,6890056.7
1500789235.808,6890054.2
1500789236.146,6890059.2
1500789236.483,6890054.2
1500789236.821,6890059.2
1500789237.159,6890056.7
1500789237.496,6890056.7
1500789237.834,6890056.7
1500789238.172,6890056.7
1500789238.509,6890054.2
1500789238.847,6890056.7
1500789239.184,6890056.7
1500789239.522,6890054.2
1500789239.860,6890051.6
1500789240.198,6890059.2
1500789240.535,6890056.7
1500789240.873,6890056.7
1500789241.211,6890054.2
1500789241.548,6890054.2
1500789241.886,6890054.2
1500789242.224,6890056.7
1500789242.561,6890059.2
1500789242.899,6890059.2
1500789243.236,6890061.8
1500789243.574,6890061.8
1500789243.912,6890064.3
1500789244.250,6890059.2
1500789244.587,6890059.2
1500789244.925,6890059.2
1500789245.262,6890061.8
1500789245.600,6890059.2
1500789245.938,6890059.2
1500789246.275,6890061.8
1500789246.613,6890059.2
1500789246.951,6890056.7
1500789247.289,6890054.2
1500789247.626,6890056.7
1500789247.964,6890056.7
1500789248.301,6890059.2
1500789248.639,6890061.8
1500789248.977,6890059.2
1500789249.314,6890059.2
1500789249.652,6890061.8
1500789249.990,6890059.2
1500789250.328,6890056.7
1500789250.665,6890059.2
1500789251.003,6890054.2
1500789251.340,6890059.2
1500789251.678,6890054.2
1500789252.016,6890054.2
1500789252.353,6890054.2
1500789252.691,6890051.6
1500789253.029,6890056.7
1500789253.366,6890056.7
1500789253.704,6890054.2
1500789254.042,6890056.7
1500789254.379,6890051.6
1500789254.717,6890049.1
1500789255.055,6890049.1
1500789255.392,6890056.7
1500789255.730,6890051.6
1500789256.068,6890049.1
1500789256.405,6890051.6
1500789256.743,6890054.2
1500789257.081,6890051.6
1500789257.418,6890049.1
1500789257.756,6890054.2
1500789258.093,6890054.2
1500789258.431,6890054.2
1500789258.772,6890056.7
1500789259.106,6890056.7
1500789259.444,6890059.2
1500789259.782,6890056.7
1500789260.119,6890054.2
1500789260.457,6890056.7
1500789260.795,6890056.7
1500789261.133,6890054.2
1500789261.470,6890051.6
1500789261.808,6890054.2
1500789262.146,6890054.2
1500789262.483,6890051.6
1500789262.821,6890051.6
1500789263.159,6890054.2
1500789263.496,6890054.2
1500789263.834,6890051.6
1500789264.171,6890051.6
1500789264.509,6890054.2
1500789264.847,6890051.6
1500789265.185,6890049.1
1500789265.522,6890049.1
1500789265.860,6890051.6
1500789266.197,6890049.1
1500789266.535,6890051.6
1500789266.873,6890049.1
1500789267.210,6890049.1
1500789267.548,6890049.1
1500789267.886,6890051.6
1500789268.223,6890051.6
1500789268.561,6890051.6
1500789268.898,6890054.2
1500789269.236,6890054.2
1500789269.574,6890051.6
1500789269.911,6890054.2
1500789270.249,6890054.2
1500789270.587,6890051.6
1500789270.924,6890051.6
1500789271.262,6890051.6
1500789271.600,6890054.2
1500789271.938,6890056.7
1500789272.275,6890051.6
1500789272.613,6890056.7
1500789272.951,6890054.2
1500789273.288,6890049.1
1500789273.626,6890054.2
1500789273.964,6890054.2
1500789274.301,6890051.6
1500789274.639,6890054.2
1500789274.976,6890049.1
1500789275.314,6890054.2
1500789275.652,6890049.1
1500789275.989,6890049.1
1500789276.327,6890049.1
1500789276.665,6890054.2
1500789277.002,6890051.6
1500789277.340,6890056.7
1500789277.678,6890056.7
1500789278.015,6890051.6
1500789278.353,6890054.2
1500789278.691,6890056.7
1500789279.029,6890054.2
1500789279.366,6890049.1
1500789279.704,6890054.2
1500789280.041,6890054.2
1500789280.379,6890056.7
1500789280.717,6890049.1
1500789281.054,6890054.2
1500789281.392,6890051.6
1500789281.730,6890054.2
1500789282.069,6890051.6
1500789282.405,6890051.6
1500789282.743,6890051.6
1500789283.080,6890051.6
1500789283.418,6890054.2
1500789283.756,6890051.6
1500789284.093,6890051.6
1500789284.431,6890051.6
1500789284.769,6890051.6
1500789285.106,6890054.2
1500789285.444,6890056.7
1500789285.782,6890056.7
1500789286.119,6890051.6
1500789286.457,6890054.2
1500789286.795,6890054.2
1500789287.132,6890056.7
1500789287.470,6890059.2
1500789287.808,6890061.8
1500789288.145,6890059.2
1500789288.483,6890059.2
1500789288.821,6890061.8
1500789289.158,6890059.2
1500789289.496,6890059.2
1500789289.834,6890059.2
1500789290.171,6890066.8
1500789290.509,6890061.8
1500789290.847,6890061.8
1500789291.184,6890061.8
1500789291.522,6890061.8
1500789291.860,6890059.2
1500789292.197,6890059.2
1500789292.535,6890059.2
1500789292.872,6890059.2
1500789293.210,6890061.8
1500789293.548,6890059.2
1500789293.885,6890059.2
1500789294.227,6890061.8
1500789294.561,6890059.2
1500789294.898,6890054.2
1500789295.236,6890061.8
1500789295.574,6890059.2
1500789295.911,6890059.2
1500789296.249,6890061.8
1500789296.587,6890056.7
1500789296.925,6890061.8
1500789297.262,6890061.8
1500789297.600,6890059.2
1500789297.937,6890064.3
1500789298.275,6890061.8
1500789298.613,6890056.7
1500789298.950,6890061.8
1500789299.288,6890056.7
1500789299.626,6890059.2
1500789299.963,6890056.7
1500789300.301,6890059.2
1500789300.639,6890061.8
1500789300.977,6890059.2
1500789301.314,6890059.2
1500789301.652,6890056.7
1500789301.990,6890061.8
1500789302.327,6890059.2
1500789302.665,6890059.2
1500789303.002,6890061.8
1500789303.340,6890054.2
1500789303.677,6890059.2
1500789304.015,6890056.7
1500789304.353,6890056.7
1500789304.690,6890059.2
1500789305.028,6890056.7
1500789305.366,6890059.2
1500789305.704,6890059.2
1500789306.041,6890064.3
1500789306.379,6890056.7
1500789306.717,6890056.7
1500789307.054,6890061.8
1500789307.392,6890054.2
1500789307.730,6890054.2
1500789308.067,6890059.2
1500789308.405,6890056.7
1500789308.743,6890064.3
1500789309.080,6890059.2
1500789309.418,6890061.8
1500789309.756,6890061.8
1500789310.094,6890061.8
1500789310.431,6890059.2
1500789310.768,6890061.8
1500789311.106,6890059.2
1500789311.444,6890059.2
1500789311.782,6890059.2
1500789312.119,6890064.3
1500789312.457,6890061.8
1500789312.795,6890054.2
1500789313.132,6890054.2
1500789313.470,6890056.7
1500789313.807,6890054.2
1500789314.145,6890049.1
1500789314.483,6890056.7
1500789314.820,6890051.6
1500789315.158,6890051.6
1500789315.496,6890054.2
1500789315.833,6890054.2
1500789316.171,6890051.6
1500789316.509,6890054.2
1500789316.846,6890056.7
1500789317.184,6890051.6
1500789317.522,6890056.7
1500789317.859,6890056.7
1500789318.197,6890056.7
1500789318.535,6890054.2
1500789318.872,6890056.7
1500789319.210,6890054.2
1500789319.548,6890054.2
1500789319.885,6890056.7
1500789320.223,6890056.7
1500789320.561,6890059.2
1500789320.898,6890056.7
1500789321.236,6890059.2
1500789321.574,6890054.2
1500789321.911,6890056.7
1500789322.249,6890059.2
1500789322.587,6890056.7
1500789322.924,6890059.2
1500789323.262,6890056.7
1500789323.600,6890056.7
1500789323.937,6890061.8
1500789324.275,6890056.7
1500789324.612,6890059.2
1500789324.950,6890061.8
1500789325.288,6890061.8
1500789325.625,6890059.2
1500789325.963,6890061.8
1500789326.301,6890059.2
1500789326.638,6890064.3
1500789326.976,6890059.2
1500789327.314,6890061.8
1500789327.651,6890059.2
1500789327.989,6890059.2
1500789328.327,6890059.2
1500789328.664,6890061.8
1500789329.002,6890059.2
1500789329.340,6890059.2
1500789329.677,6890056.7
1500789330.015,6890061.8
1500789330.353,6890056.7
1500789330.691,6890059.2
1500789331.028,6890056.7
1500789331.366,6890064.3
1500789331.703,6890061.8
1500789332.041,6890059.2
1500789332.379,6890059.2
1500789332.716,6890059.2
1500789333.054,6890061.8
1500789333.392,6890061.8
1500789333.729,6890056.7
1500789334.067,6890059.2
1500789334.405,6890056.7
1500789334.742,6890059.2
1500789335.080,6890059.2
1500789335.418,6890056.7
1500789335.755,6890056.7
1500789336.093,6890056.7
1500789336.431,6890056.7
1500789336.768,6890054.2
1500789337.106,6890056.7
1500789337.444,6890056.7
1500789337.781,6890059.2
1500789338.119,6890056.7
1500789338.456,6890056.7
1500789338.794,6890056.7
1500789339.132,6890056.7
1500789339.469,6890059.2
1500789339.807,6890056.7
1500789340.145,6890054.2
1500789340.483,6890061.8
1500789340.820,6890061.8
1500789341.158,6890059.2
1500789341.496,6890061.8
1500789341.833,6890056.7
1500789342.171,6890059.2
1500789342.509,6890056.7
1500789342.846,6890056.7
1500789343.184,6890056.7
1500789343.522,6890056.7
1500789343.859,6890059.2
1500789344.197,6890061.8
1500789344.534,6890056.7
1500789344.872,6890056.7
1500789345.210,6890056.7
1500789345.547,6890059.2
1500789345.885,6890056.7
1500789346.223,6890056.7
1500789346.560,6890056.7
1500789346.898,6890059.2
1500789347.236,6890059.2
1500789347.574,6890059.2
1500789347.911,6890056.7
1500789348.249,6890054.2
1500789348.586,6890059.2
1500789348.924,6890054.2
1500789349.262,6890059.2
1500789349.599,6890059.2
1500789349.937,6890059.2
1500789350.275,6890054.2
1500789350.612,6890054.2
1500789350.950,6890059.2
1500789351.288,6890056.7
1500789351.625,6890054.2
1500789351.963,6890051.6
1500789352.301,6890059.2
1500789352.638,6890054.2
1500789352.976,6890051.6
1500789353.314,6890056.7
1500789353.651,6890056.7
1500789353.989,6890051.6
1500789354.327,6890056.7
1500789354.664,6890056.7
1500789355.002,6890051.6
1500789355.340,6890054.2
1500789355.677,6890054.2
1500789356.015,6890051.6
1500789356.353,6890054.2
1500789356.690,6890051.6
1500789357.028,6890051.6
1500789357.366,6890056.7
1500789357.703,6890051.6
1500789358.041,6890054.2
1500789358.379,6890051.6
1500789358.716,6890054.2
1500789359.054,6890049.1
1500789359.391,6890051.6
1500789359.729,6890054.2
1500789360.067,6890054.2
1500789360.405,6890056.7
1500789360.742,6890061.8
1500789361.080,6890056.7
1500789361.417,6890056.7
1500789361.755,6890054.2
1500789362.093,6890054.2
1500789362.430,6890054.2
1500789362.768,6890054.2
1500789363.108,6890054.2
1500789363.444,6890056.7
1500789363.781,6890056.7
1500789364.119,6890054.2
1500789364.457,6890054.2
1500789364.794,6890051.6
1500789365.132,6890051.6
1500789365.469,6890054.2
1500789365.807,6890051.6
1500789366.145,6890051.6
1500789366.483,6890051.6
1500789366.820,6890054.2
1500789367.158,6890054.2
1500789367.495,6890054.2
1500789367.833,6890051.6
1500789368.171,6890054.2
1500789368.508,6890054.2
1500789368.846,6890051.6
1500789369.184,6890051.6
1500789369.521,6890054.2
1500789369.859,6890049.1
1500789370.197,6890044.0
1500789370.534,6890051.6
1500789370.872,6890049.1
1500789371.210,6890054.2
1500789371.547,6890054.2
1500789371.885,6890054.2
1500789372.223,6890051.6
1500789372.560,6890056.7
1500789372.898,6890051.6
1500789373.236,6890054.2
1500789373.573,6890056.7
1500789373.911,6890056.7
1500789374.248,6890054.2
1500789374.586,6890049.1
1500789374.924,6890054.2
1500789375.262,6890054.2
1500789375.599,6890051.6
1500789375.937,6890049.1
1500789376.275,6890049.1
1500789376.612,6890051.6
1500789376.950,6890046.6
1500789377.287,6890046.6
1500789377.625,6890049.1
1500789377.963,6890044.0
1500789378.301,6890049.1
1500789378.638,6890051.6
1500789378.976,6890051.6
1500789379.314,6890051.6
1500789379.651,6890049.1
1500789379.989,6890046.6
1500789380.326,6890049.1
1500789380.664,6890049.1
1500789381.002,6890051.6
1500789381.340,6890049.1
1500789381.677,6890054.2
1500789382.015,6890051.6
1500789382.352,6890051.6
1500789382.690,6890051.6
1500789383.028,6890051.6
1500789383.366,6890049.1
1500789383.703,6890051.6
1500789384.041,6890051.6
1500789384.378,6890049.1
1500789384.716,6890049.1
1500789385.054,6890051.6
1500789385.391,6890049.1
1500789385.729,6890046.6
1500789386.067,6890051.6
1500789386.404,6890049.1
1500789386.742,6890054.2
1500789387.080,6890051.6
1500789387.417,6890054.2
1500789387.755,6890051.6
1500789388.093,6890051.6
1500789388.430,6890054.2
1500789388.768,6890056.7
1500789389.106,6890054.2
1500789389.443,6890051.6
1500789389.781,6890051.6
1500789390.119,6890056.7
1500789390.456,6890056.7
1500789390.794,6890054.2
1500789391.132,6890056.7
1500789391.469,6890054.2
1500789391.807,6890054.2
1500789392.145,6890051.6
1500789392.482,6890049.1
1500789392.820,6890054.2
1500789393.158,6890056.7
1500789393.495,6890054.2
1500789393.833,6890054.2
1500789394.171,6890056.7
1500789394.508,6890054.2
1500789394.846,6890054.2
1500789395.183,6890056.7
1500789395.521,6890054.2
1500789395.859,6890054.2
1500789396.196,6890054.2
1500789396.534,6890054.2
1500789396.872,6890051.6
1500789397.209,6890049.1
1500789397.550,6890051.6
1500789397.885,6890051.6
1500789398.222,6890056.7
1500789398.560,6890054.2
1500789398.898,6890056.7
1500789399.235,6890051.6
1500789399.573,6890051.6
1500789399.911,6890056.7
1500789400.248,6890054.2
1500789400.586,6890056.7
1500789400.924,6890054.2
1500789401.261,6890056.7
1500789401.599,6890049.1
1500789401.937,6890049.1
1500789402.274,6890051.6
1500789402.612,6890049.1
1500789402.950,6890051.6
1500789403.287,6890046.6
1500789403.625,6890049.1
1500789403.963,6890049.1
1500789404.300,6890051.6
1500789404.638,6890051.6
1500789404.976,6890049.1
1500789405.313,6890049.1
1500789405.651,6890046.6
1500789405.989,6890051.6
1500789406.326,6890049.1
1500789406.664,6890051.6
1500789407.002,6890049.1
1500789407.339,6890051.6
1500789407.677,6890046.6
1500789408.014,6890054.2
1500789408.352,6890046.6
1500789408.690,6890049.1
1500789409.027,6890051.6
1500789409.365,6890049.1
1500789409.703,6890049.1
1500789410.041,6890046.6
1500789410.378,6890049.1
1500789410.716,6890046.6
1500789411.054,6890049.1
1500789411.391,6890049.1
1500789411.729,6890051.6
1500789412.067,6890049.1
1500789412.404,6890049.1
1500789412.742,6890049.1
1500789413.079,6890049.1
1500789413.417,6890054.2
1500789413.755,6890046.6
1500789414.093,6890054.2
1500789414.430,6890054.2
1500789414.768,6890054.2
1500789415.105,6890054.2
1500789415.443,6890054.2
1500789415.781,6890051.6
1500789416.118,6890056.7
1500789416.456,6890054.2
1500789416.794,6890054.2
1500789417.132,6890056.7
1500789417.469,6890056.7
1500789417.807,6890056.7
1500789418.145,6890056.7
1500789418.482,6890056.7
1500789418.820,6890059.2
1500789419.158,6890061.8
1500789419.495,6890059.2
1500789419.833,6890056.7
1500789420.170,6890061.8
1500789420.508,6890061.8
1500789420.846,6890054.2
1500789421.183,6890054.2
1500789421.521,6890056.7
1500789421.859,6890056.7
1500789422.196,6890054.2
1500789422.534,6890054.2
1500789422.872,6890051.6
1500789423.209,6890054.2
1500789423.547,6890056.7
1500789423.885,6890056.7
1500789424.223,6890056.7
1500789424.560,6890054.2
1500789424.898,6890056.7
1500789425.235,6890056.7
1500789425.573,6890054.2
1500789425.911,6890054.2
1500789426.248,6890054.2
