ambient_c,ambient_rh,crc16
1520251711.80,20.819,76.540,a8b6
1520251713.41,20.813,76.534,e0d9
1520251715.02,20.828,76.522,48c5
1520251716.63,20.825,76.517,1b57
1520251718.24,20.829,76.507,39d1
1520251719.85,20.840,76.490,c71f
1520251721.46,20.837,76.479,038a
1520251723.07,20.832,76.466,89ea
1520251724.68,20.836,76.473,e513
1520251726.29,20.836,76.457,c3f5
1520251727.90,20.833,76.453,cbcf
1520251729.51,20.843,76.445,2993
1520251731.12,20.840,76.434,6850
1520251732.74,20.844,76.437,575e
1520251734.35,20.837,76.429,fc7f
1520251735.96,20.843,76.429,42b9
1520251737.57,20.843,76.427,a377
1520251739.18,20.848,76.428,8437
1520251740.79,20.847,76.426,bc3b
1520251742.40,20.855,76.419,7c02
1520251744.01,20.849,76.419,8696
1520251745.62,20.844,76.428,9580
1520251747.23,20.847,76.422,fcbf
1520251748.84,20.849,76.416,7779
1520251750.45,20.852,76.413,1a50
1520251752.06,20.862,76.415,57d2
1520251753.67,20.862,76.419,965e
1520251755.28,20.855,76.405,8ebf
1520251756.90,20.864,76.410,87bc
1520251758.51,20.866,76.414,489e
1520251760.12,20.866,76.399,950a
1520251761.73,20.867,76.400,7cf8
1520251763.34,20.872,76.389,4275
1520251764.95,20.875,76.374,44fe
1520251766.56,20.883,76.370,1ce5
1520251768.17,20.878,76.356,54ba
1520251769.78,20.879,76.338,5801
1520251771.39,20.878,76.324,ed6f
1520251773.00,20.891,76.310,d2c6
1520251774.61,20.884,76.302,6228
1520251776.22,20.886,76.293,7007
1520251777.83,20.874,76.273,44fa
1520251779.44,20.890,76.259,ffc8
1520251781.06,20.888,76.250,9b18
1520251782.67,20.894,76.235,9b8f
1520251784.28,20.895,76.230,8cf9
1520251785.89,20.891,76.212,c5b4
1520251787.50,20.890,76.208,101c
1520251789.11,20.895,76.200,d9aa
1520251790.72,20.906,76.187,1c58
1520251792.33,20.904,76.182,c35b
1520251793.94,20.910,76.176,77af
1520251795.55,20.906,76.167,3f57
1520251797.16,20.896,76.154,f7fe
1520251798.77,20.911,76.145,554c
1520251800.38,20.915,76.146,6a42
1520251801.99,20.908,76.129,8c4c
1520251803.60,20.907,76.119,00dd
1520251805.21,20.914,76.112,92e0
1520251806.83,20.911,76.105,9988
1520251808.44,20.913,76.104,060f
1520251810.05,20.914,76.092,2c79
1520251811.66,20.919,76.086,09a8
1520251813.27,20.922,76.074,c23f
1520251814.88,20.921,76.082,7ab2
1520251816.49,20.929,76.072,7456
1520251818.10,20.922,76.067,c16d
1520251819.71,20.927,76.066,99f2
1520251821.32,20.931,76.067,e23b
1520251822.93,20.926,76.058,6abc
1520251824.54,20.927,76.051,bc46
1520251826.15,20.931,76.057,b768
1520251827.76,20.931,76.049,6597
1520251829.37,20.935,76.042,db91
1520251830.99,20.930,76.034,6a7e
1520251832.60,20.939,76.030,73f3
1520251834.21,20.937,76.016,eb46
1520251835.82,20.942,76.012,52d7
1520251837.43,20.943,76.009,975e
1520251839.04,20.942,75.994,cbfb
1520251840.65,20.947,75.986,9036
1520251842.26,20.951,75.987,ebff
1520251843.87,20.945,75.975,3fcd
1520251845.48,20.951,75.972,ab64
1520251847.09,20.953,75.962,17f3
1520251848.70,20.950,75.951,bab6
1520251850.31,20.958,75.950,b44d
1520251851.92,20.951,75.934,0766
1520251853.53,20.950,75.935,5094
1520251855.15,20.955,75.924,3b3a
1520251856.76,20.957,75.923,c47b
1520251858.37,20.963,75.917,f385
1520251859.98,20.961,75.914,4c40
1520251861.59,20.969,75.902,016d
1520251863.20,20.961,75.900,3ff5
1520251864.81,20.977,75.892,f9f7
1520251866.42,20.969,75.884,df32
1520251868.03,20.973,75.880,e5e9
1520251869.64,20.967,75.878,9091
1520251871.25,20.967,75.860,22a8
1520251872.86,20.967,75.863,12cb
1520251874.47,20.971,75.866,2986
1520251876.08,20.981,75.857,f4a0
1520251877.69,20.978,75.854,059e
1520251879.31,20.980,75.846,9063
1520251880.92,20.977,75.843,9f8a
1520251882.53,20.981,75.839,bfc8
1520251884.14,20.974,75.835,aeae
1520251885.75,20.988,75.843,de1c
1520251887.36,20.989,75.842,89ee
1520251888.97,20.982,75.831,f6b5
1520251890.58,20.978,75.822,fccf
1520251892.19,20.982,75.817,f011
1520251893.80,20.977,75.816,30da
1520251895.42,20.988,75.808,a3b3
1520251897.03,20.980,75.803,0c02
1520251898.63,20.977,75.798,748c
1520251900.24,20.984,75.795,f500
1520251901.86,20.986,75.785,4997
1520251903.47,20.989,75.781,d0d1
1520251905.08,20.992,75.774,adc6
1520251906.69,20.992,75.774,adc6
1520251908.30,21.000,75.764,f5f6
1520251909.91,20.996,75.758,0545
1520251911.52,21.000,75.749,4239
1520251913.13,20.998,75.741,394c
1520251914.74,21.001,75.734,4dd0
1520251916.35,21.004,75.729,e7f2
1520251917.96,21.005,75.718,e553
1520251919.58,21.012,75.717,3887
1520251921.19,21.008,75.721,774d
1520251922.80,21.012,75.710,4860
1520251924.41,21.008,75.708,8006
1520251926.02,21.009,75.698,4a7d
1520251927.63,21.010,75.697,09b8
1520251929.24,21.005,75.686,8935
1520251930.85,21.006,75.689,b0af
1520251932.46,21.010,75.682,6a2c
1520251934.07,21.017,75.675,cded
1520251935.68,21.018,75.667,075c
1520251937.29,21.018,75.659,b3c1
1520251938.90,21.017,75.655,ab8f
1520251940.51,21.013,75.647,b791
1520251942.12,21.021,75.645,3531
1520251943.73,21.028,75.642,1cdf
1520251945.35,21.020,75.635,eb75
1520251946.96,21.026,75.636,5bdd
1520251948.57,21.029,75.626,b12e
1520251950.18,21.030,75.624,2346
1520251951.79,21.029,75.606,d74c
1520251953.40,21.026,75.603,5e2b
1520251955.01,21.036,75.597,1644
1520251956.62,21.040,75.592,7781
1520251958.23,21.026,75.581,ae90
1520251959.84,21.041,75.580,2321
1520251961.45,21.045,75.582,0c0e
1520251963.06,21.041,75.565,508b
1520251964.67,21.037,75.566,5188
1520251966.28,21.043,75.555,8a7e
1520251967.89,21.045,75.554,1a94
1520251969.51,21.047,75.555,8513
1520251971.12,21.047,75.539,ee39
1520251972.73,21.052,75.543,7579
1520251974.34,21.040,75.538,3900
1520251975.95,21.047,75.532,5f52
1520251977.56,21.052,75.532,fccf
1520251979.17,21.052,75.520,efbc
1520251980.78,21.055,75.518,fcff
1520251982.39,21.047,75.511,0953
1520251984.00,21.048,75.510,c0b0
1520251985.61,21.059,75.508,de79
1520251987.22,21.051,75.500,41ab
1520251988.83,21.057,75.500,c160
1520251990.44,21.049,75.493,0999
1520251992.05,21.056,75.500,86b3
1520251993.67,21.056,75.504,c637
1520251995.28,21.059,75.494,925d
1520251996.89,21.057,75.497,3c2f
1520251998.50,21.059,75.495,827c
1520252000.11,21.067,75.491,71ad
1520252001.72,21.064,75.484,da4c
1520252003.33,21.065,75.475,9d80
1520252004.94,21.061,75.477,b2af
1520252006.55,21.069,75.474,9c16
1520252008.16,21.071,75.465,4aff
1520252009.77,21.073,75.463,a59f
1520252011.38,21.072,75.457,f79b
1520252012.99,21.065,75.453,9b24
1520252014.60,21.072,75.449,2564
1520252016.21,21.085,75.450,d830
1520252017.82,21.073,75.447,8379
1520252019.44,21.073,75.447,8379
1520252021.05,21.077,75.441,ecd2
1520252022.66,21.073,75.431,7a28
1520252024.27,21.075,75.427,a914
1520252025.88,21.079,75.425,98e1
1520252027.49,21.080,75.423,397a
1520252029.10,21.076,75.415,1470
1520252030.71,21.084,75.416,33e1
1520252032.32,21.084,75.408,e11e
1520252033.93,21.085,75.407,5722
1520252035.54,21.085,75.402,0787
1520252037.15,21.088,75.398,cfa1
1520252038.76,21.091,75.400,c38b
1520252040.37,21.085,75.392,388f
1520252041.98,21.083,75.389,3a1e
1520252043.60,21.088,75.384,3d1c
1520252045.21,21.095,75.381,d0fe
1520252046.82,21.087,75.374,f4e0
1520252048.43,21.091,75.385,9f17
1520252050.04,21.095,75.376,b027
1520252051.65,21.092,75.373,279a
1520252053.26,21.093,75.371,400b
1520252054.87,21.096,75.356,1e30
1520252056.48,21.096,75.361,3b84
1520252058.09,21.089,75.351,5c36
1520252059.70,21.098,75.347,a331
1520252061.31,21.091,75.342,aa9d
1520252062.92,21.100,75.332,d940
1520252064.53,21.099,75.334,4d16
1520252066.14,21.098,75.325,29d5
1520252067.76,21.102,75.322,65d7
1520252069.37,21.103,75.315,07b0
1520252070.98,21.098,75.306,7fd4
1520252072.59,21.104,75.307,d3db
1520252074.20,21.104,75.296,4e52
1520252075.81,21.098,75.296,f27c
1520252077.43,21.107,75.293,d682
1520252079.03,21.103,75.288,5bb5
1520252080.64,21.100,75.279,93df
1520252082.25,21.110,75.283,c988
1520252083.86,21.106,75.274,c2b9
1520252085.47,21.108,75.276,7cea
1520252087.08,21.106,75.267,c1eb
1520252088.69,21.111,75.266,fdf1
1520252090.30,21.114,75.264,950d
1520252091.92,21.107,75.260,f6df
1520252093.53,21.116,75.262,7a6d
1520252095.14,21.116,75.256,6fba
1520252096.75,21.118,75.243,923f
1520252098.36,21.119,75.247,9568
1520252099.97,21.128,75.245,dfbd
1520252101.58,21.126,75.244,518d
1520252103.19,21.119,75.239,ed31
1520252104.80,21.127,75.245,067f
1520252106.41,21.130,75.242,5aa3
1520252108.02,21.127,75.231,df6c
1520252109.63,21.134,75.236,8cdd
1520252111.24,21.128,75.224,653a
1520252112.85,21.131,75.219,53ee
1520252114.46,21.132,75.222,7fa3
1520252116.07,21.135,75.214,8d2e
1520252117.69,21.131,75.207,8111
1520252119.30,21.127,75.199,e8ff
1520252120.91,21.127,75.197,0931
1520252122.52,21.135,75.196,7d95
1520252124.13,21.128,75.189,020c
1520252125.74,21.135,75.194,5dd7
1520252127.35,21.131,75.178,b039
1520252128.96,21.136,75.182,c655
1520252130.57,21.135,75.180,2e62
1520252132.18,21.128,75.173,b378
1520252133.79,21.146,75.172,67c0
1520252135.40,21.134,75.157,6f0a
1520252137.01,21.142,75.161,6bff
1520252138.62,21.139,75.151,59a8
1520252140.23,21.140,75.153,9148
1520252141.85,21.136,75.147,d39d
1520252143.46,21.144,75.145,cdd2
1520252145.07,21.146,75.138,0a4e
1520252146.68,21.139,75.138,6227
1520252148.29,21.148,75.128,a76e
1520252149.90,21.147,75.134,8c11
1520252151.51,21.146,75.119,7c0d
1520252153.12,21.142,75.117,92ae
1520252154.73,21.158,75.117,e8f1
1520252156.34,21.152,75.116,69ac
1520252157.95,21.159,75.112,ff87
1520252159.56,21.146,75.115,bd81
1520252161.17,21.148,75.116,13f3
1520252162.78,21.157,75.100,72e5
1520252164.39,21.154,75.099,a611
1520252166.01,21.162,75.100,171f
1520252167.62,21.166,75.101,0853
1520252169.23,21.154,75.099,a611
1520252170.84,21.157,75.087,bc9b
1520252172.45,21.159,75.080,526d
1520252174.06,21.162,75.085,f923
1520252175.67,21.157,75.078,5d4a
1520252177.28,21.165,75.067,3d76
1520252178.89,21.170,75.073,ed5e
1520252180.50,21.165,75.064,0d15
1520252182.11,21.165,75.059,89eb
1520252183.72,21.167,75.050,9764
1520252185.33,21.163,75.045,fb9d
1520252186.94,21.161,75.050,17af
1520252188.55,21.169,75.037,d334
1520252190.17,21.175,75.038,d84f
1520252191.78,21.167,75.026,6e35
1520252193.39,21.171,75.023,5578
1520252195.00,21.178,75.023,0c71
1520252196.61,21.171,75.015,60ed
1520252198.22,21.175,75.018,be2d
1520252199.83,21.171,75.011,2069
1520252201.44,21.167,75.013,6bc3
1520252203.05,21.167,75.009,f9b8
1520252204.66,21.174,75.001,5be6
1520252206.27,21.181,75.008,1a25
1520252207.88,21.163,75.004,2778
1520252209.49,21.179,74.998,12f3
1520252211.10,21.171,75.004,43fd
1520252212.71,21.177,74.991,1dcb
1520252214.32,21.173,74.992,22c5
1520252215.94,21.177,74.991,1dcb
1520252217.55,21.177,74.992,2da8
1520252219.16,21.177,74.987,4e3c
1520252220.77,21.175,74.990,824c
1520252222.38,21.175,74.986,d1bb
1520252223.99,21.177,74.980,3edb
1520252225.60,21.177,74.978,afed
1520252227.21,21.182,74.981,fe10
1520252228.82,21.185,74.981,3908
1520252230.43,21.183,74.982,89a0
1520252232.04,21.189,74.983,08fd
1520252233.65,21.185,74.977,49f0
1520252235.26,21.182,74.970,fe0f
1520252236.87,21.186,74.976,91a4
1520252238.48,21.183,74.969,1bc4
1520252240.10,21.186,74.961,d272
1520252241.71,21.191,74.966,8eae
1520252243.32,21.185,74.962,2a64
1520252244.93,21.190,74.964,e93f
1520252246.54,21.189,74.960,1b91
1520252248.15,21.187,74.956,b015
1520252249.76,21.189,74.967,6b76
1520252251.37,21.187,74.957,a034
1520252252.98,21.186,74.953,a763
1520252254.59,21.189,74.949,ecda
1520252256.20,21.189,74.948,fcfb
1520252257.81,21.189,74.948,fcfb
1520252259.42,21.189,74.946,1d35
1520252261.03,21.191,74.937,617a
1520252262.64,21.189,74.938,656c
1520252264.26,21.191,74.930,119d
1520252265.87,21.191,74.931,01bc
1520252267.48,21.186,74.930,3da6
1520252269.09,21.191,74.922,02ee
1520252270.70,21.187,74.922,6906
1520252272.31,21.197,74.926,c2a1
1520252273.92,21.189,74.919,132f
1520252275.53,21.189,74.919,132f
1520252277.14,21.194,74.918,be49
1520252278.75,21.193,74.915,a8fc
1520252280.37,21.199,74.921,2c57
1520252281.98,21.189,74.914,c282
1520252283.58,21.190,74.913,004f
1520252285.19,21.194,74.914,7fc5
1520252286.80,21.195,74.915,2837
1520252288.42,21.190,74.906,63db
1520252290.03,21.191,74.916,1739
1520252291.64,21.191,74.911,67de
1520252293.25,21.193,74.908,4a60
1520252294.86,21.195,74.905,1b06
1520252296.47,21.195,74.901,5b82
1520252298.08,21.199,74.906,3ad2
1520252299.69,21.198,74.908,9ccf
1520252301.30,21.194,74.910,3f41
1520252302.91,21.205,74.912,2bc3
1520252304.53,21.197,74.914,b7b0
1520252306.14,21.199,74.914,29a1
1520252307.75,21.193,74.900,cb68
1520252309.36,21.207,74.912,a465
1520252310.96,21.186,74.903,5896
1520252312.58,21.197,74.903,f466
1520252314.19,21.193,74.894,0644
1520252315.80,21.194,74.898,00d0
1520252317.41,21.194,74.900,0c70
1520252319.02,21.213,74.897,ae17
1520252320.63,21.203,74.894,7557
1520252322.24,21.198,74.887,d3b9
1520252323.85,21.206,74.886,2e9a
1520252325.46,21.205,74.890,b518
1520252327.07,21.194,74.883,828a
1520252328.69,21.201,74.887,f9a3
1520252330.30,21.207,74.883,39ec
1520252331.91,21.210,74.884,6530
1520252333.52,21.197,74.889,ebb5
1520252335.13,21.201,74.885,d9e1
1520252336.74,21.206,74.885,1ef9
1520252338.35,21.209,74.876,e766
1520252339.96,21.207,74.879,8898
1520252341.57,21.205,74.884,c6ad
1520252343.18,21.202,74.876,31c9
1520252344.79,21.206,74.873,6e01
1520252346.40,21.211,74.868,c060
1520252348.01,21.213,74.871,edde
1520252349.62,21.213,74.861,deef
1520252351.23,21.214,74.865,5973
1520252352.84,21.217,74.860,c1a3
1520252354.46,21.214,74.863,39b5
1520252356.07,21.217,74.863,f1c0
1520252357.68,21.207,74.853,4fb0
1520252359.48,21.214,74.849,fe9d
1520252360.90,21.221,74.852,193d
1520252362.51,21.224,74.851,61e0
1520252364.12,21.211,74.846,47cc
1520252365.73,21.217,74.841,b7e0
1520252367.34,21.218,74.845,2ea6
1520252368.95,21.213,74.834,71bf
1520252370.56,21.217,74.841,b7e0
1520252372.17,21.220,74.836,b4cc
1520252373.78,21.225,74.836,fc72
1520252375.39,21.218,74.828,55ad
1520252377.00,21.214,74.823,f571
1520252378.62,21.220,74.826,87fd
1520252380.23,21.226,74.819,a38a
1520252381.84,21.230,74.821,1c39
1520252383.45,21.226,74.822,47b2
1520252385.06,21.220,74.814,f2ec
1520252386.67,21.226,74.819,a38a
1520252388.28,21.222,74.815,6d6b
1520252389.89,21.229,74.815,bbc4
1520252391.50,21.228,74.822,d9a3
1520252393.11,21.224,74.815,eda0
1520252394.72,21.232,74.819,47c4
1520252396.33,21.229,74.806,b896
1520252397.94,21.225,74.805,9942
1520252399.55,21.225,74.804,8963
1520252401.16,21.229,74.809,4979
1520252402.78,21.226,74.804,4116
1520252404.39,21.232,74.817,a60a
1520252406.00,21.234,74.810,5626
1520252407.61,21.234,74.810,5626
1520252409.22,21.222,74.809,9fd6
1520252410.83,21.237,74.808,2c6a
1520252412.44,21.241,74.810,af33
1520252414.05,21.237,74.792,1b89
1520252415.66,21.241,74.791,1a8a
1520252417.27,21.241,74.786,595c
1520252418.88,21.241,74.787,497d
1520252420.49,21.241,74.783,09f9
1520252422.10,21.238,74.766,92f1
1520252423.71,21.237,74.766,4b33
1520252425.32,21.241,74.768,9b9d
1520252426.94,21.242,74.761,c2c1
1520252428.55,21.244,74.751,1759
1520252430.16,21.242,74.751,9792
1520252431.77,21.248,74.750,16cf
1520252433.38,21.248,74.744,657a
1520252434.99,21.244,74.741,2468
1520252436.60,21.242,74.744,f406
1520252438.21,21.237,74.747,3d70
1520252439.82,21.249,74.731,eb9b
1520252441.43,21.242,74.732,0d57
1520252443.04,21.248,74.723,bf3b
1520252444.65,21.246,74.729,8060
1520252446.26,21.242,74.723,2e47
1520252447.87,21.241,74.724,96d5
1520252449.48,21.248,74.730,bc69
1520252451.09,21.252,74.723,c564
1520252452.71,21.246,74.716,24dc
1520252454.32,21.244,74.701,e8ac
1520252455.93,21.245,74.709,2e77
1520252457.54,21.248,74.701,f91b
1520252459.15,21.246,74.701,670a
1520252460.76,21.256,74.708,1d00
1520252462.37,21.246,74.705,278e
1520252463.98,21.252,74.702,b327
1520252465.59,21.244,74.704,b809
1520252467.20,21.249,74.699,b268
1520252468.81,21.245,74.693,0295
1520252470.42,21.246,74.690,fa83
1520252472.03,21.244,74.693,4546
1520252473.64,21.250,74.687,d2bd
1520252475.25,21.241,74.688,8fa2
1520252476.87,21.242,74.686,a619
1520252478.48,21.246,74.681,d993
1520252480.09,21.248,74.686,3765
1520252481.70,21.250,74.675,e2c1
1520252483.31,21.245,74.675,415c
1520252484.92,21.246,74.667,9a5a
1520252486.53,21.241,74.659,e9df
1520252488.14,21.248,74.670,479d
1520252489.75,21.237,74.664,5c41
1520252491.36,21.228,74.658,fa7f
1520252492.97,21.230,74.646,dd79
1520252494.58,21.230,74.638,a520
1520252496.19,21.233,74.640,75ca
1520252497.80,21.229,74.626,c5f5
1520252499.41,21.224,74.617,d6e3
1520252501.03,21.220,74.614,e9ed
1520252502.64,21.218,74.604,e942
1520252504.25,21.213,74.593,acc2
1520252505.86,21.205,74.585,94dd
1520252507.47,21.213,74.572,9fec
1520252509.08,21.213,74.565,dc3a
1520252510.69,21.210,74.558,90b1
1520252512.30,21.203,74.545,517b
1520252513.91,21.195,74.539,fab8
1520252515.52,21.193,74.530,eb5a
1520252517.13,21.190,74.515,15e8
1520252518.74,21.186,74.497,e0db
1520252520.35,21.186,74.501,0db5
1520252521.96,21.175,74.471,f333
1520252523.57,21.161,74.444,128b
1520252525.19,21.167,74.423,4801
1520252526.80,21.159,74.394,d2d9
1520252528.41,21.152,74.364,1448
1520252530.02,21.151,74.351,d9cb
1520252531.63,21.146,74.339,de5e
1520252533.24,21.144,74.312,86f1
1520252534.85,21.138,74.287,fbe0
1520252536.46,21.138,74.281,9b26
1520252538.07,21.131,74.254,e4d6
1520252539.68,21.122,74.248,353d
1520252541.29,21.120,74.241,2bb2
1520252542.90,21.118,74.233,a1f9
1520252544.51,21.112,74.232,20a4
1520252546.12,21.108,74.220,4988
1520252547.73,21.106,74.226,b75f
1520252549.35,21.096,74.225,2aa5
1520252550.96,21.089,74.232,5b92
1520252552.57,21.084,74.235,7d11
1520252554.18,21.076,74.240,a3d1
1520252555.79,21.075,74.247,1b43
1520252557.40,21.073,74.256,b898
1520252559.01,21.072,74.260,cade
1520252560.62,21.063,74.261,760f
1520252562.23,21.059,74.259,1e6c
1520252563.84,21.048,74.265,2643
1520252565.45,21.049,74.269,a01c
1520252567.06,21.044,74.261,7770
1520252568.67,21.044,74.271,4441
1520252570.28,21.037,74.267,6e68
1520252571.89,21.024,74.264,7d5d
1520252573.50,21.020,74.256,0721
1520252575.12,21.010,74.245,2937
1520252576.73,21.006,74.239,1ac4
1520252578.34,20.997,74.230,2899
1520252579.95,20.994,74.231,f0cd
1520252581.56,20.981,74.222,5002
1520252583.17,20.982,74.218,6c6e
1520252584.78,20.963,74.209,7bda
1520252586.39,20.970,74.193,1a0e
1520252588.00,20.957,74.174,4899
1520252589.61,20.957,74.164,7ba8
1520252591.22,20.951,74.167,cb00
1520252592.83,20.937,74.152,14b5
1520252594.44,20.939,74.144,d953
1520252596.05,20.931,74.124,6d2f
1520252597.66,20.915,74.130,d790
1520252599.28,20.917,74.123,5b64
1520252600.89,20.910,74.108,4b75
1520252602.50,20.902,74.102,8eba
1520252604.11,20.890,74.088,b356
1520252605.72,20.886,74.081,4997
1520252607.33,20.876,74.068,63e5
1520252608.94,20.874,74.058,b910
1520252610.55,20.859,74.049,0a03
1520252612.16,20.851,74.041,95d1
1520252613.77,20.845,74.033,c84a
1520252615.38,20.852,74.030,d412
1520252616.99,20.833,74.015,ff8e
1520252618.60,20.824,74.006,d0e7
1520252620.21,20.820,73.993,ccf2
1520252621.82,20.812,73.987,1da5
1520252623.44,20.797,73.977,3a6b
1520252625.05,20.796,73.965,6ecb
1520252626.66,20.796,73.967,4e89
1520252628.27,20.786,73.971,f65d
1520252629.88,20.785,73.974,6e8d
1520252631.49,20.778,73.972,c07b
1520252633.10,20.782,73.977,99f6
1520252634.71,20.769,73.971,5ce8
1520252636.32,20.765,73.965,3eea
1520252637.93,20.754,73.952,71c9
1520252639.54,20.740,73.945,d651
1520252641.15,20.738,73.939,213b
1520252642.76,20.732,73.929,8376
1520252644.37,20.730,73.918,49a2
1520252645.98,20.718,73.905,7383
1520252647.60,20.710,73.909,acd5
1520252649.21,20.702,73.897,a436
1520252650.82,20.698,73.905,3539
1520252652.43,20.691,73.904,7c11
1520252654.04,20.698,73.907,157b
1520252655.65,20.689,73.916,9a9b
1520252657.26,20.695,73.926,355c
1520252658.87,20.687,73.938,8326
1520252660.48,20.690,73.947,c765
1520252662.09,20.683,73.959,36cc
1520252663.70,20.695,73.979,3b46
1520252665.32,20.675,73.989,580f
1520252666.92,20.678,74.014,9c1b
1520252668.53,20.664,74.042,f9bc
1520252670.14,20.664,74.051,faee
1520252671.75,20.660,74.080,93fe
1520252673.37,20.659,74.105,098f
1520252674.98,20.660,74.145,b106
1520252676.59,20.660,74.163,b7a2
1520252678.20,20.666,74.194,57b0
1520252679.81,20.659,74.212,1309
1520252681.42,20.659,74.236,35ef
1520252683.03,20.651,74.262,9444
1520252684.64,20.654,74.288,5ebf
1520252686.25,20.654,74.310,521f
1520252687.86,20.651,74.341,f575
1520252689.48,20.654,74.371,e898
1520252691.09,20.662,74.397,06de
1520252692.70,20.651,74.417,efd6
1520252694.30,20.651,74.444,2040
1520252695.91,20.650,74.466,21b3
1520252697.53,20.652,74.501,4364
1520252699.14,20.644,74.526,3e09
1520252700.75,20.644,74.553,f73b
1520252702.36,20.648,74.578,3185
1520252703.97,20.640,74.604,2e14
1520252705.58,20.634,74.625,e691
1520252707.19,20.631,74.650,671d
1520252708.80,20.636,74.667,85b1
1520252710.41,20.623,74.691,56d4
1520252712.02,20.628,74.709,8cdb
1520252713.64,20.631,74.728,48b2
1520252715.25,20.628,74.763,8737
1520252716.86,20.630,74.779,e0b5
1520252718.47,20.631,74.812,909a
1520252720.08,20.630,74.839,0040
1520252721.69,20.624,74.866,ea14
1520252723.30,20.634,74.899,e0e6
1520252724.91,20.628,74.928,e199
1520252726.52,20.628,74.956,99c0
1520252728.13,20.620,74.983,a1e3
1520252729.74,20.618,75.014,6cc2
1520252731.35,20.619,75.043,a403
1520252732.96,20.628,75.081,abbb
1520252734.57,20.635,75.116,ebb3
1520252736.18,20.628,75.135,00f5
1520252737.80,20.631,75.148,fae5
1520252739.41,20.628,75.175,cc31
1520252741.02,20.627,75.192,461b
1520252742.63,20.618,75.219,d30f
1520252744.24,20.616,75.240,23c2
1520252745.85,20.622,75.265,372c
1520252747.69,20.608,75.296,406a
1520252749.07,20.614,75.319,f588
1520252750.68,20.616,75.346,7434
1520252752.29,20.618,75.371,cf91
1520252753.90,20.612,75.386,3e34
1520252755.51,20.614,75.404,9284
1520252757.12,20.610,75.426,dbc9
1520252758.73,20.608,75.453,e702
1520252760.34,20.603,75.475,3709
1520252761.96,20.608,75.505,4f01
1520252763.57,20.612,75.535,600d
1520252765.18,20.615,75.553,6d75
1520252766.79,20.610,75.572,5388
1520252768.40,20.610,75.590,50c5
1520252770.01,20.608,75.607,3613
1520252771.62,20.607,75.628,785c
1520252773.23,20.606,75.660,7243
1520252774.84,20.606,75.674,01f6
1520252776.45,20.604,75.695,bd7e
1520252778.06,20.606,75.713,ec87
1520252779.67,20.608,75.733,14f4
1520252781.28,20.610,75.755,2b6d
1520252782.89,20.611,75.779,cb50
1520252784.74,20.615,75.804,a036
1520252786.12,20.619,75.833,9435
1520252787.73,20.618,75.838,628d
1520252789.34,20.615,75.838,34e9
1520252790.95,20.616,75.848,650b
1520252792.56,20.615,75.845,7cd3
1520252794.17,20.620,75.854,3a39
1520252795.78,20.623,75.839,8947
1520252797.39,20.620,75.849,d8a5
1520252799.00,20.626,75.847,b9a0
1520252800.61,20.622,75.839,ce94
1520252802.22,20.627,75.831,0722
1520252803.83,20.627,75.827,54d5
1520252805.44,20.631,75.827,3f3d
1520252807.05,20.631,75.827,3f3d
1520252808.66,20.632,75.820,87af
1520252810.27,20.636,75.820,88c2
1520252811.89,20.640,75.813,dc92
1520252813.50,20.636,75.818,5c99
1520252815.11,20.643,75.816,4442
1520252816.72,20.638,75.824,5657
1520252818.33,20.651,75.818,c109
1520252819.94,20.648,75.816,92ed
1520252821.55,20.651,75.809,e219
1520252823.16,20.654,75.815,581a
1520252824.77,20.651,75.818,c109
1520252826.38,20.656,75.816,e7df
1520252827.99,20.655,75.809,ed74
1520252829.60,20.658,75.819,8821
1520252831.21,20.666,75.815,faf8
1520252832.82,20.662,75.825,a0c6
1520252834.43,20.662,75.832,e310
1520252836.05,20.666,75.841,4589
1520252837.66,20.683,75.858,dc58
1520252839.27,20.673,75.871,b347
1520252840.88,20.674,75.882,5402
1520252842.49,20.673,75.904,4d45
1520252844.10,20.681,75.916,49c4
1520252845.71,20.686,75.942,31ad
1520252847.32,20.681,75.952,c584
1520252848.93,20.679,75.961,263a
1520252850.54,20.682,75.969,e9c9
1520252852.33,20.679,75.977,75cd
1520252853.76,20.678,75.980,52c7
1520252855.37,20.690,75.990,0c5b
1520252856.98,20.685,75.987,ec10
1520252858.59,20.687,75.990,2060
1520252860.21,20.698,75.994,5205
1520252861.82,20.690,76.004,8604
1520252863.43,20.691,76.006,e195
1520252865.04,20.697,76.013,02ca
1520252866.65,20.694,76.011,eafd
1520252868.26,20.694,76.007,b90a
1520252869.87,20.701,76.019,8ed2
1520252871.48,20.694,76.016,9a1a
1520252873.09,20.702,76.018,5686
1520252874.70,20.697,76.014,722d
1520252876.31,20.697,76.011,2288
1520252877.92,20.706,76.017,a804
1520252879.53,20.701,76.029,db81
1520252881.14,20.701,76.028,cba0
1520252882.75,20.710,76.038,5461
1520252884.37,20.711,76.027,d16c
1520252885.98,20.706,76.028,0cb8
1520252887.59,20.707,76.017,efd7
1520252889.20,20.705,76.004,6323
1520252890.81,20.702,75.982,3d17
1520252892.42,20.709,75.977,ab23
1520252894.04,20.714,75.979,f7aa
1520252895.64,20.705,75.981,ca6c
1520252897.25,20.715,75.981,214f
1520252898.86,20.713,75.995,d231
1520252900.47,20.717,76.003,7741
1520252902.08,20.711,75.998,8c3a
1520252903.69,20.710,76.004,c0be
