ambient_c,ambient_rh,crc16
1520280312.58,20.623,73.293,cd82
1520280314.19,20.622,73.283,b960
1520280315.80,20.626,73.281,964f
1520280317.41,20.616,73.266,e8e3
1520280319.02,20.614,73.254,1254
1520280320.64,20.611,73.245,79fa
1520280322.25,20.611,73.230,b0c8
1520280323.86,20.606,73.220,afc2
1520280325.47,20.607,73.203,be10
1520280327.07,20.597,73.181,3db8
1520280328.69,20.597,73.168,8f9e
1520280330.30,20.593,73.149,f6b0
1520280331.91,20.592,73.138,38d5
1520280333.52,20.587,73.137,6aa7
1520280335.13,20.589,73.122,9722
1520280336.74,20.592,73.103,dced
1520280338.35,20.587,73.104,0f97
1520280339.96,20.584,73.094,4a4a
1520280341.57,20.579,73.092,e4bc
1520280343.18,20.587,73.080,f18a
1520280344.80,20.587,73.076,8172
1520280346.41,20.584,73.068,9bf8
1520280348.02,20.583,73.056,e87d
1520280349.63,20.571,73.033,058c
1520280351.24,20.576,73.019,05bc
1520280352.85,20.567,73.010,3865
1520280354.46,20.565,72.987,497c
1520280356.07,20.564,72.977,1e91
1520280357.68,20.560,72.966,32ec
1520280359.29,20.559,72.959,e21d
1520280360.90,20.551,72.938,4640
1520280362.51,20.560,72.929,0fc7
1520280364.12,20.553,72.917,5e6b
1520280365.73,20.559,72.907,fc26
1520280367.34,20.549,72.904,2766
1520280368.96,20.557,72.890,9f78
1520280370.57,20.552,72.889,75de
1520280372.18,20.555,72.868,81e8
1520280373.79,20.551,72.865,5f28
1520280375.40,20.548,72.855,b851
1520280377.01,20.555,72.842,46c0
1520280378.62,20.544,72.827,1033
1520280380.23,20.533,72.813,7357
1520280381.84,20.534,72.794,6130
1520280383.45,20.534,72.794,6130
1520280385.06,20.536,72.775,ddb8
1520280386.67,20.533,72.768,779a
1520280388.28,20.540,72.769,1e65
1520280389.89,20.534,72.755,347c
1520280391.50,20.528,72.750,9e4d
1520280393.12,20.532,72.749,460a
1520280394.73,20.529,72.737,03df
1520280396.34,20.530,72.739,503b
1520280397.95,20.532,72.733,7ed7
1520280399.56,20.526,72.723,a9a8
1520280401.17,20.529,72.711,057b
1520280402.78,20.521,72.711,1ba1
1520280404.39,20.517,72.699,89bf
1520280406.00,20.526,72.693,4262
1520280407.61,20.533,72.685,b208
1520280409.22,20.521,72.674,d692
1520280410.83,20.525,72.674,d9ff
1520280412.44,20.520,72.661,f2d5
1520280414.05,20.526,72.661,721e
1520280415.66,20.514,72.647,d658
1520280417.28,20.512,72.637,cf04
1520280418.89,20.506,72.624,2818
1520280420.50,20.508,72.607,e008
1520280422.11,20.501,72.601,d9c7
1520280423.72,20.498,72.593,eedd
1520280425.33,20.493,72.602,cb9b
1520280426.94,20.497,72.608,65bc
1520280428.55,20.500,72.612,9d46
1520280430.16,20.493,72.609,7af0
1520280431.77,20.494,72.627,3a44
1520280433.38,20.502,72.635,0465
1520280434.99,20.494,72.650,d334
1520280436.81,20.493,72.656,74ea
1520280438.21,20.494,72.670,b556
1520280439.82,20.500,72.678,96aa
1520280441.44,20.501,72.684,00cb
1520280443.05,20.498,72.696,e728
1520280444.66,20.502,72.705,6606
1520280446.27,20.504,72.711,9578
1520280447.88,20.508,72.726,a17b
1520280449.49,20.513,72.744,1613
1520280451.10,20.506,72.774,e0dd
1520280452.71,20.521,72.794,c2ad
1520280454.32,20.522,72.826,da51
1520280455.93,20.520,72.837,76e7
1520280457.54,20.528,72.875,84bb
1520280459.15,20.532,72.906,6020
1520280460.76,20.538,72.925,a75d
1520280462.37,20.544,72.959,5f5a
1520280463.98,20.547,72.974,20e0
1520280465.60,20.561,73.016,d868
1520280467.21,20.560,73.052,13fb
1520280468.82,20.564,73.075,0a13
1520280470.43,20.572,73.100,9ff9
1520280472.04,20.572,73.132,eae8
1520280473.65,20.575,73.152,8756
1520280475.26,20.583,73.168,6bd0
1520280476.87,20.583,73.189,58fe
1520280478.48,20.568,73.210,8fc7
1520280480.09,20.587,73.221,6000
1520280481.70,20.585,73.241,4500
1520280483.31,20.589,73.258,f6af
1520280484.92,20.587,73.281,8fcb
1520280486.53,20.589,73.295,626f
1520280488.14,20.593,73.318,7704
1520280489.76,20.597,73.335,cfa6
1520280491.37,20.597,73.364,2072
1520280492.98,20.597,73.382,63bb
1520280494.59,20.601,73.413,bf4a
1520280496.20,20.610,73.452,cf5f
1520280497.81,20.607,73.473,9527
1520280499.42,20.619,73.497,839e
1520280501.03,20.620,73.527,1c19
1520280502.64,20.626,73.535,8fa1
1520280504.25,20.628,73.548,598a
1520280505.86,20.635,73.560,03a7
1520280507.47,20.639,73.558,c64b
1520280509.08,20.640,73.572,e9c1
1520280510.69,20.650,73.583,02fd
1520280512.30,20.648,73.573,e73a
1520280513.91,20.655,73.576,0ad8
1520280515.53,20.659,73.593,68c5
1520280517.14,20.659,73.588,ea9f
1520280518.75,20.660,73.587,6f3d
1520280520.36,20.669,73.612,8559
1520280521.97,20.682,73.618,81cb
1520280523.58,20.686,73.647,80bc
1520280525.19,20.693,73.657,1010
1520280526.80,20.689,73.670,7cca
1520280528.41,20.693,73.677,7672
1520280530.02,20.697,73.692,0ab5
1520280531.63,20.701,73.703,ba6e
1520280533.24,20.702,73.724,649e
1520280534.85,20.707,73.741,d623
1520280536.46,20.713,73.755,41d8
1520280538.07,20.711,73.771,e898
1520280539.69,20.729,73.785,8bbc
1520280541.30,20.726,73.797,410d
1520280542.91,20.729,73.825,4846
1520280544.52,20.737,73.847,b790
1520280546.13,20.736,73.877,a510
1520280547.74,20.742,73.893,785d
1520280549.35,20.741,73.915,6e77
1520280550.96,20.748,73.939,9090
1520280552.57,20.758,73.954,00b8
1520280554.18,20.754,73.967,743f
1520280555.79,20.757,73.981,ff83
1520280557.40,20.769,73.990,6fc6
1520280559.01,20.765,73.998,ff79
1520280560.62,20.766,74.008,74d1
1520280562.23,20.778,74.024,a60d
1520280563.85,20.782,74.040,4507
1520280565.46,20.788,74.064,f29d
1520280567.07,20.793,74.083,9cf9
1520280568.68,20.797,74.110,2e5f
1520280570.29,20.804,74.148,0cba
1520280571.90,20.805,74.179,0e1b
1520280573.51,20.813,74.217,77cb
1520280575.12,20.817,74.241,e795
1520280576.73,20.819,74.266,6f01
1520280578.34,20.823,74.300,2e69
1520280579.95,20.832,74.325,b45e
1520280581.56,20.825,74.358,d05f
1520280583.17,20.833,74.398,feda
1520280584.78,20.836,74.430,5d37
1520280586.39,20.841,74.458,002a
1520280588.01,20.841,74.492,e40d
1520280589.62,20.847,74.509,5805
1520280591.23,20.847,74.544,456c
1520280592.84,20.860,74.558,b6ae
1520280594.45,20.866,74.571,c12e
1520280596.06,20.867,74.573,a6bf
1520280597.67,20.870,74.583,9aba
1520280599.28,20.864,74.589,dfbe
1520280600.89,20.872,74.597,66a9
1520280602.50,20.878,74.603,5499
1520280604.12,20.875,74.601,22bf
1520280605.73,20.876,74.606,9a2d
1520280607.34,20.886,74.621,14fc
1520280608.94,20.888,74.625,ca69
1520280610.55,20.896,74.647,35bf
1520280612.17,20.898,74.667,cdcc
1520280613.78,20.896,74.689,911c
1520280615.39,20.896,74.728,59c6
1520280617.00,20.904,74.762,1677
1520280618.61,20.903,74.797,91f4
1520280620.22,20.904,74.825,8665
1520280621.83,20.913,74.848,d155
1520280623.44,20.917,74.867,49b5
1520280625.05,20.910,74.898,6f7c
1520280626.66,20.917,74.930,f197
1520280628.28,20.929,74.959,794d
1520280629.89,20.926,74.987,371d
1520280631.50,20.935,75.021,af86
1520280633.11,20.935,75.043,2562
1520280634.72,20.949,75.070,e04e
1520280636.33,20.947,75.088,ef69
1520280637.94,20.955,75.107,c49a
1520280639.55,20.957,75.132,4eca
1520280641.16,20.957,75.139,ffa1
1520280642.77,20.962,75.155,f171
1520280644.38,20.969,75.175,41bc
1520280645.99,20.967,75.191,bc26
1520280647.60,20.972,75.209,7d7b
1520280649.21,20.973,75.224,8d67
1520280650.82,20.976,75.242,0fb9
1520280652.44,20.980,75.250,0455
1520280654.05,20.980,75.281,6228
1520280655.66,20.982,75.280,fdaf
1520280657.27,20.992,75.295,7518
1520280658.88,20.992,75.301,b834
1520280660.49,20.993,75.310,dcf7
1520280662.10,20.996,75.310,9449
1520280663.71,20.993,75.321,9985
1520280665.32,20.994,75.329,df95
1520280666.93,20.998,75.333,5c59
1520280668.54,20.997,75.338,34f0
1520280670.15,20.998,75.344,b529
1520280671.76,21.002,75.350,b347
1520280673.37,21.000,75.364,2936
1520280674.98,21.005,75.378,9335
1520280676.60,21.004,75.382,6592
1520280678.21,21.006,75.376,ba8e
1520280679.82,21.006,75.381,da57
1520280681.43,21.008,75.381,4446
1520280683.04,21.016,75.394,52e0
1520280684.65,21.018,75.390,8c75
1520280686.26,21.026,75.391,2f01
1520280687.87,21.025,75.395,a7f0
1520280689.48,21.026,75.408,8120
1520280691.09,21.026,75.409,9101
1520280692.70,21.032,75.412,f715
1520280694.31,21.036,75.422,ad2b
1520280695.92,21.035,75.428,c414
1520280697.53,21.041,75.442,713e
1520280699.14,21.040,75.468,f1c5
1520280700.76,21.037,75.472,150d
1520280702.37,21.048,75.485,1dbd
1520280703.98,21.051,75.510,729a
1520280705.59,21.057,75.520,a702
1520280707.20,21.052,75.532,fccf
1520280708.81,21.065,75.547,dfa1
1520280710.42,21.060,75.540,e7f8
1520280712.03,21.069,75.551,9de1
1520280713.64,21.069,75.561,c8b2
1520280715.25,21.076,75.574,99c7
1520280716.86,21.069,75.581,ebbd
1520280718.47,21.071,75.591,2d75
1520280720.08,21.077,75.601,4e76
1520280721.69,21.077,75.598,3c97
1520280723.30,21.087,75.595,756e
1520280724.92,21.092,75.588,346f
1520280726.53,21.089,75.594,fb5e
1520280728.14,21.096,75.611,49e3
1520280729.75,21.085,75.618,fb9c
1520280731.36,21.099,75.628,545b
1520280732.97,21.099,75.638,676a
1520280734.58,21.099,75.644,3f71
1520280736.19,21.098,75.640,3826
1520280737.80,21.104,75.656,d7ff
1520280739.41,21.107,75.668,ab17
1520280741.02,21.111,75.670,72c6
1520280742.63,21.116,75.689,34c9
1520280744.24,21.122,75.706,5996
1520280745.85,21.118,75.720,e30a
1520280747.46,21.122,75.740,f594
1520280749.08,21.127,75.758,0f13
1520280750.69,21.124,75.786,50f4
1520280752.30,21.122,75.811,3671
1520280753.91,21.138,75.840,a3fa
1520280755.52,21.132,75.855,5112
1520280757.13,21.132,75.863,6487
1520280758.74,21.134,75.882,d762
1520280760.35,21.131,75.898,0da7
1520280761.96,21.138,75.904,188a
1520280763.57,21.134,75.912,5aca
1520280765.18,21.144,75.927,ee97
1520280766.79,21.146,75.941,ab51
1520280768.40,21.151,75.942,b709
1520280770.01,21.148,75.948,a469
1520280771.62,21.146,75.957,f8a6
1520280773.24,21.154,75.959,7ded
1520280774.85,21.161,75.973,df3f
1520280776.46,21.157,75.983,628e
1520280778.07,21.157,75.992,419e
1520280779.68,21.157,76.001,bb26
1520280781.29,21.161,76.021,70cb
1520280782.90,21.163,76.024,afc8
1520280784.51,21.167,76.028,6129
1520280786.12,21.163,76.046,252c
1520280787.73,21.166,76.055,6ec0
1520280789.34,21.163,76.067,536f
1520280790.95,21.161,76.075,cfba
1520280792.56,21.170,76.090,10e0
1520280794.17,21.162,76.101,e9ec
1520280795.78,21.163,76.104,fe9a
1520280797.40,21.171,76.106,ba5d
1520280799.01,21.169,76.117,6cb4
1520280800.62,21.165,76.127,2850
1520280802.23,21.167,76.146,1d71
1520280803.84,21.170,76.163,078d
1520280805.45,21.170,76.180,14e1
1520280807.06,21.177,76.193,d0ab
1520280808.67,21.171,76.207,f32c
1520280810.28,21.177,76.214,70b5
1520280811.89,21.173,76.222,4a4d
1520280813.50,21.179,76.223,cb10
1520280815.11,21.179,76.224,bbf7
1520280816.72,21.182,76.231,9698
1520280818.33,21.186,76.233,b9b7
1520280819.94,21.183,76.241,48dc
1520280821.55,21.179,76.255,3241
1520280823.17,21.182,76.267,09ab
1520280824.78,21.186,76.271,5531
1520280826.39,21.187,76.274,4247
1520280828.00,21.189,76.283,bc8f
1520280829.61,21.191,76.293,7a47
1520280831.22,21.187,76.306,cca2
1520280832.83,21.190,76.315,e3cb
1520280834.44,21.193,76.330,1d79
1520280836.05,21.189,76.334,27a2
1520280837.66,21.190,76.337,a5eb
1520280839.27,21.195,76.341,1404
1520280840.88,21.195,76.359,a63d
1520280842.49,21.198,76.366,54e5
1520280844.10,21.202,76.366,b68a
1520280845.71,21.189,76.381,abfd
1520280847.33,21.205,76.391,114b
1520280848.94,21.202,76.399,575b
1520280850.55,21.194,76.415,6936
1520280852.16,21.195,76.429,ba3a
1520280853.77,21.202,76.445,651b
1520280855.38,21.197,76.453,0d41
1520280856.99,21.202,76.470,60ed
1520280858.60,21.201,76.491,9bb6
1520280860.21,21.203,76.510,baa8
1520280861.82,21.197,76.525,c320
1520280863.43,21.199,76.540,a732
1520280865.04,21.194,76.561,8715
1520280866.65,21.205,76.578,11cd
1520280868.26,21.205,76.587,f01c
1520280869.87,21.199,76.597,a189
1520280871.49,21.207,76.608,5eac
1520280873.10,21.209,76.617,0263
1520280874.71,21.206,76.618,2a4e
1520280876.32,21.214,76.627,ea77
1520280877.93,21.210,76.635,f669
1520280879.54,21.206,76.638,4c2c
1520280881.15,21.206,76.645,0416
1520280882.76,21.211,76.644,380c
1520280884.37,21.213,76.674,e2f9
1520280885.98,21.217,76.683,8d4d
1520280887.60,21.211,76.689,accc
1520280889.20,21.217,76.696,eed9
1520280890.81,21.210,76.698,c80f
1520280892.42,21.211,76.709,1255
1520280894.03,21.210,76.723,92ae
1520280895.65,21.226,76.748,24ec
1520280897.26,21.220,76.765,13e8
1520280898.87,21.213,76.777,e5aa
1520280900.48,21.215,76.800,a020
1520280902.09,21.224,76.828,2ddd
1520280903.70,21.214,76.826,e157
1520280905.31,21.221,76.857,0d1b
1520280906.92,21.217,76.876,d6d7
1520280908.53,21.217,76.871,a630
1520280910.14,21.221,76.889,9a89
1520280911.76,21.226,76.910,4110
1520280913.37,21.222,76.910,4e7d
1520280914.98,21.221,76.924,93df
1520280916.59,21.222,76.934,689b
1520280918.20,21.225,76.953,75c2
1520280919.81,21.228,76.970,75a7
1520280921.42,21.226,76.991,d898
1520280923.03,21.226,77.000,46e1
1520280924.64,21.226,77.013,45b3
1520280926.25,21.225,77.018,3cad
1520280927.86,21.226,77.024,6007
1520280929.47,21.232,77.025,9468
1520280931.08,21.225,77.026,8830
1520280932.69,21.237,77.035,efe7
1520280934.30,21.229,77.042,73a5
1520280935.92,21.233,77.063,7fb9
1520280937.53,21.229,77.073,36d7
1520280939.14,21.233,77.088,eddd
1520280940.75,21.232,77.093,2854
1520280942.36,21.226,77.092,dc3b
1520280943.97,21.242,77.104,64b0
1520280945.58,21.228,77.107,9f27
1520280947.19,21.238,77.117,4735
1520280948.80,21.241,77.125,da86
1520280950.41,21.233,77.138,0617
1520280952.02,21.236,77.150,6507
1520280953.63,21.234,77.160,bff2
1520280955.24,21.237,77.166,1741
1520280956.85,21.238,77.186,ed8c
1520280958.46,21.236,77.197,508d
1520280960.08,21.234,77.202,6c46
1520280961.69,21.242,77.220,1b06
1520280963.30,21.242,77.221,0b27
1520280964.91,21.232,77.227,da4a
1520280966.52,21.236,77.234,d675
1520280968.13,21.238,77.255,f2e3
1520280969.74,21.240,77.260,5864
1520280971.35,21.245,77.261,00fb
1520280972.96,21.240,77.277,1bb2
1520280974.57,21.241,77.293,3fea
1520280976.18,21.233,77.311,9f3c
1520280977.79,21.245,77.321,fb0f
1520280979.40,21.260,77.344,8fd5
1520280981.01,21.253,77.344,6ae4
1520280982.62,21.250,77.342,c257
1520280984.24,21.249,77.348,d137
1520280985.85,21.253,77.357,69b6
1520280987.46,21.254,77.362,ab58
1520280989.07,21.250,77.369,155e
1520280990.68,21.252,77.371,28c1
1520280992.29,21.253,77.374,3fb7
1520280993.90,21.256,77.389,b69a
1520280995.51,21.254,77.383,9876
1520280997.12,21.252,77.386,4818
1520280998.73,21.254,77.395,cb81
1520281000.34,21.256,77.404,6b0e
1520281001.95,21.252,77.409,b5ce
1520281003.56,21.260,77.412,9576
1520281005.17,21.252,77.414,5752
1520281006.78,21.253,77.432,1625
1520281008.40,21.257,77.433,0969
1520281010.01,21.250,77.449,f6ac
1520281011.62,21.258,77.457,3a89
1520281013.23,21.256,77.458,5577
1520281014.84,21.261,77.465,3bd5
1520281016.45,21.268,77.468,b371
1520281018.06,21.256,77.466,e1ea
1520281019.67,21.256,77.467,f1cb
1520281021.28,21.266,77.473,af3a
1520281022.89,21.268,77.477,71af
1520281024.50,21.268,77.488,907e
1520281026.11,21.269,77.496,0552
1520281027.72,21.268,77.508,2ee7
1520281029.33,21.266,77.508,b0f6
1520281030.94,21.269,77.521,9e7f
1520281032.56,21.265,77.523,af8a
1520281034.17,21.261,77.530,a3b5
1520281035.78,21.265,77.542,150d
1520281037.39,21.265,77.554,46fa
1520281039.00,21.265,77.560,532d
1520281040.61,21.265,77.555,56db
1520281042.22,21.262,77.569,051c
1520281043.83,21.269,77.582,41d7
1520281045.44,21.270,77.592,c0cc
1520281047.05,21.266,77.599,1a4f
1520281048.66,21.272,77.611,aff0
1520281050.27,21.274,77.629,fb60
1520281051.88,21.279,77.633,3f7f
1520281053.49,21.274,77.636,39be
1520281055.10,21.270,77.644,8f06
1520281056.71,21.265,77.653,6f4d
1520281058.33,21.279,77.652,85f8
1520281059.94,21.279,77.658,24b2
1520281061.55,21.280,77.657,1400
1520281063.16,21.273,77.658,b5ce
1520281064.77,21.284,77.667,4e3e
1520281066.38,21.272,77.673,2514
1520281067.99,21.279,77.686,b320
1520281069.60,21.283,77.702,4415
1520281071.21,21.277,77.716,a099
1520281072.82,21.279,77.729,9a34
1520281074.43,21.280,77.737,8996
1520281076.04,21.280,77.751,43f6
1520281077.65,21.276,77.757,3baf
1520281079.26,21.276,77.766,7edd
1520281080.88,21.266,77.779,5720
1520281082.49,21.272,77.798,8040
1520281084.10,21.277,77.797,3911
1520281085.71,21.270,77.803,2824
1520281087.32,21.272,77.813,94b3
1520281088.93,21.273,77.812,c341
1520281090.54,21.280,77.814,f3a6
1520281092.15,21.270,77.824,3ea1
1520281093.76,21.268,77.831,a8cc
1520281095.37,21.270,77.823,4e46
1520281096.98,21.272,77.816,c416
1520281098.59,21.269,77.814,d9d8
1520281100.20,21.279,77.803,712d
1520281101.81,21.281,77.800,c7c0
1520281103.42,21.270,77.800,1847
1520281105.04,21.268,77.801,fd9f
1520281106.65,21.269,77.794,7c40
1520281108.26,21.269,77.786,6f33
1520281109.87,21.279,77.788,65de
1520281111.48,21.269,77.782,2fb7
1520281113.09,21.273,77.789,e483
1520281114.70,21.281,77.775,22c3
1520281116.31,21.273,77.765,0600
1520281117.92,21.280,77.749,f1cf
1520281119.53,21.270,77.734,21a1
1520281121.14,21.272,77.716,e827
1520281122.75,21.266,77.684,a183
1520281124.36,21.266,77.650,975b
1520281125.97,21.268,77.628,11d5
1520281127.58,21.264,77.607,97ef
1520281129.20,21.261,77.581,6f6e
1520281130.81,21.257,77.552,84de
1520281132.42,21.260,77.529,467e
1520281134.03,21.260,77.504,f1b1
1520281135.64,21.261,77.473,6822
1520281137.25,21.253,77.451,8ce0
1520281138.86,21.250,77.423,fd40
1520281140.47,21.261,77.399,6ff7
1520281142.08,21.245,77.355,221c
1520281143.69,21.236,77.321,82d1
1520281145.30,21.240,77.302,e5b0
1520281146.91,21.230,77.269,78e6
1520281148.52,21.229,77.237,d4f7
1520281150.13,21.222,77.203,178f
1520281151.74,21.218,77.162,4860
1520281153.35,21.217,77.139,df3c
1520281154.97,21.214,77.108,523b
1520281156.58,21.206,77.090,3a1e
1520281158.19,21.203,77.070,51af
1520281159.80,21.211,77.048,e171
1520281161.41,21.202,77.017,cc3d
1520281163.02,21.201,76.995,9963
1520281164.63,21.197,76.973,2972
1520281166.24,21.187,76.947,d786
1520281167.85,21.177,76.925,c536
1520281169.46,21.181,76.916,b899
1520281171.07,21.179,76.897,90af
1520281172.68,21.186,76.888,13e7
1520281174.29,21.182,76.876,ed7a
1520281175.90,21.169,76.850,4e06
1520281177.51,21.167,76.839,eb98
1520281179.13,21.161,76.829,5862
1520281180.74,21.154,76.809,5bfa
1520281182.35,21.155,76.793,2bca
1520281183.96,21.154,76.777,0f92
1520281185.57,21.150,76.764,03ad
1520281187.18,21.144,76.747,b1e2
1520281188.79,21.136,76.725,050b
1520281190.40,21.131,76.707,8433
1520281192.01,21.131,76.690,797c
1520281193.62,21.124,76.674,b96a
1520281195.24,21.124,76.661,dafe
1520281196.85,21.119,76.644,9719
1520281198.46,21.119,76.637,3eed
1520281200.06,21.119,76.627,0ddc
1520281201.67,21.116,76.611,e18b
1520281203.29,21.106,76.593,fa13
1520281204.90,21.107,76.579,3f85
1520281206.51,21.089,76.545,73f1
1520281208.12,21.093,76.520,f3ad
1520281209.73,21.088,76.493,1588
1520281211.34,21.084,76.475,47f6
1520281212.95,21.081,76.448,8bb6
1520281214.56,21.080,76.426,870d
1520281216.17,21.081,76.413,c528
1520281217.78,21.075,76.407,21a4
1520281219.40,21.063,76.386,5654
1520281221.01,21.057,76.367,4753
1520281222.62,21.056,76.351,3515
1520281224.23,21.057,76.339,5968
1520281225.84,21.045,76.304,b913
1520281227.45,21.040,76.286,6f76
1520281229.06,21.037,76.264,1a88
1520281230.67,21.032,76.243,44b3
1520281232.28,21.029,76.233,e0a8
1520281233.89,21.029,76.211,a688
1520281235.50,21.012,76.191,8d9a
1520281237.11,21.013,76.183,d93a
1520281238.72,21.009,76.163,806a
1520281240.33,21.002,76.150,33f5
1520281241.94,21.004,76.146,e0c9
1520281243.56,21.002,76.131,8972
1520281245.17,20.996,76.117,641c
1520281246.78,20.996,76.096,caa4
1520281248.39,20.992,76.081,861f
1520281250.00,20.984,76.050,8b8a
1520281251.61,20.981,76.035,3937
1520281253.22,20.981,76.017,7f17
