resistance,ppm,temp_c,ambient_c
69999.896,0.93,24.995,20.311
69999.896,0.93,24.995,20.311
69999.896,0.93,25.007,20.321
69999.896,0.93,25.0,20.321
69999.896,0.93,25.004,20.332
69999.896,0.93,25.003,20.332
69999.898,0.96,25.004,20.332
69999.898,0.96,24.993,20.332
69999.898,0.96,24.999,20.321
69999.898,0.96,25.003,20.321
69999.898,0.96,24.995,20.332
69999.898,0.96,25.001,20.321
69999.898,0.96,24.995,20.332
69999.898,0.96,25.007,20.321
69999.898,0.96,24.995,20.343
69999.898,0.96,24.999,20.321
69999.898,0.96,25.005,20.321
69999.898,0.96,25.0,20.343
69999.898,0.96,25.003,20.332
69999.898,0.96,25.0,20.343
69999.878,0.67,24.992,20.353
69999.878,0.67,25.003,20.343
69999.878,0.67,25.0,20.343
69999.878,0.67,25.0,20.353
69999.878,0.67,25.007,20.364
69999.878,0.67,25.0,20.364
69999.878,0.67,25.003,20.353
69999.878,0.67,24.999,20.353
69999.878,0.67,25.001,20.332
69999.878,0.67,25.0,20.353
69999.878,0.67,25.003,20.343
69999.878,0.67,24.999,20.353
69999.878,0.67,25.001,20.343
69999.85,0.27,25.0,20.343
69999.85,0.27,25.001,20.353
69999.85,0.27,25.004,20.343
69999.85,0.27,25.004,20.343
69999.85,0.27,25.005,20.332
69999.85,0.27,25.005,20.353
69999.85,0.27,25.003,20.343
69999.85,0.27,25.004,20.353
69999.85,0.27,25.003,20.353
69999.85,0.27,25.003,20.343
69999.85,0.27,24.999,20.353
69999.85,0.27,24.997,20.364
69999.85,0.27,24.996,20.375
69999.86,0.42,24.993,20.353
69999.86,0.42,24.997,20.343
69999.86,0.42,25.016,20.332
69999.86,0.42,25.004,20.364
69999.86,0.42,25.011,20.343
69999.86,0.42,24.992,20.343
69999.86,0.42,24.984,20.364
69999.86,0.42,24.992,20.332
69999.86,0.42,25.003,20.332
69999.86,0.42,25.003,20.343
69999.86,0.42,25.007,20.353
69999.86,0.42,25.004,20.332
69999.86,0.42,25.004,20.332
69999.86,0.42,25.015,20.332
69999.848,0.25,25.015,20.353
69999.848,0.25,25.011,20.353
69999.848,0.25,25.012,20.332
69999.848,0.25,24.997,20.332
69999.848,0.25,25.004,20.343
69999.848,0.25,24.999,20.353
69999.848,0.25,25.004,20.353
69999.848,0.25,25.001,20.364
69999.848,0.25,24.997,20.343
69999.848,0.25,24.997,20.332
69999.848,0.25,24.999,20.353
69999.848,0.25,25.0,20.364
69999.848,0.25,25.003,20.343
69999.86,0.42,24.997,20.332
69999.86,0.42,25.007,20.343
69999.86,0.42,25.001,20.343
69999.86,0.42,25.001,20.332
69999.86,0.42,24.999,20.343
69999.86,0.42,25.0,20.343
69999.86,0.42,24.996,20.364
69999.86,0.42,24.995,20.343
69999.86,0.42,25.004,20.343
69999.86,0.42,24.993,20.332
69999.86,0.42,24.995,20.353
69999.86,0.42,25.001,20.353
69999.86,0.42,24.997,20.364
69999.86,0.42,25.005,20.332
69999.82,-0.15,25.003,20.364
69999.82,-0.15,25.004,20.353
69999.82,-0.15,25.008,20.332
69999.82,-0.15,25.0,20.332
69999.82,-0.15,25.003,20.343
69999.82,-0.15,25.007,20.332
69999.82,-0.15,25.0,20.343
69999.82,-0.15,25.001,20.343
69999.82,-0.15,25.003,20.343
69999.82,-0.15,25.007,20.332
69999.82,-0.15,25.0,20.311
69999.82,-0.15,24.997,20.343
69999.82,-0.15,25.0,20.332
69999.822,-0.13,25.005,20.343
69999.822,-0.13,24.992,20.332
69999.822,-0.13,25.011,20.343
69999.822,-0.13,24.992,20.353
69999.822,-0.13,24.999,20.343
69999.822,-0.13,24.996,20.353
69999.822,-0.13,24.999,20.343
69999.822,-0.13,24.999,20.332
69999.822,-0.13,25.005,20.332
69999.822,-0.13,24.99,20.343
69999.822,-0.13,25.012,20.343
69999.822,-0.13,24.996,20.343
69999.822,-0.13,24.993,20.343
69999.822,-0.13,24.993,20.364
69999.799,-0.45,24.996,20.353
69999.799,-0.45,24.992,20.332
69999.799,-0.45,24.986,20.364
69999.799,-0.45,24.997,20.343
69999.799,-0.45,24.99,20.364
69999.799,-0.45,25.001,20.364
69999.799,-0.45,25.001,20.364
69999.799,-0.45,25.0,20.353
69999.799,-0.45,25.008,20.343
69999.799,-0.45,24.996,20.353
69999.799,-0.45,25.019,20.343
69999.799,-0.45,24.996,20.332
69999.799,-0.45,25.004,20.332
69999.771,-0.85,25.004,20.353
69999.771,-0.85,25.011,20.343
69999.771,-0.85,24.995,20.353
69999.771,-0.85,25.003,20.353
69999.771,-0.85,24.999,20.343
69999.771,-0.85,25.007,20.332
69999.771,-0.85,25.001,20.343
69999.771,-0.85,25.001,20.332
69999.771,-0.85,24.993,20.353
69999.771,-0.85,24.989,20.332
69999.771,-0.85,25.0,20.364
69999.771,-0.85,25.001,20.332
69999.771,-0.85,25.0,20.343
69999.802,-0.41,25.0,20.343
69999.802,-0.41,25.005,20.343
69999.802,-0.41,25.003,20.332
69999.802,-0.41,25.001,20.343
69999.802,-0.41,25.005,20.343
69999.802,-0.41,24.995,20.343
69999.802,-0.41,25.003,20.321
69999.802,-0.41,25.0,20.353
69999.802,-0.41,25.004,20.353
69999.802,-0.41,24.995,20.332
69999.802,-0.41,25.003,20.343
69999.802,-0.41,24.988,20.332
69999.802,-0.41,24.996,20.343
69999.802,-0.41,25.001,20.353
69999.771,-0.85,25.0,20.353
69999.771,-0.85,25.01,20.343
69999.771,-0.85,25.01,20.332
69999.771,-0.85,25.005,20.364
69999.771,-0.85,25.001,20.343
69999.771,-0.85,24.996,20.343
69999.771,-0.85,24.995,20.343
69999.771,-0.85,25.001,20.353
69999.771,-0.85,24.995,20.343
69999.771,-0.85,25.001,20.321
69999.771,-0.85,25.003,20.332
69999.771,-0.85,25.004,20.343
69999.771,-0.85,25.007,20.332
69999.794,-0.53,25.01,20.343
69999.794,-0.53,24.999,20.332
69999.794,-0.53,25.003,20.364
69999.794,-0.53,24.997,20.353
69999.794,-0.53,24.989,20.332
69999.794,-0.53,25.0,20.364
69999.794,-0.53,24.992,20.343
69999.794,-0.53,24.985,20.364
69999.794,-0.53,24.989,20.364
69999.794,-0.53,24.995,20.364
69999.794,-0.53,24.99,20.353
69999.794,-0.53,25.003,20.353
69999.794,-0.53,24.996,20.353
69999.794,-0.53,25.001,20.332
69999.779,-0.74,25.005,20.364
69999.779,-0.74,25.001,20.332
69999.779,-0.74,25.005,20.364
69999.779,-0.74,25.003,20.332
69999.779,-0.74,25.007,20.353
69999.779,-0.74,25.004,20.343
69999.779,-0.74,25.003,20.353
69999.779,-0.74,25.005,20.375
69999.779,-0.74,25.004,20.364
69999.779,-0.74,25.001,20.353
69999.779,-0.74,25.004,20.364
69999.779,-0.74,24.993,20.353
69999.779,-0.74,25.0,20.364
69999.787,-0.63,25.01,20.353
69999.787,-0.63,25.001,20.364
69999.787,-0.63,24.995,20.386
69999.787,-0.63,25.004,20.343
69999.787,-0.63,25.0,20.353
69999.787,-0.63,24.995,20.375
69999.787,-0.63,25.0,20.364
69999.787,-0.63,24.992,20.353
69999.787,-0.63,25.001,20.386
69999.787,-0.63,24.985,20.364
69999.787,-0.63,24.996,20.375
69999.787,-0.63,24.997,20.364
69999.787,-0.63,25.0,20.375
69999.777,-0.77,24.992,20.364
69999.777,-0.77,25.0,20.364
69999.777,-0.77,24.989,20.364
69999.777,-0.77,24.996,20.375
69999.777,-0.77,24.995,20.364
69999.777,-0.77,24.996,20.364
69999.777,-0.77,24.999,20.375
69999.777,-0.77,25.003,20.375
69999.777,-0.77,24.988,20.375
69999.777,-0.77,25.003,20.396
69999.777,-0.77,24.999,20.375
69999.777,-0.77,25.01,20.375
69999.777,-0.77,25.0,20.375
69999.777,-0.77,24.999,20.364
69999.784,-0.67,24.997,20.364
69999.784,-0.67,25.0,20.386
69999.784,-0.67,25.001,20.386
69999.784,-0.67,24.997,20.396
69999.784,-0.67,24.997,20.386
69999.784,-0.67,25.004,20.375
69999.784,-0.67,25.0,20.386
69999.784,-0.67,24.996,20.396
69999.784,-0.67,25.0,20.386
69999.784,-0.67,25.007,20.386
69999.784,-0.67,25.001,20.386
69999.784,-0.67,25.003,20.396
69999.784,-0.67,24.995,20.396
69999.812,-0.27,25.004,20.386
69999.812,-0.27,24.997,20.386
69999.812,-0.27,25.003,20.386
69999.812,-0.27,24.999,20.396
69999.812,-0.27,24.997,20.375
69999.812,-0.27,24.99,20.386
69999.812,-0.27,24.99,20.396
69999.812,-0.27,24.997,20.386
69999.812,-0.27,24.997,20.396
69999.812,-0.27,24.995,20.407
69999.812,-0.27,25.003,20.418
69999.812,-0.27,24.999,20.386
69999.812,-0.27,25.007,20.396
69999.812,-0.27,25.004,20.386
69999.81,-0.30,24.995,20.396
69999.81,-0.30,24.996,20.396
69999.81,-0.30,25.007,20.386
69999.81,-0.30,24.992,20.396
69999.81,-0.30,25.01,20.386
69999.81,-0.30,24.999,20.407
69999.81,-0.30,25.007,20.407
69999.81,-0.30,24.996,20.396
69999.81,-0.30,25.004,20.407
69999.81,-0.30,24.989,20.407
69999.81,-0.30,24.997,20.407
69999.81,-0.30,25.001,20.386
69999.81,-0.30,25.001,20.396
69999.827,-0.05,24.997,20.407
69999.827,-0.05,25.003,20.364
69999.827,-0.05,24.992,20.407
69999.827,-0.05,24.997,20.396
69999.827,-0.05,24.997,20.396
69999.827,-0.05,25.003,20.407
69999.827,-0.05,24.997,20.407
69999.827,-0.05,25.0,20.396
69999.827,-0.05,24.997,20.407
69999.827,-0.05,24.992,20.407
69999.827,-0.05,25.003,20.407
69999.827,-0.05,25.0,20.396
69999.827,-0.05,25.003,20.386
69999.83,-0.01,24.997,20.407
69999.83,-0.01,24.996,20.407
69999.83,-0.01,25.008,20.396
69999.83,-0.01,25.0,20.407
69999.83,-0.01,24.996,20.396
69999.83,-0.01,25.0,20.407
69999.83,-0.01,24.999,20.407
69999.83,-0.01,24.99,20.396
69999.83,-0.01,24.996,20.418
69999.83,-0.01,24.999,20.407
69999.83,-0.01,25.001,20.429
69999.83,-0.01,24.996,20.396
69999.83,-0.01,25.001,20.396
69999.83,-0.01,25.011,20.396
69999.842,0.16,25.01,20.407
69999.842,0.16,25.008,20.407
69999.842,0.16,25.0,20.396
69999.842,0.16,24.999,20.396
69999.842,0.16,24.996,20.407
69999.842,0.16,25.0,20.429
69999.842,0.16,25.008,20.407
69999.842,0.16,24.996,20.407
69999.842,0.16,24.993,20.396
69999.842,0.16,24.99,20.396
69999.842,0.16,24.992,20.407
69999.842,0.16,24.996,20.418
69999.842,0.16,25.0,20.407
69999.817,-0.20,24.992,20.418
69999.817,-0.20,24.996,20.429
69999.817,-0.20,25.0,20.418
69999.817,-0.20,24.996,20.396
69999.817,-0.20,24.997,20.418
69999.817,-0.20,25.007,20.407
69999.817,-0.20,25.005,20.407
69999.817,-0.20,25.004,20.418
69999.817,-0.20,25.008,20.396
69999.817,-0.20,25.011,20.429
69999.817,-0.20,25.003,20.418
69999.817,-0.20,24.999,20.407
69999.817,-0.20,24.997,20.418
69999.817,-0.20,25.0,20.407
69999.822,-0.13,24.999,20.429
69999.822,-0.13,24.999,20.396
69999.822,-0.13,24.999,20.429
69999.822,-0.13,25.004,20.439
69999.822,-0.13,25.0,20.429
69999.822,-0.13,25.007,20.429
69999.822,-0.13,24.992,20.418
69999.822,-0.13,25.011,20.439
69999.822,-0.13,25.003,20.407
69999.822,-0.13,25.001,20.407
69999.822,-0.13,25.004,20.418
69999.822,-0.13,25.016,20.429
69999.822,-0.13,25.005,20.45
69999.863,0.46,25.001,20.429
69999.863,0.46,25.001,20.418
69999.863,0.46,24.995,20.429
69999.863,0.46,24.996,20.429
69999.863,0.46,25.0,20.439
69999.863,0.46,24.993,20.439
69999.863,0.46,25.01,20.439
69999.863,0.46,25.004,20.407
69999.863,0.46,25.003,20.407
69999.863,0.46,25.003,20.418
69999.863,0.46,24.995,20.418
69999.863,0.46,25.003,20.439
69999.863,0.46,25.004,20.439
69999.84,0.13,25.0,20.407
69999.84,0.13,25.001,20.439
69999.84,0.13,25.001,20.45
69999.84,0.13,24.997,20.439
69999.84,0.13,24.99,20.45
69999.84,0.13,25.004,20.429
69999.84,0.13,25.004,20.439
69999.84,0.13,25.01,20.429
69999.84,0.13,25.008,20.439
69999.84,0.13,25.005,20.461
69999.84,0.13,25.007,20.429
69999.84,0.13,24.997,20.429
69999.84,0.13,24.996,20.418
69999.84,0.13,25.0,20.45
69999.832,0.02,24.989,20.45
69999.832,0.02,24.997,20.461
69999.832,0.02,24.993,20.439
69999.832,0.02,25.005,20.45
69999.832,0.02,24.996,20.439
69999.832,0.02,25.0,20.439
69999.832,0.02,24.997,20.439
69999.832,0.02,25.005,20.45
69999.832,0.02,24.992,20.429
69999.832,0.02,25.001,20.429
69999.832,0.02,24.997,20.461
69999.832,0.02,24.999,20.429
69999.832,0.02,25.0,20.45
69999.865,0.49,25.005,20.45
69999.865,0.49,24.999,20.439
69999.865,0.49,25.012,20.45
69999.865,0.49,25.004,20.439
69999.865,0.49,25.004,20.45
69999.865,0.49,25.019,20.45
69999.865,0.49,25.011,20.45
69999.865,0.49,25.011,20.439
69999.865,0.49,25.011,20.429
69999.865,0.49,24.999,20.439
69999.865,0.49,25.014,20.45
69999.865,0.49,24.996,20.439
69999.865,0.49,25.008,20.439
69999.865,0.49,24.997,20.45
69999.893,0.89,25.008,20.45
69999.893,0.89,24.997,20.45
69999.893,0.89,25.0,20.45
69999.893,0.89,24.992,20.45
69999.893,0.89,24.995,20.45
69999.893,0.89,24.992,20.461
69999.893,0.89,24.996,20.45
69999.893,0.89,24.995,20.45
69999.893,0.89,24.993,20.45
69999.893,0.89,24.996,20.45
69999.893,0.89,25.01,20.45
69999.893,0.89,24.993,20.45
69999.893,0.89,25.011,20.439
69999.855,0.35,24.993,20.461
69999.855,0.35,25.021,20.461
69999.855,0.35,24.993,20.45
69999.855,0.35,24.992,20.45
69999.855,0.35,25.004,20.482
69999.855,0.35,25.008,20.45
69999.855,0.35,25.001,20.45
69999.855,0.35,25.007,20.471
69999.855,0.35,25.007,20.45
69999.855,0.35,25.01,20.461
69999.855,0.35,25.011,20.461
69999.855,0.35,25.007,20.45
69999.855,0.35,25.005,20.461
69999.835,0.06,25.001,20.461
69999.835,0.06,24.997,20.461
69999.835,0.06,24.993,20.45
69999.835,0.06,24.997,20.471
69999.835,0.06,24.997,20.45
69999.835,0.06,24.997,20.461
69999.835,0.06,25.014,20.461
69999.835,0.06,24.996,20.461
69999.835,0.06,25.003,20.461
69999.835,0.06,25.005,20.493
69999.835,0.06,24.997,20.471
69999.835,0.06,24.999,20.45
69999.835,0.06,24.995,20.482
69999.835,0.06,24.997,20.45
69999.87,0.56,25.003,20.461
69999.87,0.56,25.01,20.471
69999.87,0.56,25.005,20.482
69999.87,0.56,25.01,20.461
69999.87,0.56,25.015,20.471
69999.87,0.56,25.005,20.482
69999.87,0.56,25.004,20.461
69999.87,0.56,25.0,20.471
69999.87,0.56,24.992,20.482
69999.87,0.56,25.004,20.45
69999.87,0.56,25.001,20.461
69999.87,0.56,24.993,20.482
69999.87,0.56,24.993,20.493
69999.84,0.13,24.993,20.482
69999.84,0.13,24.997,20.45
69999.84,0.13,25.0,20.493
69999.84,0.13,25.012,20.471
69999.84,0.13,24.997,20.482
69999.84,0.13,25.01,20.471
69999.84,0.13,25.0,20.471
69999.84,0.13,24.997,20.493
69999.84,0.13,25.0,20.493
69999.84,0.13,25.007,20.482
69999.84,0.13,25.004,20.482
69999.84,0.13,25.01,20.493
69999.84,0.13,25.007,20.461
69999.84,0.13,24.999,20.471
69999.839,0.12,24.993,20.482
69999.839,0.12,24.999,20.471
69999.839,0.12,24.995,20.493
69999.839,0.12,25.0,20.514
69999.839,0.12,24.993,20.461
69999.839,0.12,24.996,20.482
69999.839,0.12,24.993,20.493
69999.839,0.12,25.007,20.482
69999.839,0.12,25.004,20.493
69999.839,0.12,25.0,20.493
69999.839,0.12,25.004,20.493
69999.839,0.12,25.005,20.493
69999.839,0.12,24.999,20.514
69999.817,-0.20,24.997,20.482
69999.817,-0.20,24.993,20.482
69999.817,-0.20,25.004,20.504
69999.817,-0.20,25.003,20.504
69999.817,-0.20,25.0,20.493
69999.817,-0.20,24.997,20.493
69999.817,-0.20,24.997,20.514
69999.817,-0.20,25.012,20.493
69999.817,-0.20,25.004,20.482
69999.817,-0.20,24.997,20.504
69999.817,-0.20,25.0,20.493
69999.817,-0.20,24.999,20.493
69999.817,-0.20,25.0,20.514
69999.839,0.12,24.997,20.493
69999.839,0.12,25.003,20.493
69999.839,0.12,25.003,20.504
69999.839,0.12,24.997,20.493
69999.839,0.12,24.995,20.493
69999.839,0.12,25.001,20.514
69999.839,0.12,25.001,20.514
69999.839,0.12,25.018,20.514
69999.839,0.12,25.0,20.514
69999.839,0.12,24.993,20.514
69999.839,0.12,24.997,20.514
69999.839,0.12,25.004,20.493
69999.839,0.12,24.999,20.514
69999.839,0.12,25.0,20.525
69999.802,-0.41,24.997,20.514
69999.802,-0.41,25.008,20.504
69999.802,-0.41,25.003,20.504
69999.802,-0.41,24.996,20.536
69999.802,-0.41,25.003,20.514
69999.802,-0.41,25.005,20.547
69999.802,-0.41,25.004,20.525
69999.802,-0.41,25.003,20.504
69999.802,-0.41,25.0,20.525
69999.802,-0.41,25.001,20.525
69999.802,-0.41,25.004,20.536
69999.802,-0.41,25.001,20.525
69999.802,-0.41,25.0,20.525
69999.766,-0.93,25.004,20.504
69999.766,-0.93,24.997,20.514
69999.766,-0.93,24.996,20.536
69999.766,-0.93,24.997,20.536
69999.766,-0.93,24.997,20.514
69999.766,-0.93,24.997,20.525
69999.766,-0.93,25.01,20.525
69999.766,-0.93,24.997,20.525
69999.766,-0.93,25.012,20.525
69999.766,-0.93,25.003,20.547
69999.766,-0.93,25.007,20.514
69999.766,-0.93,25.008,20.536
69999.766,-0.93,24.999,20.547
69999.766,-0.93,25.005,20.514
69999.81,-0.30,25.014,20.504
69999.81,-0.30,25.003,20.536
69999.81,-0.30,25.005,20.514
69999.81,-0.30,25.0,20.514
69999.81,-0.30,25.004,20.514
69999.81,-0.30,24.992,20.536
69999.81,-0.30,25.001,20.514
69999.81,-0.30,24.99,20.525
69999.81,-0.30,25.0,20.525
69999.81,-0.30,25.001,20.536
69999.81,-0.30,25.018,20.547
69999.81,-0.30,25.007,20.547
69999.81,-0.30,24.997,20.536
69999.789,-0.60,24.995,20.536
69999.789,-0.60,25.001,20.536
69999.789,-0.60,25.004,20.547
69999.789,-0.60,25.001,20.536
69999.789,-0.60,25.004,20.525
69999.789,-0.60,24.999,20.514
69999.789,-0.60,25.003,20.525
69999.789,-0.60,24.993,20.525
69999.789,-0.60,25.003,20.525
69999.789,-0.60,25.0,20.547
69999.789,-0.60,25.0,20.525
69999.789,-0.60,25.004,20.493
69999.789,-0.60,25.019,20.536
69999.769,-0.88,24.999,20.536
69999.769,-0.88,25.003,20.547
69999.769,-0.88,25.001,20.536
69999.769,-0.88,24.992,20.547
69999.769,-0.88,24.999,20.536
69999.769,-0.88,24.996,20.536
69999.769,-0.88,24.997,20.557
69999.769,-0.88,24.999,20.514
69999.769,-0.88,25.007,20.525
69999.769,-0.88,25.001,20.525
69999.769,-0.88,25.0,20.525
69999.769,-0.88,24.996,20.525
69999.769,-0.88,25.008,20.536
69999.769,-0.88,24.997,20.547
69999.779,-0.74,24.99,20.547
69999.779,-0.74,24.997,20.536
69999.779,-0.74,24.999,20.536
69999.779,-0.74,25.0,20.547
69999.779,-0.74,24.999,20.547
69999.779,-0.74,25.001,20.547
69999.779,-0.74,25.001,20.547
69999.779,-0.74,24.995,20.557
69999.779,-0.74,25.0,20.557
69999.779,-0.74,24.996,20.547
69999.779,-0.74,25.004,20.557
69999.779,-0.74,25.0,20.557
69999.779,-0.74,25.001,20.547
69999.794,-0.53,24.997,20.568
69999.794,-0.53,25.008,20.547
69999.794,-0.53,25.0,20.557
69999.794,-0.53,25.003,20.557
69999.794,-0.53,24.999,20.547
69999.794,-0.53,25.01,20.557
69999.794,-0.53,24.992,20.568
69999.794,-0.53,25.008,20.547
69999.794,-0.53,24.996,20.568
69999.794,-0.53,25.0,20.568
69999.794,-0.53,24.996,20.568
69999.794,-0.53,25.0,20.557
69999.794,-0.53,25.0,20.579
69999.794,-0.53,24.997,20.568
69999.733,-1.40,25.008,20.568
69999.733,-1.40,24.995,20.557
69999.733,-1.40,24.993,20.579
69999.733,-1.40,25.005,20.568
69999.733,-1.40,24.995,20.568
69999.733,-1.40,25.007,20.536
69999.733,-1.40,24.993,20.589
69999.733,-1.40,25.001,20.568
69999.733,-1.40,25.001,20.557
69999.733,-1.40,24.997,20.557
69999.733,-1.40,25.0,20.547
69999.733,-1.40,24.995,20.568
69999.733,-1.40,25.0,20.568
69999.718,-1.61,25.011,20.557
69999.718,-1.61,25.005,20.579
69999.718,-1.61,25.004,20.557
69999.718,-1.61,24.995,20.579
69999.718,-1.61,25.005,20.557
69999.718,-1.61,24.992,20.557
69999.718,-1.61,25.004,20.547
69999.718,-1.61,24.997,20.568
69999.718,-1.61,25.004,20.589
69999.718,-1.61,25.003,20.568
69999.718,-1.61,25.0,20.547
69999.718,-1.61,25.003,20.579
69999.718,-1.61,24.997,20.557
69999.718,-1.61,25.004,20.568
69999.741,-1.28,25.01,20.589
69999.741,-1.28,25.0,20.568
69999.741,-1.28,24.997,20.557
69999.741,-1.28,25.001,20.568
69999.741,-1.28,25.004,20.557
69999.741,-1.28,25.004,20.557
69999.741,-1.28,25.004,20.557
69999.741,-1.28,25.0,20.568
69999.741,-1.28,25.003,20.568
69999.741,-1.28,24.997,20.579
69999.741,-1.28,25.0,20.557
69999.741,-1.28,25.0,20.547
69999.741,-1.28,25.001,20.557
69999.728,-1.47,25.0,20.568
69999.728,-1.47,24.996,20.557
69999.728,-1.47,25.008,20.557
69999.728,-1.47,25.001,20.589
69999.728,-1.47,24.995,20.579
69999.728,-1.47,25.005,20.547
69999.728,-1.47,24.999,20.579
69999.728,-1.47,25.001,20.568
69999.728,-1.47,24.997,20.589
69999.728,-1.47,25.0,20.579
69999.728,-1.47,24.999,20.568
69999.728,-1.47,25.0,20.579
69999.728,-1.47,24.999,20.579
69999.721,-1.57,24.996,20.579
69999.721,-1.57,24.997,20.579
69999.721,-1.57,25.01,20.579
69999.721,-1.57,25.004,20.579
69999.721,-1.57,25.008,20.568
69999.721,-1.57,24.997,20.557
69999.721,-1.57,25.011,20.579
69999.721,-1.57,24.996,20.568
69999.721,-1.57,25.007,20.568
69999.721,-1.57,25.008,20.557
69999.721,-1.57,24.999,20.557
69999.721,-1.57,24.996,20.579
69999.721,-1.57,25.004,20.568
69999.721,-1.57,24.999,20.568
69999.769,-0.88,25.014,20.568
69999.769,-0.88,24.999,20.579
69999.769,-0.88,24.997,20.579
69999.769,-0.88,24.989,20.557
69999.769,-0.88,24.999,20.568
69999.769,-0.88,24.996,20.568
69999.769,-0.88,24.999,20.568
69999.769,-0.88,24.995,20.547
69999.769,-0.88,25.001,20.568
69999.769,-0.88,25.003,20.589
69999.769,-0.88,25.003,20.547
69999.769,-0.88,25.005,20.557
69999.769,-0.88,25.003,20.568
69999.718,-1.61,25.003,20.557
69999.718,-1.61,25.011,20.568
69999.718,-1.61,25.005,20.568
69999.718,-1.61,25.004,20.568
69999.718,-1.61,25.005,20.579
69999.718,-1.61,24.993,20.568
69999.718,-1.61,24.99,20.568
69999.718,-1.61,24.989,20.568
69999.718,-1.61,24.995,20.568
69999.718,-1.61,25.001,20.557
69999.718,-1.61,24.995,20.547
69999.718,-1.61,24.992,20.557
69999.718,-1.61,24.997,20.568
69999.718,-1.61,25.001,20.568
69999.716,-1.64,24.995,20.589
69999.716,-1.64,25.0,20.568
69999.716,-1.64,25.003,20.568
69999.716,-1.64,24.996,20.568
69999.716,-1.64,24.997,20.589
69999.716,-1.64,25.003,20.579
69999.716,-1.64,24.999,20.579
69999.716,-1.64,24.992,20.557
69999.716,-1.64,25.0,20.557
69999.716,-1.64,24.997,20.589
69999.716,-1.64,24.986,20.579
69999.716,-1.64,25.008,20.589
69999.716,-1.64,24.997,20.568
69999.7,-1.87,24.992,20.579
69999.7,-1.87,25.0,20.589
69999.7,-1.87,24.993,20.557
69999.7,-1.87,25.01,20.589
69999.7,-1.87,25.001,20.589
